,Skill: PTC Windchill,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Account Management,Skill: Team Effectiveness,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases,Skill: Instructional Strategies
2023-01-01,0.0001877356834714684,8.134383269688554e-05,0.02693935704623016,8.947842833518892e-05,0.00016046572705447206,0.00020245375102994544,0.0012873819448966468,2.5923680967992893e-06,9.825390820428589e-05,0.05377777562967093,-2.6321920445630807e-06,4.357768643719818e-05,0.00011267337115186804,3.32594150467798e-05,3.0194634411779772e-05,0.004706121102080698,0.0004865662950286658,2.1369564909347268e-05,1.9597015330253538e-05,0.0066837982242368916,0.0035436077879515498,0.0012793764066001028,0.003418335044042999,0.0007852241962546418,0.00047210694007313015,6.263071262416122e-05,0.002050911799602532,0.0011599941246877468,0.00027145979904827095,0.0025546490602410144,5.8158322250114134e-05,3.377100547067533e-05,0.0007891790417549106,0.00017158682608433895,0.0019331027068187102,0.0002538277532332208,0.0006845976352756664,0.00011256548775117204
2023-02-01,0.00021258105556001475,7.742521089567347e-05,0.02653611465208998,8.411665170516658e-05,0.0001509840798243082,0.00015813090569510667,0.001301638910198628,-6.9880707658123535e-06,4.814982706587163e-05,0.05557246697929583,-4.457515483255224e-06,4.1481393713066474e-05,0.00016088610780676601,3.0513515556264405e-05,2.3363362610323048e-05,0.004770278977014061,0.0004517698947314028,1.7986364571746144e-05,2.5470268576640974e-05,0.006410920448464958,0.003453943129775842,0.0013501906353072714,0.0033620945654446593,0.0007818864265494344,0.00048633192837550365,5.50218501727757e-05,0.0020976901635044887,0.0011510444604665624,0.0002755997654122145,0.002298849293257379,5.332578962870633e-05,9.196205446665456e-06,0.0006994124021791406,0.00018108478506162704,0.0019005584338149138,0.00026565041707199595,0.0007372492518126249,0.00014918132287583628
2023-03-01,0.00022234419274419248,6.972065004435602e-05,0.02712413484278749,8.979014150745757e-05,0.0001285655413292956,0.00012796231148914737,0.0013052937269014471,-1.325237346560908e-05,2.4607165809397384e-05,0.05739265421035628,-9.151498483738053e-07,3.751850901292622e-05,0.0002125251296192149,2.384883949770191e-05,1.899611031608414e-05,0.004865585141222645,0.000410019896754536,1.694497592094949e-05,2.616616281179935e-05,0.006054920944950848,0.0032522559477976575,0.0013781220736941774,0.0032898790855949555,0.0007840445750071359,0.0004998900944413113,5.324723464616803e-05,0.002131379193195938,0.0011813538873725001,0.0002661937985801014,0.0020115403968595244,4.8828223414092714e-05,-2.6778056898918133e-05,0.0006110582697315908,0.00018639543304212598,0.0018927208246533893,0.00029090710630371157,0.0007881770222856135,0.00021636671439586035
2023-04-01,0.0001997327766438806,5.744055287147697e-05,0.024938927401512653,0.00010029584997615812,8.728449675505807e-05,0.00012377729266105787,0.0012931110027024713,-2.4391269399448405e-05,1.8317985507008642e-05,0.05925779121966703,8.100964835637651e-06,3.913666942732773e-05,0.0002672929217160813,1.3366920283213435e-05,2.1448581369271818e-05,0.005006126412431505,0.0003863152631661402,1.1334225285895869e-05,2.3863493626056414e-05,0.005692245348730108,0.003038119694176521,0.0013631622249650637,0.0032178661393437013,0.0007875782895512024,0.0005028035040391665,5.4160621846348106e-05,0.002112166465762365,0.001211871533814404,0.00026461306870682053,0.001797835271872151,4.852987588635006e-05,-7.08470763517774e-05,0.0005395159983903541,0.0001904438610932426,0.0018697341429894298,0.0003178494639288757,0.0008785744188517829,0.00025855859901605224
2023-05-01,0.00017621735011516375,4.8956124743454156e-05,0.018878269429221113,0.00011086365614682882,5.751849653169613e-05,0.00011374326194400614,0.0012756931836458171,-3.5781183945704726e-05,1.694007517023289e-05,0.06065207484439684,1.6475811651112745e-05,4.517413282785925e-05,0.00027754952932894296,8.409136575186805e-06,2.4682365662073854e-05,0.005196956205116708,0.0003722426328723317,5.463866164911505e-06,2.471931345678459e-05,0.005367563513720436,0.0028892272163635094,0.001311747457376596,0.0031690722639346573,0.0007897874386065311,0.0005214036004489717,5.358457939228298e-05,0.0020451740619768697,0.001217662021511252,0.00028334490306387687,0.001723265241495863,4.979169343725186e-05,-0.00012833205122805234,0.00048094689383652346,0.0001959394403165195,0.0018820395176567225,0.00034837875841640454,0.0009815256737246477,0.0002749046644898804
2023-06-01,0.00018559075422770418,3.6123388902772785e-05,0.015808103533695283,0.00011748717819571897,4.180572304201928e-05,7.185875796347091e-05,0.0012741092441906218,-4.84149248375132e-05,4.8106634617843265e-05,0.061220774694710225,1.6893212226947783e-05,4.566528050960596e-05,0.00024825339784939827,1.561514651900433e-05,2.8097156321787206e-05,0.005384528313421933,0.0003645491986469675,-1.728813398784961e-05,2.818459933733138e-05,0.005109771182233924,0.002791201130715857,0.0012675577419621821,0.0031771162276543023,0.0007895685753178531,0.0005216439554416557,5.373200988989871e-05,0.0019631076877179962,0.0012363757609251084,0.00031564004297777786,0.0017904963575216285,4.758537573672165e-05,-0.0002005123605962167,0.0004204187405785653,0.00020114584646806357,0.0019750287058427044,0.0003960488306140148,0.0010544065365258328,0.0003061909895019215
2023-07-01,0.00020221401049852554,2.191187585671127e-05,0.012134025601186675,0.00012001367910712636,3.266483280986118e-05,1.572081778733231e-06,0.0013061100576471551,-6.741065225336932e-05,8.436368773411002e-05,0.06175974649504132,7.367694776067406e-06,5.8530294300209986e-05,0.00022218012915245866,2.642315506694281e-05,2.8486467137976018e-05,0.005434517353673992,0.00036243337091355194,-9.312659371498477e-05,3.047699765021479e-05,0.004892509899265763,0.0026497901714966146,0.0012567428280304454,0.0032390887458712114,0.0007870716175145337,0.00048758359199616214,4.9158358389502583e-05,0.0018643997463782178,0.0012799127142237663,0.00034768517409940495,0.0019343001575677851,4.4126942801789015e-05,-0.00028544639387249296,0.0003558787175254011,0.00019762541866747644,0.002144376386877212,0.00046105658313828435,0.0010854061855461792,0.00034097345500291366
2023-08-01,0.0001953172584791795,1.816751782880061e-05,0.0009277372095196816,0.00012007673010721893,3.771105077036253e-05,-7.207432233362798e-05,0.0013344222900077123,-8.282273045624223e-05,0.00011301253637710337,0.062178619349218214,-5.562002695323655e-06,0.00011130939254210269,0.00019851822294488495,3.552339220678603e-05,1.9947791719955523e-05,0.005350273393883218,0.00037002600205664584,-0.0002356201136546173,2.7604711416343795e-05,0.004620303600210823,0.002407016937215749,0.001261903355200517,0.003286335596293887,0.0007831533104168758,0.00044355254448588026,4.9820655302396934e-05,0.0017375174929922564,0.001297977787630935,0.00037130218486086804,0.0020567023512407835,4.2657889300203066e-05,-0.00038204052781846585,0.00030096102551288687,0.00018214519385677063,0.002293376888495704,0.000518277895365898,0.0010659815407711424,0.0003752761503394858
2023-09-01,0.00016883175590199425,2.113868166694217e-05,-0.003812778933173674,0.00011891124001577692,4.444000967614506e-05,-0.0001247790612032373,0.0013531568809245094,-8.535160110038681e-05,0.000167765941098557,0.06237129333100129,-9.753861736161018e-06,0.00021104489133841545,0.00018896867252333774,4.4669593826175206e-05,1.5622022307113588e-05,0.005270540826316764,0.00037889157298017645,-0.00040291649925143524,2.604220034045752e-05,0.004272526579146586,0.0021709358942023768,0.0012700213152107617,0.003292976862357167,0.0007788572198100248,0.00041251782196036093,5.2966776193687714e-05,0.0016039122483020433,0.0012850842492199016,0.0003825641942307817,0.002079519113553801,4.015343173014775e-05,-0.0004952762224718788,0.0002596356451909462,0.00015999320286038356,0.0023996648831362453,0.0005331895844274312,0.0010159272164989553,0.0003812591930340032
2023-10-01,0.00014032797621440569,2.421653236686343e-05,-0.0007605087076884521,0.00011743680844650273,6.329298292155719e-05,-0.00015973666258152491,0.001380127671473854,-7.71439880346477e-05,0.00023302634849749285,0.062382068488384096,-8.303988876965453e-09,0.00033523138571156513,0.00019231845883975137,4.654491296301245e-05,2.2772543746944936e-05,0.005257118475505876,0.00036915004788833235,-0.0005449456351727994,3.0225498730778978e-05,0.003892781068549172,0.002072246574102178,0.0012735845181019861,0.0032697206552562428,0.000775046013527546,0.0003850479382108286,6.0978046316970114e-05,0.001501323559289181,0.0012600666096231855,0.00037654556574462654,0.001984913342015172,3.76152564746102e-05,-0.0006478982612193759,0.00022994162704943397,0.00014273262736540522,0.0025066021867632105,0.0005187112484139724,0.0009626739142256514,0.0003520433991795085
