,Skill: PTC Windchill,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Blogs,Skill: Ecology,Skill: Risk Awareness,Skill: Hydraulics,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases,Skill: Instructional Strategies
2023-01-01,1.0796973708564068e-05,0.0007469447268281962,0.0006982378857086741,0.002541001222542775,5.659583395567168e-05,0.0004038440528529349,0.0006622945386405192,0.0003352719170066251,4.2522401745025705e-05,9.111696208208446e-05,4.185460937374071e-05,0.00048235985776930277,0.0013530111244574134,0.0013603949011461458,1.5969557979105888e-05,0.00018078863217031716,9.259670800184167e-07,0.0015441753043626432,0.002279543849571579,0.00012938195793359578,0.0006400067625326279,0.0494986524104605,1.2539554403159296e-05,0.004443435079335135,0.00015829039753600694,0.0009911794113022564,0.0009727457692955679,3.633707861394292e-05,0.002814055904112066,0.0015096552040518708,4.148887174089091e-05
2023-02-01,1.116556547092968e-05,0.0007186792863435761,0.0006878079043809223,0.0025875994128026054,5.5225855499746294e-05,0.0003928220833813331,0.0007033638811867718,0.0003399720138563035,4.43140856413827e-05,6.978077809158601e-05,2.7779394212374803e-05,0.0005101863609206608,0.0013597432013789153,0.0014610490538885924,1.2116655007769453e-05,0.0001738267322417079,-1.01766962548568e-07,0.001605083129293103,0.002292438878588577,0.00012771884705757873,0.0006492667203047741,0.049783262241705456,1.1504516869360609e-05,0.004598590813757249,0.00014506755400891825,0.001001046007846522,0.0009699848852149888,3.507733806345534e-05,0.002794367741696221,0.0015202777533521452,4.025650238626191e-05
2023-03-01,1.1443841425498428e-05,0.0006839093860864453,0.0006767996146526806,0.0026884582952002726,5.404997203795714e-05,0.000369649566186935,0.0007403548089371389,0.00035437211923903855,4.5978595431515914e-05,5.0351562514823695e-05,2.564366027568472e-06,0.000538960788586536,0.0013202844686997417,0.0015732932376736576,7.238592003451317e-06,0.00016723523038080542,-9.828620942854047e-08,0.0016639476289213497,0.002297257345701086,0.00012866562106964932,0.0006574116396904137,0.050103168861989504,1.0236604135784396e-05,0.00468733787938302,0.00013511753949927934,0.0009868506060821051,0.0009667674319396938,3.517310441127059e-05,0.002775440496586816,0.001549291562430361,3.770827230679571e-05
2023-04-01,1.1652007579485582e-05,0.0006492981929670495,0.0006661586085980882,0.002825271161673675,5.3320273634289955e-05,0.00033646377760347137,0.0007845136109629312,0.0003591100626462619,4.749785129007668e-05,4.0073633485608514e-05,-3.452573202104816e-05,0.0005651366175849571,0.001246917053264044,0.001697376828388989,2.0240369290579964e-06,0.00015630793034509345,-1.7395772792568844e-07,0.001686349299172469,0.002302087153790143,0.00013939852046798552,0.0006643698558729885,0.05055637991805354,8.088824929149602e-06,0.004713729595259746,0.00012504505225421873,0.0009778839874550927,0.0009631809970504025,3.6438274167163404e-05,0.0027572403105500676,0.0015929211791823055,3.403544076130188e-05
2023-05-01,1.1806141991757638e-05,0.0006066329282722563,0.0006563295169126832,0.0029547816022305598,5.313276327424759e-05,0.00030044190574102334,0.0008373869551786403,0.00035109904714043447,4.885962815812004e-05,3.63897076963331e-05,-8.137851242559343e-05,0.0005860672689567683,0.0011616442236077685,0.001833660273824162,-1.8001024199699488e-06,0.00014990421481027186,-1.5328884242386699e-07,0.001635777440484887,0.0023043021678129257,0.0001524605913680528,0.0006701176728793837,0.05097357807461887,5.742985682447081e-06,0.004700605237258003,0.00010995593226514015,0.0009652239505792078,0.0009593061115903516,3.8062893326770456e-05,0.002739735495450717,0.0016495791317562452,3.366952062364969e-05
2023-06-01,1.1918975456904024e-05,0.0005501513643245606,0.0006472966838053248,0.003063492526348177,5.344593417809344e-05,0.00027138219602366206,0.0008847394562915733,0.000345399505812926,5.005700145163975e-05,3.596955731037475e-05,-0.00013344198968607,0.0005999355170432997,0.00109094661961366,0.0019826586624924155,-3.842546493938144e-06,0.00015129372697307943,1.9833910214662832e-07,0.0015154965413353878,0.0022925683261070793,0.00015267194061836505,0.0006746724032027455,0.051392859472611005,3.867514331468253e-06,0.004633614422111213,9.713711181245341e-05,0.0009565078488983064,0.0009552163165155585,3.929923901124357e-05,0.002722896308229119,0.0017237838651667642,3.7429691558381494e-05
2023-07-01,1.2000533900858715e-05,0.0004892605548823741,0.0006387288394066302,0.003182411762893078,5.411940040181544e-05,0.00025381715061481276,0.0009154747026572171,0.0003560890416504436,5.1087745744301e-05,4.0787364059847645e-05,-0.0001852163892771126,0.0006044436633971255,0.0010756425251181737,0.0021450852354892077,-5.063463115507195e-06,0.0001571078635245254,5.301876170439327e-07,0.0013638656117899565,0.0022665897139267457,0.0001325494802798958,0.0006780852624033946,0.05184831737408274,2.4007899284476627e-06,0.004439153468439594,8.540280426147119e-05,0.0009881516392585355,0.0009509782901037823,3.9823915424004715e-05,0.0027066947569379593,0.0018248621325405597,4.283858430589731e-05
2023-08-01,1.205866561410028e-05,0.00044296149904677023,0.0006301695421128777,0.00330315266630627,5.496225712631884e-05,0.00024475612944264795,0.0009374518252788811,0.0003817195522670691,5.195370860346173e-05,5.010711021530376e-05,-0.00023400627501938648,0.0005957993781882979,0.0011120930782193787,0.0023218941994047277,-5.613980605391005e-06,0.0001617173014015255,1.9914379464641528e-06,0.0012111619777734218,0.00223824512358877,0.00010080840907740064,0.0006804343603684311,0.05205356412750581,1.0234372165825729e-06,0.004182162067917595,6.261342714584538e-05,0.0010363573541512855,0.0009466520276140927,3.974887112261719e-05,0.0026911044331220705,0.0019630717906851157,4.455217996907861e-05
2023-09-01,1.2099472780871256e-05,0.0004236853429645476,0.0006212163700527733,0.0033882959746630997,5.578091528604989e-05,0.0002389497415879718,0.0009672979957548237,0.00041032131941808975,5.266017883610811e-05,6.145652615753935e-05,-0.00028340652683402307,0.0005708596809034503,0.0011585721267898333,0.002514322342948919,-5.50471901943902e-06,0.00016041668471467984,4.359707086630592e-06,0.0010572257024659016,0.002219418868983633,7.62158598124768e-05,0.0006818179892005623,0.05198776605837667,-1.7312563741037372e-07,0.0038968465513772262,3.638542899842508e-05,0.0010602681173271958,0.000942291065036709,3.942185872777039e-05,0.0026761003665589805,0.0021436928253755114,4.184646931803208e-05
2023-10-01,1.2127663647696882e-05,0.00042922098828560327,0.00061164676069945,0.0034422889798107073,5.6418046879139894e-05,0.0002323435990610556,0.0010109837754427758,0.0004325404003974126,5.321526549433659e-05,7.015359432472015e-05,-0.0003419064260907858,0.0005315777506697777,0.0012235282419869966,0.0027239291259546165,-5.831695483410648e-06,0.00016658272867966194,7.89863468070498e-06,0.000899157063657079,0.002216077657994785,7.339145366323045e-05,0.0006823483665347428,0.051740103924241186,-7.460334559747215e-07,0.003595194422477629,1.1737151716252625e-05,0.0010495274012169013,0.0009379427393342167,3.919068796882477e-05,0.0026616588989970065,0.0023636145756736515,4.114781533347469e-05
