,Skill: PTC Windchill,Skill: Valves (Piping),Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Team Effectiveness,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases
2023-01-01,0.0006442676534742483,0.03280160729640604,0.0002357549943315532,0.0005466545729089287,0.0031966595224550945,3.445359820432835e-05,2.029621651468214e-06,0.10814738554512585,6.800022133684444e-05,3.153969016310845e-06,0.008037961791264809,0.00016182717142945854,1.7738044557931867e-05,5.862776564528513e-05,0.0032991851727191966,0.002189636990140851,0.00014788980788415558,0.0004821450578744688,-4.7292529173982283e-07,0.000259108500489183,0.000594932663784097,0.0010688444781549087,0.0012798790926807847,0.00017410991918381664,4.6967888770843603e-17,0.0014686755345879254,0.0001639414971251462,0.00022184331124072717,5.7064124145686e-10,0.001034036866436544,0.0007574697596424941,0.002947555368721527
2023-02-01,0.000415232515702857,0.03272177256199237,0.00024209470402312624,0.0005419138023978712,0.0034370062767338154,-1.144752329694564e-05,7.700258983969469e-06,0.10901461729177722,9.861274328225761e-05,1.7131007871453437e-05,0.008259592250414158,0.00017427370421632904,-9.515272963898192e-07,-0.00023098829777502478,0.0033399989923072046,0.0022315863521826284,0.00013176154837765073,0.0005307313894083339,-1.762253974705444e-06,0.0002010395324790387,0.0005956358301884346,0.0010599568214953177,0.0013001931930089537,0.0003183853365945874,4.4341835300992e-17,0.0013704301202968967,0.00017776739379873451,0.00021612483976220367,-3.0314001107787715e-09,0.000770958320461642,0.0007574858754981406,0.002970742089815538
2023-03-01,8.638990096863832e-05,0.03266878501644276,0.0002493807703256366,0.0005333214844779768,0.0036453202993546765,-5.482215645267324e-05,1.6650830721368923e-05,0.11012110196168373,0.00012257298723831323,2.9860306144453798e-05,0.008559098679541471,0.00017558087760943773,-8.280808497059627e-06,-0.0018324828066812137,0.0034769395176647427,0.0022833126425192544,0.000139147876713624,0.0005513780870315598,-3.2742625322099805e-06,0.00016931640323386923,0.0005754697415096715,0.0010350685976957315,0.0012928080586820053,0.0006941640895362086,5.66335941939211e-18,0.0013474223729194425,0.00019402373132052606,0.00021147573764225498,4.485052191324061e-08,0.0005107138169490578,0.0007688444708927526,0.0030582971401390434
2023-04-01,-0.0002035937142759348,0.03263768943252168,0.0002483790618596157,0.000523931328071017,0.00381902930812735,-9.187885249921411e-05,2.632816510139657e-05,0.11036572618503365,0.00012306779333323882,3.7876757447512557e-05,0.008697530296872355,0.00017103939557608523,-2.1025997005277927e-05,-0.005988438652061066,0.003598306245379762,0.0022902763202976243,0.00015628335710924285,0.0005374292216785851,-4.115455790161966e-06,0.00017154244048480624,0.0005475131292937954,0.0009958278318878697,0.0012210409350106677,0.0012841200568483593,-4.0864584447856817e-07,0.001325601413994695,0.00019508870535709454,0.00019968482413820489,-1.129582955457871e-05,0.00027221994089571223,0.0007247392524678609,0.0031295477416950533
2023-05-01,-0.000349920847737955,0.0326243515324323,0.00023130920156253887,0.0005159532433107079,0.003958558007991201,-0.00011336255304441288,3.480213873054548e-05,0.11027638235438145,0.00011943554834255353,4.2277447258504065e-05,0.0085882456387894,0.0001631165110647438,-3.7758608836806064e-05,-0.006901297980635677,0.0036609225380187216,0.0023196641619880913,0.00015188719895185452,0.0004913645049218978,-4.184822153659598e-06,0.0001712987143595046,0.0005219310278352725,0.0009547937679870615,0.0011154249371881015,0.0017724457097043481,-8.586476685686498e-07,0.0012402148450125542,0.00020013597579923462,0.00019712599698104154,-4.1762242692628646e-05,0.00010154330432017317,0.0007129256800497983,0.0030799731994714296
2023-06-01,-0.00030287678796943514,0.03262532590101813,0.0001963502935745929,0.0005108262936055389,0.0040666716287591055,-0.00012562320215661355,4.216149488190927e-05,0.11066959631768752,9.779297005229259e-05,4.312589388666779e-05,0.008356086469510415,0.00015904615471649302,-5.205599149328531e-05,0.03845013237697375,0.0036273284913376255,0.0023302615924531344,0.00013540698503568103,0.00043091785096896593,-4.048931313891873e-06,0.00012468460807991288,0.0004949681332982556,0.0009001819676404531,0.0010503708353327079,0.0020336214059587863,-5.910380832956146e-06,0.0011111803100695206,0.00021360430774393916,0.0001980977585719818,-8.552884209244468e-05,-6.238328028794135e-05,0.0007312159029839783,0.0029469872337023065
2023-07-01,-0.0001542193757336132,0.032637744968029556,0.00015273733014119217,0.000509301699294796,0.004147766896975578,-0.00013128682552107727,4.862052482926755e-05,0.11267249581097227,6.78425601709961e-05,5.077325095956098e-05,0.008085248630573128,0.00015894430828020223,-6.589312140250731e-05,0.2671615543315559,0.0035023942479931276,0.0023137277018501472,0.00014962540988410796,0.00042349630491983925,-4.201771897264313e-06,3.0568375080860884e-05,0.00046513451266916555,0.0007977601240308281,0.001085203455266225,0.0024876328571116066,-1.5627201767156254e-05,0.0009916289224378451,0.000214593206012702,0.00018847153149829671,-0.00011312310831008526,-0.00021780358453285737,0.0007369995384855657,0.0028685462198453473
2023-08-01,0.00010874940651040802,0.032659225707541456,0.00011861421398906232,0.0005115418382264825,0.004207178371996253,-0.0001233780204334305,5.421352396386261e-05,0.11571356414879319,5.585435799500206e-05,5.392906604092736e-05,0.007832882658280521,0.00016195966773423025,-7.859927634537464e-05,0.8231706145813138,0.00316195963088661,0.002272910997410699,0.0001887298869171561,0.00048538586995252046,-4.756114104731719e-06,-8.308054047478899e-05,0.00044241955647882623,0.0006627363577811875,0.0011157667601529929,0.0028259147865133337,-3.1116386358370764e-05,0.0009123289914655647,0.0001983957197416732,0.00017400953091222576,-9.151557068468398e-05,-0.0003252498055592366,0.000815780160866463,0.0028668106423663077
2023-09-01,0.00039920163499008446,0.03268779123544359,0.00011045567716859634,0.0005172346479056338,0.004250553027822771,-9.125904431923557e-05,5.914072100021263e-05,0.11819725523940736,7.374300455446675e-05,6.164702793795942e-05,0.007549683784386969,0.00014657884080389585,-8.524868734583675e-05,0.7594551604250512,0.002657202488405112,0.0022521661429976063,0.00022530650538684635,0.0005422110604186775,-5.509926704409709e-06,-0.00020127425689133287,0.0004454516602720232,0.0005370264554785391,0.0010909928953193601,-0.00046889642242530584,-4.509908058748227e-05,0.0008560081324069021,0.00018205861281967125,0.00015992417423240144,-3.986461815414191e-05,-0.0004042640349488872,0.0009141480380835721,0.002887039732168276
2023-10-01,0.0005957314328720196,0.03272180493407945,0.00013137721743240716,0.0005257185188044195,0.004283329661946598,-3.5539356778802045e-05,6.333258153874107e-05,0.11989973429240876,0.00011208755559191782,8.244488067964757e-05,0.007246870397022647,0.0001165305632247698,-8.310418620854935e-05,-6.1920271047357005,0.0021438234989996662,0.0022541382647264714,0.0002653078728063061,0.0005125675360917976,-6.1442082055434356e-06,-0.00027002559989767696,0.00048450309940197163,0.000431627483831522,0.0011200328380460305,-0.013480744971778001,-4.9589885634444005e-05,0.0007867771825705858,0.0001896071179058656,0.0001541473710029846,1.0454983831295166e-05,-0.0005068114956258661,0.0009342134340914298,0.002889330594986729
2023-11-01,0.0007228874117066458,0.03275991511003924,0.0001672401896918045,0.0005361103617570211,0.0043103437486352566,3.1629945836289964e-05,6.646457955429767e-05,0.12096990523979786,0.0001532806663328988,9.428149496083327e-05,0.006915496505980539,7.760438856782716e-05,-7.493611260783254e-05,-38.80945216358697,0.0016412235314666938,0.0021809127424666616,0.0003111167029244093,0.00039747965156613347,-6.457543919891455e-06,-0.0002573311470970513,0.0005361095110410575,0.000347306747627731,0.001175136585617693,-0.04106208555816144,-4.307084713986921e-05,0.0007200294430260654,0.00021982998386936413,0.00015485546674167376,3.2641474268472146e-05,-0.0006003995353704959,0.0008840182323908582,0.002863227498172242
2023-12-01,0.000823541262182259,0.03280100850813704,0.00019350403203790504,0.0005474287155795971,0.004335563962342981,9.784882398240248e-05,6.816596551241065e-05,0.12210766824483991,0.00018749537942577745,8.890974140076017e-05,0.006524634855676204,3.435008396586689e-05,-6.600060916925286e-05,-112.3413810235068,0.0013259659476507865,0.0021268649898288756,0.00033011155658860345,0.0002649651659266943,-6.449327580672358e-06,-0.00018560742096808698,0.0006025579816599364,0.0002694598451161965,0.0011605641642705154,-0.08951756084311198,-2.8938529154611072e-05,0.0006882359762215816,0.00023882713251353074,0.00014896838370983103,4.8651772726111266e-05,-0.0006169006030683432,0.0008791985126046496,0.002855185548712836
2024-01-01,0.0008750700815117576,0.0328441712712408,0.00018837503900218816,0.0005587042045609599,0.0043619546316184575,0.00015867776815384205,6.836698314910316e-05,0.12475278633689467,0.00017780215463906784,7.5448234042159e-05,0.006147744364162836,-1.8828228826747132e-06,-5.663358285904322e-05,-75.56583412653781,0.0011243536417251004,0.002089934593677821,0.00030418722048765047,0.0001532699361710021,-6.212685837686164e-06,-9.144378456111297e-05,0.0006515353647900104,0.000215775239495345,0.0010850043034439354,-0.1831877823334852,-1.5787226822884852e-05,0.0006561244002707678,0.00022646619589840447,0.00015125228348469334,6.28231295963962e-05,-0.0005864050691529008,0.0009916623467483491,0.0028916458419105937
2024-02-01,0.000864129252171505,0.03288865615988369,0.00014445519440054204,0.0005690710224124235,0.004391449326443441,0.0002145322068226479,6.739579521382185e-05,0.1295427375423593,0.0001313154480289321,6.124951822308721e-05,0.00587195388893131,-1.4990941807822909e-05,-4.419469487668197e-05,979.8904253286601,0.0008613465122262495,0.002084319039981703,0.00028611497443316867,6.652207708386084e-05,-5.803725995632313e-06,7.541580997614752e-06,0.000675971354622493,0.00020877674914540105,0.0010260308380389959,-0.3730871281600368,-6.255980391902846e-06,0.0005942255807005665,0.0002175925004616241,0.00016160864770100022,7.075865785046519e-05,-0.000523347593353827,0.0010285667328549463,0.002896952401975051
2024-03-01,0.0009115950079547794,0.032933855034201556,7.276205750763199e-05,0.000577835077485411,0.004425014777870424,0.0002645363151594308,6.557143573980893e-05,0.13631745322210526,5.364395188177677e-05,4.941567562721295e-05,0.005714329432888538,3.9194297211680605e-06,-2.8893765020460598e-05,5608.294628245757,0.00048223433600509116,0.0020672815874596654,0.00030649529462933335,1.5908189102996145e-06,-5.2009594246615616e-06,8.662242635800441e-05,0.0006871139773733461,0.00022571737283442773,0.0010373664937621105,-0.7084251235345356,4.660018351858665e-07,0.000547768638342708,0.00023745629710442454,0.00016413350194188038,7.295772721469748e-05,-0.00036982349829536073,0.0009338072613376432,0.0028316662038870627
2024-04-01,0.0011469700961398476,0.03297927575937762,-2.6066507676323226e-06,0.0005845166716395444,0.0044627812445666454,0.00030597877891722037,6.310847154725467e-05,0.14387851126447415,-4.141345217348075e-05,3.87165368615586e-05,0.005616985532764145,3.124053691236215e-05,-1.17521405144755e-05,15217.28582974124,8.60415507820322e-05,0.0020628931714763562,0.0003224821104903154,-4.482369574876664e-05,-4.351487662099165e-06,0.00010773007851740373,0.0007001466911073684,0.0002377398965689268,0.0010164949208221166,-1.199722854530811,4.035437256313625e-06,0.0005605094118692068,0.00027143498878190117,0.0001567730680861136,7.147333868974744e-05,-0.0002080908513674277,0.000944632233883962,0.002782471808430155
2024-05-01,0.0014822389386642642,0.03302452282919726,-5.635147409016128e-05,0.0005888678260397044,0.004504214931770665,0.00033724413259363355,6.0212273405570325e-05,0.14867309352874358,-0.00011710844926887882,2.5317976970614273e-05,0.0055708766132979,4.762722573463537e-05,7.335711227332214e-06,6036.628615481895,-0.0002571685666394835,0.0020839648559779667,0.0002984494105005846,-9.79135737124574e-05,-3.246831087495043e-06,6.762840448019986e-05,0.0007206979256688128,0.0002522218183452287,0.000928348568234931,-1.8528035769001356,6.840125832899528e-06,0.000609751137741721,0.0002888517188566063,0.00015334397382030503,8.340346211831849e-05,-9.552371856853944e-05,0.0010212827636706583,0.0027788610541888098
2024-06-01,0.0015865398151594186,0.03306928111452895,-7.457863969626585e-05,0.0005908663844529362,0.004548309649814035,0.00035745243548288876,5.7028077960104826e-05,0.1487639640718778,-0.0001580873082072308,1.940602331278288e-05,0.005696433226080894,5.938621713640283e-05,2.7796518038596554e-05,-152895.00114738115,-0.0005075123756282853,0.0021257912105581795,0.0002535628451984809,-0.00016383999290493602,-1.9597669712308825e-06,9.135553164626463e-06,0.00071922073366443,0.00028411743947402376,0.0009200434300790754,-2.7126796766306414,1.1163576141093702e-05,0.0006442507435996188,0.00027303528930000635,0.00015709529915083293,0.00011266217416574883,9.054606831843982e-05,0.0010120903827569119,0.0027859932680270668
