,Skill: PTC Windchill,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Team Effectiveness,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases
2023-01-01,0.0006176996976137161,0.033405897861866055,0.0009166581649753475,0.00020081659730463347,0.0005080603609771711,0.0029759322738605242,2.5654324967507827e-05,0.0,0.10817736930741964,6.774302865992637e-05,4.871655026077112e-13,0.008037321421976882,0.00019833395136070175,1.773804455810032e-05,5.862776564528526e-05,0.0033236508052762476,0.0021409668242933135,0.00014330149228252657,0.0004235856135559023,4.0070153772830963e-07,0.0002590448254999974,0.0005565021467890535,0.0010668659171973152,0.0012720604120775823,0.0001741099191838167,2.848741208205663e-17,0.0015211985612640852,0.00015957824677808436,0.00022456733176457296,-1.522965239163232e-17,0.0010174953956778123,0.0007232757204410429,0.002859493117947294
2023-02-01,162.3846112904139,0.03429220016660344,0.0009300046198281614,0.00018807189199518013,0.00045744194318426317,0.0030534012396126638,1.1676582630952342e-05,0.0,0.10909387935297213,9.79540660758363e-05,5.554265607275333e-06,0.008240801790576601,-6.488527505283933,2.61854411032625e-06,-0.000264062155415001,0.003372907856500392,0.0021447290213566783,7.576299311973494e-05,0.0004043540470009845,394.898839586298,0.00020022553846955578,0.0005165172165766954,0.001047301130124625,0.0012749266813325273,0.0003232086434477875,9.151108673323373e-10,0.001528633452593099,0.00016358911951219117,0.00020901106816082908,1.0044273388620296e-10,0.0007141657585309242,0.0005752405334882706,0.002846523993854688
2023-03-01,322.548828125,0.03522683951340737,0.0009466112664692024,0.00021180452741224192,0.00043420685594804814,0.003154279818436895,1.1087204278168231e-05,0.0,0.11025444345052064,0.00012111991726198115,2.8683780797392046e-05,0.008619965849642048,9.759380231703842,1.2248937672402908e-06,-0.0019224956230658506,0.0035064741595545435,0.0022053687735909045,-8.723551145776347e-06,0.00048522384880729925,581.6257394414861,0.00016544091800177138,0.00046197533693798483,0.0010304641006380383,0.001293478490428303,0.0009877958378720225,-4.832202205037948e-09,0.0015879549579275523,0.00016022384908071798,0.00020336229119404133,4.4750200068246885e-11,0.00043179805618325927,0.00043831302253690655,0.00299169777280493
2023-04-01,774273477.6884766,0.035911040408276654,0.0009567288831302801,0.00024617209014313586,0.000405131455071857,0.00328358050738133,1.489969003649487e-05,0.0,0.11056582075874268,0.00012186784100336656,6.927438900850042e-05,0.008940294894387702,460791.378446559,-3.0919872330923405e-06,-0.00579942785738351,0.0036846892351276605,0.00222706254911035,-6.64000530198397e-05,0.0006334454228703046,-492543076.19015783,0.00015932608373670106,0.00041207570674269673,0.000997635800916572,0.0012526785448373065,0.003116288173310104,-0.0003515829369414877,0.0016540760417931987,0.00015728294996842886,0.00020486712107738793,1.6801696143147241e-06,0.0001422274640483606,0.00037438665580372186,0.00317402375695547
2023-05-01,2087131136.0,0.036064100032604546,0.0009747142846451507,0.00027554538679090327,0.00036346854315469845,0.0034803401423365394,3.270430331257481e-05,0.0,0.11052319915632583,0.00011914547657570238,7.74324475811982e-05,0.008984839350667823,514483.20672986045,-8.181889866431806e-06,-0.0040210886679793575,0.003834135040590184,0.002234549983962728,-9.528784227988852e-05,0.000704205386566423,747108809.8291862,0.00014402170790989003,0.00039230851472208495,0.0009744240609559606,0.0011321484630445293,0.008080543148977496,0.0011337596592871752,0.0016734126315718807,0.00018256562855825458,0.00021735108356960616,43.20851646540809,-0.0001225968034353536,0.00036853558313252373,0.00322001237365206
2023-06-01,2790502918955008.0,0.035803596636565536,0.0009925444240014207,0.00029938287685902154,0.0003644327807557741,0.0036688612792832977,6.059581789582852e-05,0.0,0.11092160222160985,9.808462479347338e-05,3.2952111417448725e-05,0.008878940630656607,-30341534707.023838,-7.602731356538298e-06,0.05093166763288429,0.00390875124924934,0.002243872049241826,-0.0001397046692684454,0.000681485612614486,532252976575193.25,7.842457984195729e-05,0.00038386261763416604,0.0009515954800234621,0.0010254462854818328,0.017893228446145302,126.44220524042973,0.0016271271882592883,0.00024041655293440824,0.000251462986225387,47.056329517090546,-0.00029883989079908116,0.00032865464687213675,0.0031162163195708804
2023-07-01,1.3886797499072512e+16,0.035457717564795585,0.0009645586124931859,0.00031757896551849003,0.00039408219764997866,0.003796661227763616,7.697637686170588e-05,0.0,0.1128202714532739,7.222441593110799e-05,-2.316048764662357e-05,0.008765879084407048,-93945798876.38019,-5.274658463716946e-06,0.2861132929958861,0.00389267981279735,0.002234289534614551,-0.00017230479319670566,0.0007413756218410902,-3233141148710911.0,-3.0914370654158396e-05,0.0003662736679130764,0.0008867670933778086,0.001013327648352966,0.03839720025571428,-701.087944638454,0.0015696910902304496,0.0002764785937563684,0.0002734317801934877,195941.004601342,-0.00040331317544931017,0.00022610624922822932,0.002879639450065594
2023-08-01,1.3751854762519725e+22,0.03465939880862941,0.0009111422095527347,0.00032696071994727313,0.0004563712502640005,0.003907504757418256,7.741518054181018e-05,0.0,0.11558297654344682,6.578337642837407e-05,-7.089981301590492e-05,0.008771279156391486,2119986117542081.5,-5.3760145465643364e-06,0.7244095478132432,0.0036211488819246395,0.0021484883315958823,-0.0001473004731318969,0.0009221123168555657,-5.2171717488911385e+20,-0.00014889633349945432,0.00032634017423436245,0.0007900772204707542,0.0010326555715152682,0.0899687027889188,-45290286.787905164,0.0015416381791274756,0.00024861046396781384,0.00025554918471500283,-7209.157511761043,-0.0005251369851159628,0.000228449693246333,0.0026526634396703015
2023-09-01,1.0419971252087713e+23,0.033669622040459424,0.0008679123380157131,0.00033082758129132975,0.0005299062246437628,0.004047891327106738,7.235630596070966e-05,0.0,0.1176555005488014,8.498254341059597e-05,-7.77487538509458e-05,0.008758176117587113,1.2591278831440958e+16,-5.6660096061133414e-06,-0.05375621368427077,0.003125130940717455,0.0020136272416615164,-8.79070522617877e-05,0.0010751772492465707,5.622130740725352e+21,-0.00026061447638743476,0.00029218927734110927,0.0006666488981727512,0.0009775402627444608,0.22946762822503183,168060097.4020499,0.0015705047439697269,0.0001839306518506383,0.0002147773795835898,926665286.6549677,-0.0006739608831347658,0.00029802595733895956,0.002634553749587343
2023-10-01,8.613631451454327e+28,0.03305776633543746,0.0008261915726163831,0.0003383412882417717,0.000575993172832207,0.0041686154518400355,0.00010472065735584536,0.0,0.11881449615146841,0.0001197477987456972,-1.662853490544988e-05,0.008684819857896924,-1.496189012764691e+20,-4.403779045052688e-06,-8.952802438857297,0.0025861053705855583,0.0018661213825000146,-3.068433177582687e-05,0.0010904558100054357,5.5928560227720755e+26,-0.0003156749489549626,0.0003017577054236073,0.0005448489621682217,0.0008963020260750688,0.5855839038889319,16446744965551.455,0.0016422717751105394,0.00012755890903831202,0.00019497919364212942,-2539239263.7042027,-0.0008290261387862498,0.0002641521924462557,0.0026655510211258055
