,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-01-01,0.34453996713228524,0.4707494852850782,0.18396276066132383,0.03139049680830326,0.42782468663346174,0.48819324413390963,0.5870132379024853,0.09152400211783329,0.1395374848623322,0.11363663208276124,0.6321340722163504,0.044392352599910985,0.05940261567830628,0.16829944101397942,0.07198394875090439,0.03294466222879895,0.12614374201566492,0.17504933056672003,0.046501022784149235,0.3756065867993089,0.48914999854223096,0.7125617956084886,0.2805881301100097,0.007727382091058396,0.10357405384048443,0.003422108988825681,0.013703659921542398,0.017106924774645878,0.0005792453427844388,0.08382488966225485,0.003824329781764519
2023-02-01,0.34811566563097335,0.4721465380572233,0.18385560699085624,0.03163773089859573,0.4305481277667559,0.48662773399714415,0.588998422634949,0.09405002233496973,0.1364621514341328,0.11408479018774059,0.6331382149706154,0.04540086953971939,0.059448453452780936,0.16779751627327288,0.07292829355728131,0.03368731599772627,0.12563163294710794,0.17480831869603078,0.048224977825658516,0.37693671201872153,0.48747962893709357,0.7139305852514637,0.27926902762052586,0.007871124887225913,0.10460197080794069,0.0033640058408824936,0.01349284045883696,0.016942499660793017,0.0005080403600968252,0.08644736565506568,0.0035537156440017294
2023-03-01,0.35181616085159256,0.4731689303101356,0.18352813055717943,0.031809666214709126,0.43339130730372105,0.4856597729825085,0.5925721040340357,0.09668449316793937,0.13218982906328994,0.11381324092416675,0.6338859171957318,0.046788266288055415,0.05915131611807614,0.16730724079042164,0.07405896341700051,0.03444214664338609,0.12510023677048476,0.17474200416279406,0.04974793545657001,0.37919538821618237,0.48655701483661024,0.7164575810530123,0.28032309639945785,0.00800511078473596,0.10644130645156102,0.003336056125929663,0.013214422604912762,0.016863018718655753,0.00044092322251297047,0.0901005602763732,0.0033037754766295155
2023-04-01,0.3561594864292188,0.4747809153241436,0.18273288951209454,0.03226218411513393,0.4355527310534499,0.48642359339514774,0.598845000988021,0.0985548840935011,0.12807274959532822,0.11341725661045389,0.6342770028154202,0.04867270527961636,0.05885734710536729,0.1668499745384461,0.0745830497573049,0.03515839805160455,0.12413784677399176,0.17529006585172313,0.05109545857835093,0.38166173068945397,0.48679305327581174,0.719802895895508,0.2842870935928358,0.008103194075174,0.10955298789193252,0.003401317482921859,0.012986910266854557,0.01704917019260455,0.0004394181958828347,0.0940260611360105,0.0031429521520795443
2023-05-01,0.36045692261514073,0.47650098377295463,0.18254890821923514,0.03310176542722261,0.4378166694254411,0.48830829589973324,0.6064477581348315,0.09997511312377555,0.12467541927111525,0.11326747328446081,0.6353637241502896,0.05065145219436104,0.05894577363227145,0.16736913153461747,0.07477838065578483,0.03562122631506738,0.12315686177196969,0.17634889685785088,0.052542045734633246,0.38424433603016395,0.4872371758574633,0.7235402610311485,0.2893161092710576,0.008136013710483662,0.1133281182792922,0.0034676293251391134,0.012800716037193714,0.017269980795768913,0.0004428437613942112,0.09713221166497255,0.0029541830209823816
2023-06-01,0.36413308030368574,0.47741478246337626,0.18370130526604314,0.03383373072641349,0.44066768670411127,0.4897405622883965,0.6131474750794641,0.10214503173190867,0.12176340025137457,0.11342776267984979,0.6374528398162282,0.052412844517049646,0.05923024796870151,0.16958441159925663,0.0751193881792444,0.03602813874485833,0.12290195884284263,0.1771896054895079,0.05393162525087766,0.38694610578519445,0.48719556393021424,0.7270409101919683,0.29386096401077283,0.008191786097313037,0.1163525666159187,0.0034474957486834226,0.0126681321394395,0.017543727588724904,0.00036670381794696224,0.09974345402655001,0.0026386833269210243
2023-07-01,0.3672665696601491,0.4779157448814595,0.1848157681829971,0.034320131972107,0.4430003925998575,0.4911626726557433,0.6182693318371635,0.10528955648575197,0.11903962126738268,0.11358762296181946,0.6401242127486226,0.053724510224524714,0.0596245886948514,0.17197816607986974,0.07609202761363767,0.03671350683391813,0.12378161671094581,0.17783023875310616,0.05505116966031228,0.38918986656375687,0.4868678416932404,0.7305221636177835,0.29770430523367003,0.008283467863095532,0.1178030070846684,0.003375196534303555,0.012627863493084087,0.01798876961148002,0.0002139402874859913,0.10290163544466467,0.0023596807105309495
2023-08-01,0.37051775351839134,0.4794930307094294,0.18567843674439335,0.034731983646668,0.4439235931826126,0.4933313258118248,0.6232615931769483,0.10826364562986879,0.11615574024614256,0.11363229211668856,0.6419967362979863,0.05433292152529756,0.05997443039209151,0.1722773708064063,0.07727240364104523,0.037445241973513954,0.12495123639370628,0.17837501435290742,0.05578086663593797,0.39096884986120817,0.4866269979756019,0.7348140437813138,0.3020102657235025,0.008347509899847217,0.1187740117580511,0.003336862697122033,0.012673330311476643,0.01840891735320953,5.178930541092355e-05,0.10628889521320356,0.0022448229545514765
2023-09-01,0.3737290448408041,0.4824510919666268,0.1869296478481709,0.035089252698466036,0.4443489087188671,0.49603196873521854,0.6296693588621618,0.11024100257579353,0.11319831914537351,0.11384542640567986,0.6426764900453938,0.054334263440336115,0.060164188499334956,0.17139644801386505,0.0780331010998673,0.03780093173051933,0.12585019833746305,0.17860220853234918,0.05606734469001816,0.3927432835473837,0.4870070162942207,0.7395636648167927,0.3068663122215267,0.008380726943406636,0.120338962932917,0.003380013857797369,0.012771485531014457,0.018803563770349117,-8.512771552764012e-05,0.10878570310046703,0.0022212723893215262
2023-10-01,0.3762705732603706,0.48452444071081546,0.18784060433036587,0.03521353085300265,0.4448866840169944,0.49798966520991095,0.6356676405145889,0.11169034255159443,0.10981399847565293,0.11412543430629705,0.64350847329305,0.05415756520947798,0.060411064709411,0.17122796571708132,0.07818496819253024,0.03772820333885428,0.12662067011098305,0.17862811220637762,0.05634068110677784,0.3943661799314483,0.486948067032615,0.7424924381941238,0.3102926574209645,0.008405458043415706,0.12215142389412678,0.0033925541024357082,0.012698324894508048,0.01880228152428191,-0.00022637407967998537,0.11018240119348278,0.0021132275433557446
