,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Strategic Sourcing,Skill: Account Management,Skill: Team Effectiveness,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases,Skill: Instructional Strategies
2023-01-01,9.648381802641099e-05,0.0005703508777028948,4.492992692912786e-05,7.703052371289208e-05,0.00022586868007332502,0.0010687720115104082,9.736085246039351e-05,8.482938347273433e-05,4.6888393909676445e-05,0.0006795508500224861,0.0004898147278419565,3.652585180328826e-05,1.9680236384639108e-05,0.0011070710314946268,3.833018853122852e-05,1.3345834649905875e-05,0.005769900995927182,0.00030290638080006295,-2.5096135423802855e-07,8.309402161211409e-05,0.0002458567716250378,0.0002947582042308745,0.0001329125563573637,0.00026200879703697764,0.0016981077368545378,0.0001861286072132995,0.0006494823642919033,4.103454310040792e-05,0.00015283666445202693,0.00017063195275203967,2.366593576167969e-05,7.878501888795766e-07,5.160665724811384e-05,0.00029993132251516564,-4.22942816100775e-09
2023-02-01,9.092273061692343e-05,0.0006959048846858597,3.3723788685691295e-05,8.707211348057189e-05,0.000255928961119307,0.0010983755442001918,0.00011241633656947493,7.922403465971572e-05,0.00010782192316024128,0.0006987206044399706,0.0004964954487014381,3.9567372989110134e-05,3.352799457273228e-05,0.00109467531256963,4.209477373791827e-05,1.4513661144372403e-05,0.005875472975897602,0.0002875447783897506,-7.804894523889303e-07,8.771548387826383e-05,0.0002611527949951259,0.0003264755670525482,0.0001405631829297732,0.00027499988532565084,0.0017279740027545207,0.00019968140710041574,0.000694771147233403,5.4672364265520844e-05,0.0001708929337304112,0.00016393779763225914,2.2638049171140503e-05,1.8449620853483522e-06,6.246174359770336e-05,0.0003644351652848691,-5.075200770928514e-09
2023-03-01,9.94971203171094e-05,0.0008442887517490867,-0.00010870236152141087,0.00010787145467879478,0.00027697255878767846,0.0011283018487652288,0.00013555238241685658,7.54805023623746e-05,0.00035105729202816234,0.000699889524113847,0.0005005287501666915,4.2667792570863204e-05,8.71140811495566e-05,0.0010463139722407104,4.744695977024627e-05,1.728186319762825e-05,0.006008719502086368,0.0002778138553725202,-2.304087020021028e-06,9.128747643314692e-05,0.0002702989893867583,0.0003457095063112498,0.00013629925799014345,0.00029005445047890514,0.0017724102921104082,0.000217951502008238,0.000735601413457144,7.349944830923317e-05,0.00019861842583552625,0.00017003681870631285,2.420658881613454e-05,3.4687823919420733e-06,8.361706510222723e-05,0.00043587102380625525,-1.441257763931147e-08
2023-04-01,0.00013721007994184838,0.0009462912553731388,-0.0007109034217477633,0.00013298369769215604,0.00028466172227211323,0.001158552456917474,0.00016852475408125328,7.428654845863803e-05,0.0007799735358604683,0.000719591095493691,0.0005020185473366463,4.535661660372064e-05,0.0002205232365009242,0.0009845986657294825,5.533892742253747e-05,2.8084778103851907e-05,0.006169043682551082,0.00027250562928219507,-5.258380183797089e-06,9.895992200731231e-05,0.00026785037051814544,0.00034554790107571033,0.00012794414440397191,0.0003409057998059752,0.0017985717730723513,0.00023781291359487283,0.0007699612485559264,9.30557560844678e-05,0.000231112522163263,0.00018508750150245687,2.2937125688412844e-05,5.4802195404695e-06,0.00011719981499121505,0.0004924755439464995,-3.76371137375125e-05
2023-05-01,0.00023824676148510198,0.0009298490044984849,-0.0019385467775672781,0.00014621417747578307,0.00028904907649610664,0.0011891290972020404,0.00020706050658259988,7.589241081642668e-05,0.0013182448792167544,0.0007715343849850255,0.0005011041136821964,4.7376270764779726e-05,0.0004666756507036886,0.0009185748768532937,6.275035444057645e-05,4.951014756708389e-05,0.006334316684900483,0.0002874402543709644,-5.964939179871823e-06,0.00012343656565383433,0.0002613913603762752,0.0003465556019466083,0.00012282435767086222,0.0003866069750772625,0.0017924332334891637,0.0002565434271917381,0.0007644260348707286,0.00010782748551575773,0.0002660349002387317,0.00022206102143190368,1.930551643478833e-05,9.36195035308239e-06,0.000147858391090375,0.0005257666221804746,-0.0001522330889908249
2023-06-01,0.00038459728498405787,0.0007583937302910301,-0.0036986952261892545,0.0001478822427491145,0.0002845316184672172,0.0012200336787506851,0.00024532960944111923,8.016179502821699e-05,0.0019011739984665628,0.0008446184442666345,0.0004979548448168057,4.865141007731716e-05,0.000880402506598543,0.0008702131503882447,6.973454919282282e-05,8.029951306784571e-05,0.006520396190026251,0.00032465197235773786,-3.7964301618492825e-06,0.00015431307221662995,0.00026163856096032324,0.00035901550709998827,0.00011441085259683136,0.00040389097269733745,0.001781889803889868,0.00027514976905592916,0.0007261765409653305,0.00011473113728696673,0.0002806516005172934,0.0002924106693158767,1.7443313506858442e-05,1.3174987828563273e-05,0.00016273938914816472,0.0005425715943232837,-0.00033716432158019177
2023-07-01,0.0005045584848969518,0.00045025475418899725,-0.005760897086449912,0.00015424140192464895,0.000269644505445925,0.001251268276712438,0.0002788397038631811,8.665842437274464e-05,0.0024478426247013896,0.0009020362069037506,0.000492765060933574,4.924358167559009e-05,0.0016754827053789818,0.0008625485244067943,7.621673242693421e-05,0.00010337172117851034,0.006809781315735891,0.0003528958784657372,2.103094012639697e-06,0.0001732723893877306,0.0002782338103151407,0.00037302476642698027,0.00010947267433315412,0.0004363182567499579,0.0017665478633833533,0.0002831422298173367,0.0006846202133036347,0.0001151547065123066,0.0002751464768017895,0.00038626120214862205,1.6284060689257407e-05,1.1727317392952972e-05,0.00017172258778633915,0.0005428354832961576,-0.0005516167317288235
2023-08-01,0.0005803232689291529,6.85532469773933e-05,-0.007667067243261497,0.00016408440974298409,0.00024132052719504847,0.0012828351191924746,0.00030380582226576246,9.475086482710023e-05,0.002906069649142465,0.0009278117178870066,0.0004857488929333165,4.93012278355388e-05,0.003458991610218919,0.0008864893569367183,8.254441684853949e-05,0.00010884011836773408,0.007198282833630014,0.00035302322497732534,1.0127601235752185e-05,0.0001868192488354741,0.00031119408367335025,0.0003651263604793896,9.558958351204983e-05,0.00048515578248156384,0.0017078032067080248,0.0002621111420033997,0.0006436026241556091,0.00011108230534029797,0.0002601090654868262,0.00048029345899920823,1.57517067875701e-05,5.0638083821376605e-06,0.00019283703338102555,0.0005285338086210528,-0.0007568816244579158
2023-09-01,0.0006366021801314909,-0.0003052257389945558,-0.009170455144660226,0.00017167895188875524,0.00019359095338206654,0.0013147365755473881,0.00031835161065278943,0.00010371986025000483,0.0032559446772314395,0.0009423669753131941,0.0004771353001518353,4.901278311467082e-05,0.007465846855249895,0.0009002645843525421,8.97546291773079e-05,0.00010047475693933001,0.0076155877346007934,0.00033640928604064145,1.6022287494920364e-05,0.0002133012695184008,0.0003515177550758419,0.00033698540174306117,8.471323085766262e-05,0.0004872098889528555,0.0016493194354596156,0.0002340272724186274,0.0005989856365931703,0.00010198425460205334,0.00023557492818487223,0.0005670313517129056,1.5393989188130692e-05,-4.370706861789323e-06,0.00021993508239578625,0.0005211666051416204,-0.0009409978911911163
2023-10-01,0.0007030631232248139,-0.0005913736799679622,-0.010450984596118942,0.00018342189899646786,0.00014253462968526052,0.0013469751459003426,0.00032516416317941434,0.00011285535040503534,0.0034914990697527287,0.0009458881666889278,0.000467163267941194,4.85680319755445e-05,0.015822220462448248,0.0008524038446545319,9.933946425474586e-05,8.781201054485755e-05,0.00802494383202191,0.00031622793395281453,1.8209520490458416e-05,0.0002513006738671205,0.0003877910745423995,0.00030394218094248135,7.904598916718981e-05,0.00044456160484072525,0.0016440714967844222,0.00021155514764485277,0.0005496197731006014,8.101828305344597e-05,0.00020906344041988437,0.0006521897838508845,1.6913566731874556e-05,-1.2146768642057021e-05,0.0002339800656502287,0.0005191018106735445,-0.001106739153246207
