,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-01-01,0.3635641478812474,0.0594331019800249,0.032663521783765644,0.038332188473417635,0.03831150703017224,0.7101036143097108,0.6933656320342928,0.11434463797111245,0.4670111860825422,0.10695989953379814,0.07641897823056784,0.2957027788268013,0.008125334863963754,0.517748400641303,0.07748367512674002,0.0209885352630973,0.14737799417149372,0.1997409726805035,0.0088519782025891,0.1930230286029348,0.3170989943895696,0.7828962141884628,0.4657898546371083,0.540965267818146,0.003874503401718789,0.05783822529805661,0.0052837384463957845,0.0024367175852026985,0.058966353406463556,0.027079163950792955
2023-02-01,0.36434966869336277,0.059539285224004264,0.031095564320444725,0.038639192897015354,0.03868480444684586,0.7092661375613856,0.6933964172957754,0.11549713997937415,0.4691754180835289,0.1088540091082446,0.07674004149444473,0.29638749075113535,0.008124883269133725,0.5169321226301227,0.07851744414505002,0.021112601595168666,0.1476125273633648,0.20101505864304656,0.00902684128424855,0.1938871460484197,0.3174052704848813,0.7814300254444293,0.4661786877107168,0.538146292041912,0.0038275597910374186,0.05768680648256641,0.005437997860073431,0.002573140221757762,0.059465174006241094,0.027156808994243126
2023-03-01,0.3648263328036805,0.05998340026476009,0.029493261484657425,0.0389126275076168,0.039106742487715784,0.7090897931337858,0.6938995185074259,0.11647067241627894,0.4709836243060994,0.11080843209541692,0.07733179935753201,0.29648921909931203,0.008082949136724625,0.5165873685266028,0.07935886512281862,0.021140081518604376,0.14767967613628663,0.2016115920535907,0.009105903939523926,0.1948826681312011,0.3176784309199789,0.7808206684127926,0.46691978435846515,0.5364858011383051,0.003761297985141937,0.05708617746270352,0.005586203796214715,0.0027126772623867193,0.06007562165547179,0.027270056246829513
2023-04-01,0.36529762487104445,0.06056402510913858,0.028083262264428345,0.03917483760834491,0.03942305365806341,0.7098825642597184,0.694173854910231,0.11723399505658313,0.4718856436521837,0.11266753556760319,0.07812286995628592,0.2959045390839777,0.008045632242611378,0.5166499711649005,0.08030863487421448,0.021070581414331168,0.14737400549756363,0.20129428243139694,0.009121105963633296,0.19615892102071877,0.3179083640079917,0.781378297711585,0.4678334963452439,0.5360466408172954,0.003690020294792592,0.05625791424986059,0.005748109411540701,0.0028707399521254217,0.06076924087502361,0.027295738461103614
2023-05-01,0.36569282879129394,0.061056653325383084,0.027006891297823313,0.039397398314812856,0.03969018334989027,0.7115069823030019,0.6940208307270768,0.11788033894130745,0.4721447223392003,0.11427897662650703,0.07856082573807807,0.2936924731583938,0.008048476362670254,0.5173038117861116,0.08139646675567519,0.021103580084789304,0.14713112178631385,0.20068430216490035,0.00909030888386272,0.19751386900295576,0.31894436158498213,0.7823604121143645,0.4694868121997284,0.5350955237935588,0.0036622519151698328,0.055277641449825235,0.005902585324627887,0.00303903537547721,0.06167973226402497,0.02727555164365713
2023-06-01,0.3659831432616635,0.06149547316468194,0.026344662103166258,0.03957357931351199,0.04009099723176676,0.7141197867258132,0.694661500350022,0.11858115313310405,0.47267702144048207,0.11588825127321607,0.07885939053896354,0.290876714915389,0.008054454815923826,0.5175563238595017,0.08259811882141296,0.02129908511071455,0.14734894119168715,0.20050160950307205,0.009075199279949124,0.1987918794852022,0.32086962549190834,0.7834348656932631,0.4718016141963671,0.5331061730341241,0.0036632493602206384,0.05482716128278338,0.0060052965352684964,0.0031817072920183823,0.06261645857306611,0.02730108238545986
2023-07-01,0.36682264550636884,0.062005553019253104,0.026040131223811047,0.039715818608043844,0.040576111115241495,0.7179225439120158,0.6963683351318852,0.11933850186728286,0.47329236236080297,0.11776512196573813,0.0794419311474416,0.2887445444985881,0.008072468828875873,0.5171332537299671,0.08409160538863919,0.02161028863048196,0.14810010911702493,0.2009978198378659,0.009137488822908622,0.20006059419132893,0.32298326743524325,0.785006804616424,0.47395230000423477,0.5312762924844835,0.0036583983037261824,0.05492729675191229,0.006114112438049482,0.0033094193425757205,0.06334347519987038,0.027287306351520275
2023-08-01,0.3681195964845488,0.062781443130547,0.025954822123817736,0.03987465368438765,0.04110070083916791,0.7227512550006019,0.6985900025429865,0.1200259582683696,0.4739614932114808,0.12004411362548992,0.08039521730156096,0.28802817415288173,0.008108767889398074,0.5159299983016251,0.08581980517885854,0.022074361980576218,0.14907129607870961,0.20220609987233434,0.009247252864896645,0.20158374269208254,0.3242908801815179,0.7875985734833384,0.4756209221036405,0.5308549938352991,0.003681279106029345,0.0554272436638333,0.006163170540213968,0.003433201105254336,0.06383009487040717,0.027068717439407863
2023-09-01,0.36992519693976467,0.06368377409808937,0.025717230341168178,0.04005853617097491,0.04160812090559459,0.7277719708569187,0.7005755491481878,0.12059000686101212,0.47408973542402927,0.12244161302399865,0.08159769750165008,0.2894716058747499,0.008117057683651127,0.5144567494157876,0.08788755595554684,0.022530450470887732,0.1498443536177966,0.2038810926637353,0.009351836570753417,0.20324380218329868,0.32425053354287636,0.7906050839032057,0.47632251094036115,0.5317340740062491,0.003725260408733745,0.056383025503378675,0.006149784084590602,0.0035442140605130602,0.06393980205676193,0.026712430006521008
2023-10-01,0.3716797967600256,0.06444162964269487,0.025344741654678503,0.04012713934119996,0.04208398388187499,0.7316231969762037,0.7013770602451256,0.12077743969540373,0.4734276084517431,0.12474952551695957,0.082587672287012,0.2915826301672815,0.008065180737363245,0.5129721859303774,0.09008654164969374,0.02291278098126635,0.15029240536792873,0.20568816162253234,0.009434388617185577,0.2045439547165097,0.3238764609698572,0.7925818550443977,0.4758570363788544,0.5322657227343037,0.003767170021086409,0.05718176667678679,0.0061694015231184215,0.0036407675458547516,0.06379702262052321,0.026435718476999444
