,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2023-01-01,0.12721730993249397,0.07936847685429765,0.003413528578297566,0.0022339848883596016,0.010807974043323816,0.34330452067803546,0.2112963980946454,0.9147992236511643,0.054924726517859485,0.02998492174496622,0.011590718961689343,0.020929687684987985,0.002922978001052047,0.1550025681847847,0.12344999245202193,0.02419896162835376,0.10348741484247355,0.010092518434767207,0.0729567939840565,0.3024398419910924,0.45301671552168615,0.1808545521448919,0.023541251586985504,0.027800172513979725,0.012802754397985266,0.000862718171961525,0.007874107309796487,0.06539136061829948,0.0003351469277765712
2023-02-01,0.1259209418251091,0.0811771979731668,0.0034135386094008404,0.0022144131508181984,0.01065053296264701,0.33682878892876755,0.20942621665056227,0.9129552600788747,0.05527375818384683,0.0305281820616181,0.011476715516206095,0.02139182603371792,0.0030355321526781866,0.15408936302514264,0.12319323942365082,0.02414651878231712,0.10370679247262753,0.009573647375402906,0.07325971981890124,0.30380359850505717,0.4442635278065766,0.17921525167494545,0.02367259511961896,0.028208551567538674,0.012809402414385152,0.0008655181697259859,0.00818547649151842,0.06487357322977874,0.0003362642680305747
2023-03-01,0.1251167226899463,0.08556048327323967,0.0034128685486296637,0.0021898700598718675,0.010594774558510123,0.3310982934339421,0.20837101774170708,0.911420937828193,0.055795259636391425,0.03099642629157532,0.01138255145936233,0.02208433424223266,0.003151013695023668,0.15305213528504855,0.12197218383018307,0.024007530398805085,0.1041931305640963,0.008808174226006452,0.07376192297235046,0.3051124761398562,0.4367850923282426,0.1778310511416041,0.023884444151557653,0.029239138166462605,0.012790257774797118,0.0009144227693412364,0.008480294062694215,0.06525261154179145,0.0003377008914753427
2023-04-01,0.12465997528074506,0.09301342339771562,0.003411532423740522,0.002163022664989368,0.010703266473228569,0.32685643732704894,0.20845468303454306,0.9105595194513233,0.056516113195388074,0.0313829415200889,0.011375809574521077,0.022613607654954793,0.0032747471144054102,0.15158541267729161,0.12210969601008798,0.023762589723072384,0.10521073553395313,0.007883632293159921,0.07433504035298785,0.30636494216091437,0.43268300321021663,0.17693322479236395,0.024100644018580104,0.030297205759816453,0.012991840115123785,0.0010169450276067329,0.008755779357779003,0.06574629053031916,0.00034275157450285563
2023-05-01,0.12402008666985585,0.10273165733602135,0.0034095586541752487,0.0021474455958846164,0.01100471932626374,0.3243369703155389,0.2096724441210669,0.9110954085938056,0.05716130606433442,0.031682288336944225,0.011426634218089106,0.022836587996160618,0.0034093654123928605,0.1496925218244999,0.123726196743721,0.023449003220679727,0.10667758965555492,0.006961139128190015,0.07472783775943843,0.30755960451405817,0.43313028591994635,0.17677514651155923,0.024234835138119998,0.031239365795724228,0.01332439639429032,0.0011671029852942626,0.00900928211425121,0.06650574280435323,0.00034263266096037123
2023-06-01,0.122900758047401,0.11306690557778337,0.003406987944200506,0.002160777403061714,0.011467744857582124,0.3232509425547988,0.21117711080410873,0.9133536473067012,0.057636842391477205,0.03189038255544425,0.01146000483456434,0.02288599326934193,0.003549836920384901,0.14793667987534093,0.12566311789647577,0.023307695231287662,0.10845318603374371,0.006185154625305317,0.07480291002942853,0.3086952118798752,0.43903722067911155,0.17767765403705854,0.024216195474879992,0.03226499142376271,0.013611375965419604,0.001346769774277239,0.009238312654155985,0.06831683087333368,0.0003338388477489429
2023-07-01,0.12178718641060368,0.12250090131651864,0.003403871108083936,0.0022171347121783397,0.012008397592272346,0.3228638229689537,0.21185489421952952,0.9162259376726386,0.058109637393180175,0.03200455542281908,0.011466812981411667,0.022898478044051762,0.0036760980194718955,0.14695061891373723,0.12709070365280895,0.023540108524747756,0.11045433434779778,0.005608037839516193,0.07478694015109075,0.309770653449267,0.45102322284900415,0.1789704084661886,0.023897377904903917,0.03348645116068273,0.013828534317948163,0.0015218920218085016,0.009440571091641724,0.07031828965133868,0.0003256230340443096
2023-08-01,0.12123435462738344,0.13020011415669713,0.003400266883852257,0.002319656645681007,0.01253323616057135,0.32235073835068195,0.21135723758291647,0.9178862097576007,0.058694198841619825,0.03202359147212953,0.011396700507494958,0.02291000604140392,0.003768112958829114,0.14642922377575326,0.1281035497975116,0.023791019380525236,0.11242275773888025,0.005169109625656549,0.07485765963084733,0.3107849584259764,0.46871658741852135,0.1803355939135345,0.023340571395523237,0.034753983029148644,0.013957809009773493,0.0016584716364016552,0.009613975244850699,0.07231301820174808,0.00032488740991710064
2023-09-01,0.12137250428466756,0.1360036637265219,0.0033962397867301156,0.0024615140439203146,0.012976500022681123,0.3212178196073212,0.21027488825802743,0.9173776613406536,0.059311792284709515,0.03194774351602795,0.01124144906475017,0.022914697017770103,0.0038231350961339568,0.1457913865004926,0.12911941484502987,0.023803443389980875,0.11393591534468883,0.004732498963575454,0.07485616525716383,0.3117372952622973,0.4905797471802004,0.18183071374709403,0.022794584985701676,0.035813162947049115,0.014048594071285564,0.0017404360348064682,0.009756686936631455,0.07386962321112958,0.00032470822467753845
2023-10-01,0.12246467812413768,0.14016000407474394,0.003391858047294403,0.0026340307978192485,0.013313803121010338,0.3194762622499405,0.20938618411818877,0.9151810763261087,0.05982704039677698,0.03177872463959677,0.011108428697372535,0.022904596827429846,0.003853115898312151,0.1454336124449963,0.1296255972806821,0.023588761720423,0.11471919196641103,0.004154173109794242,0.07458191741294148,0.3126269706345835,0.5144407279213707,0.1833044677343298,0.022439980327351627,0.0365097171697242,0.014142676006861551,0.0017731064197676772,0.009867136378023233,0.07415839217533995,0.00032138265246147335
2023-11-01,0.1244609559699512,0.1431109482263811,0.003387191672897814,0.0028313473626705825,0.013543761485486847,0.3175584189172743,0.20899483481921521,0.9125150744979207,0.06021875239099318,0.031519677407322144,0.011075542183160453,0.02285424204649361,0.003867196182648216,0.14582891145724503,0.1287077033596089,0.023311310199841027,0.11480705556836007,0.0033435066141105146,0.07400465031335086,0.31345342816555943,0.5379591833933823,0.18537757037513425,0.022236629191798404,0.0368633074953542,0.014228975184387236,0.0017804201676448472,0.009944044341299422,0.0744106738583228,0.0003228003330901384
2023-12-01,0.12652288111936552,0.14535284271040394,0.0033823106642078982,0.0030468886248104458,0.013651799750595692,0.31613217596167875,0.20897267505985528,0.9103682743209278,0.06052616592250528,0.03117512085250288,0.011136926530149206,0.022726434405543172,0.0038617012900295025,0.1466389070440946,0.1266514764263825,0.023138887892280687,0.11439688562835774,0.002301225595278687,0.0735064127898989,0.3142162469008024,0.5586941635557322,0.187968245521878,0.02213465590024562,0.03701916666997743,0.014366570080574521,0.001800720043278952,0.009986441845491226,0.07420525782802083,0.00033394977873113334
2024-01-01,0.1275216814011879,0.1472970547202197,0.0033772834119497105,0.003268314568635331,0.01358911214935745,0.31588664858864635,0.20913914990900273,0.9091551044242595,0.06088091536679428,0.030750876160558688,0.01124044156992965,0.022514199767316723,0.0038284413855458194,0.14741986776032734,0.12503054466230212,0.02323012281121647,0.11366069106189663,0.0011293538900875397,0.07349381154809946,0.31491513954710804,0.5741158878627771,0.18962620215566528,0.022191389289431377,0.037147641729895,0.014470076253589944,0.0018759423121290017,0.009993687096652349,0.07219256106147642,0.00034924349461371105
2024-02-01,0.1272330128190244,0.14919609179484022,0.003372175292291061,0.0034791227020194975,0.013285710968633135,0.31729668621753515,0.20937981277603024,0.9090029858663681,0.0611476922174089,0.030253972285480928,0.011343538836629908,0.022259639339881176,0.0037689456272187657,0.1483958610296364,0.1244176065558652,0.023616183980409523,0.11270828565909496,1.3247547843813802e-05,0.07380981386210533,0.3155499504807752,0.5817867995090488,0.1904206066330986,0.02229542485617501,0.03734710811954134,0.014573803984153946,0.0020347928458567133,0.009965479447543857,0.06939085362668852,0.0003545781472187394
2024-03-01,0.12634543758150762,0.1512724459847693,0.0033670474729100607,0.0036655136519173044,0.012684869811303075,0.3204275625152305,0.2094776346276046,0.9099905131683939,0.06103165836309239,0.029692533046015566,0.011354264517178372,0.02202591210930893,0.0036980551056176834,0.14938340727618907,0.12364240196573563,0.024013724936297883,0.11161626741845185,-0.0008216444700102051,0.0737625836048792,0.316120653534146,0.5795750234140872,0.1913394566101854,0.022324098629957406,0.03759507650210374,0.014878100124751131,0.0022788433257702936,0.009901870166754112,0.06626746671416879,0.0003418328751935573
2024-04-01,0.1256943387711036,0.15397585621592125,0.0033619559357562293,0.0038201924998431894,0.011774152518249323,0.3248830713122314,0.20907416891628627,0.9119671113970466,0.0606226545634633,0.029075647530370195,0.011241830454763943,0.021859174316821217,0.0036364521089152016,0.14987869112067878,0.12170203356365772,0.024221519998753962,0.11040655146878314,-0.001169798566920368,0.07322349620639743,0.3166273495690134,0.5658469610900083,0.19244030968936154,0.022253163675711188,0.03777281582011069,0.015221129132052898,0.0025798542611420207,0.009803269835326877,0.06358698358604681,0.000315472969484244
2024-05-01,0.125753962241084,0.15804626475783884,0.003356950716959137,0.003939354603877077,0.01060279763848078,0.32994180450133825,0.20794349831553172,0.91435748459541,0.06041693297261606,0.028413225890992384,0.011062260400242488,0.02177446605528993,0.003603498465358377,0.1499068846291872,0.1196258291276241,0.024111627412953092,0.10901577144268129,-0.0009073027155141571,0.0728151246264277,0.3170702638457673,0.5398093907673555,0.1933090541201478,0.022169352728462613,0.037744053348927935,0.015505324432499981,0.002890196977011648,0.009670452219524379,0.062155669213700464,0.00029257514936094223
2024-06-01,0.12620693064457855,0.1641444085673535,0.0033520753593317956,0.004017986956689131,0.009288786289390068,0.33482226944506727,0.2062713099073079,0.9164145784610012,0.06054355996672839,0.02771584283044591,0.010904673987434168,0.021761964208707574,0.0036157920777459863,0.1498797819050231,0.11873993290732784,0.023779433830604397,0.10734396153586842,-3.7760627494118695e-05,0.07283429356086107,0.3174497431973811,0.5020330067728895,0.19339355090175664,0.022115252853653414,0.03743378312492358,0.015829250714952784,0.003161294693186746,0.009504554501143252,0.06031557749661817,0.00028425172337797884
2024-07-01,0.12666218278449445,0.17221549319491034,0.0033473665685186177,0.00404997602153691,0.0080135760204702,0.3389540692437103,0.2045823966885898,0.9177304865243694,0.06055520294869415,0.026994571262317538,0.010812276892072094,0.021796905896379226,0.0036862806188313266,0.15023406884904644,0.1183931536607522,0.023455460195013742,0.1053631649539774,0.0012916863102713418,0.07282166657949848,0.31776625301755185,0.4548870974369324,0.19315181287974836,0.022072713115048402,0.0368623936757554,0.01606294163004471,0.0033616621622664673,0.009307073781543409,0.05861527522207739,0.0002837416705986501
