,Skill: PTC Windchill,Skill: Strong Academic Record,Skill: Valves (Piping),Skill: Solid-State Drives,Skill: Blogs,Skill: Ecology,Skill: Microsoft Teams,Skill: Risk Awareness,Skill: Orthopedics,Skill: Hydraulics,Skill: Financial Sales,Skill: Raiser's Edge NXT,Skill: Inventory Forecasting,Skill: Medical Ventilators,Skill: Algorithm Design,Skill: Information Systems,Skill: Team Foundation Server,Skill: Medical Records Filing,Skill: Brand Loyalty,Skill: Safety Culture,Skill: Equipment Calibration,Skill: Furniture Assembly,Skill: First Article Inspections,Skill: Human Capital,Skill: Logo Design,Skill: Landscape Architecture,Skill: Account Management,Skill: Team Effectiveness,Skill: Tire Balancing And Rotation,Skill: Risk Mitigation,Skill: Articulate Storyline,Skill: Technology Strategies,Skill: Organizational Architecture,Skill: Security Testing,Skill: Daily Production Reports,Skill: Technical Sales,Skill: Relational Databases,Skill: Instructional Strategies
2023-01-01,7.500981345083123e-06,0.0007544118256152183,0.000690426091074602,0.0001778153399971041,0.0025276491446294767,5.334045216896148e-05,0.003123604588686853,0.00040963030991007283,0.0010703035190407773,0.0006522593875030085,0.0012741892700291256,0.0005692043008938051,0.00035112713465111227,4.3964653250159425e-05,9.016983182544206e-05,0.005932110814219862,4.466230878891959e-05,0.00046036342215786193,0.0013424016304646163,0.0013244971735751378,1.8736165788993026e-05,0.00018081811168322855,9.259670800183392e-07,0.0015242200986076175,0.0022522583708703137,0.00013505757240927707,0.0493816194551668,0.000735594155306678,1.0582756358938329e-05,0.004471431859566091,0.0001641527125522349,0.0009892307909395682,0.001022473690260269,7.576259450548107e-05,4.053292255769449e-05,0.002810656495812044,0.00149622610510286,4.244493255705228e-05
2023-02-01,3.471101182811378e-06,0.0007589247162648285,0.0006906547624256003,0.00018131187381094168,0.002517385434823597,4.921243016960875e-05,0.003079526233437584,0.00041851777188023256,0.001105053280830678,0.0006937335654845806,0.0013212263007585834,0.0005842748935828448,0.000361160106079419,4.6899221744074436e-05,7.265840867662347e-05,0.006004333000189535,3.3764286593668784e-05,0.0004693557387329937,0.001350707249054475,0.0013664476566090742,1.6146313683335164e-05,0.00017163255244259383,-1.8297919285675148e-07,0.0015409640055679711,0.0022190446399590735,0.00013952257349368724,0.04944202838787043,0.0007343057959057144,9.978746878002317e-06,0.004709124406189989,0.00016290071112832482,0.0010014075705318743,0.001065852841951233,8.287396931321179e-05,4.105500097910527e-05,0.002803158623918144,0.001454746890785235,4.1908643086935794e-05
2023-03-01,-7.017285879344832e-07,0.0007677315448691732,0.0006983730366102423,0.00018871036914434934,0.0025341991336603788,4.6001710703173486e-05,0.0030248023785277227,0.00041828359067056897,0.0011352166169899067,0.000737533105071197,0.0013670885955667069,0.0005760713222454244,0.0003715298061947218,4.952645932838482e-05,6.112408763125245e-05,0.006069621561301578,2.071955922888915e-05,0.0004969449550131463,0.001352045921461681,0.0014028953420832304,1.2150313588412003e-05,0.00016373363194584472,-3.5505372882191997e-07,0.001548255846452129,0.002201292722155434,0.00013925826335213466,0.049351765551733914,0.0007204229429075354,9.885660071595383e-06,0.004954870414364405,0.00016043730063566424,0.0010080477137840013,0.0011232008597873919,9.198745741562393e-05,4.041011160132481e-05,0.0028230090826575826,0.0014049701995920488,3.935515730873682e-05
2023-04-01,-2.6410422621677007e-06,0.0007758473488144238,0.0006943831856692351,0.00019828211948650677,0.0026077233838267128,4.4042062253269755e-05,0.002990554180854008,0.0004128879004709454,0.0011725381554941877,0.0007740715144967426,0.0014517982330718242,0.0005577724233074077,0.00037881175780673555,5.258918366913328e-05,5.822126495998317e-05,0.00611883300779941,1.3336018570731591e-05,0.0005138710631214002,0.0013548523034687186,0.001454816991050501,7.96428184296087e-06,0.00015343333555230422,-6.637305327515163e-07,0.0015443576494060304,0.00219430450054766,0.00013668284516408,0.049086681571831076,0.000711329093827095,9.097699930949613e-06,0.0052108183113728935,0.00015391066672097153,0.0010236323844622702,0.0011828949940220473,0.00010332690919582954,3.991283527395831e-05,0.0028688868470658573,0.0013472522320244092,3.590654109103731e-05
2023-05-01,-7.017518483968328e-07,0.0007873237823802783,0.0006734258172252953,0.00019926768842339567,0.002708587947648215,4.336295763470578e-05,0.0030210431339848316,0.00040295168098343183,0.0012178669057539941,0.000805339877395508,0.0015905496777720725,0.0005440795373561496,0.00039151900375954,5.405434248183444e-05,5.7790755201493586e-05,0.006151585346069078,1.4542795517576195e-05,0.0005164142946730589,0.001376744208402103,0.0015071709167859568,3.803775246022011e-06,0.00014379354994372098,-9.864770583466036e-07,0.0015715769825654022,0.002213810920321534,0.00013544515351555236,0.04852769177598294,0.0007163858046817322,8.251227331521642e-06,0.005467314286875008,0.00014435210769213103,0.001053431896993918,0.0012205010213168794,0.00011626075126534765,4.023116938053358e-05,0.0028971414655590806,0.0012933696792704658,3.477904687439029e-05
2023-06-01,2.772758909480973e-06,0.0008060672252496615,0.0006545727243168415,0.0001937387877372573,0.0028181494309993107,4.3738715012797105e-05,0.0030830329186194907,0.00039498479144108283,0.0012523390754661306,0.0008457390172461607,0.0017733627505558177,0.0005384722009963548,0.00040429957176415653,5.409481065848228e-05,5.741697370420931e-05,0.00618128953808398,2.452572037696984e-05,0.0005021815924907958,0.0014221547417584653,0.0015483636656354004,1.1388732839041153e-06,0.00013266614783001655,-7.851530571961539e-07,0.0016532603843025266,0.00225475526539262,0.00013801781230802105,0.0477478887662971,0.0007317712940252934,8.439972007314091e-06,0.005740129502440312,0.00013902418552318467,0.001071644142213714,0.001226825275262508,0.00012379731977983099,4.0226470242584486e-05,0.0028988100650438114,0.0012599882547696738,3.6075238031759264e-05
2023-07-01,5.379991149545159e-06,0.0008319369451617476,0.0006489427392001766,0.000185872338883791,0.0029454462224651986,4.4779246386844154e-05,0.003135845942238476,0.0003895090684309538,0.0012669937709769673,0.0008946052147128078,0.001961243725450982,0.000540913045203443,0.00039202818673663434,5.6855008894667016e-05,5.8021404023214074e-05,0.0062030550958078945,3.9258601902557603e-05,0.0004692520163155729,0.001486408856358293,0.0015819911912462264,-1.0909812078405552e-07,0.00012299720948605132,-2.4264005491180613e-07,0.0017790811071438043,0.0022854475882843617,0.00014204706853170317,0.046974868743929886,0.0007511321694579038,8.634188572480651e-06,0.005991579138362072,0.00013987087974300701,0.0010669894153247518,0.0012063673079411095,0.00012296739541793508,3.8334608745830005e-05,0.0028900787313572503,0.0012372790554309122,3.857234377933179e-05
2023-08-01,6.490846317225638e-06,0.0008547870262753285,0.0006529013729386716,0.00017957140434890048,0.0030593273104090398,4.603678311359222e-05,0.003204333836929029,0.0003849842913846003,0.0012818336937951771,0.0009317894344707524,0.0021376487214830177,0.0005497080300335922,0.0003549113043474533,6.344279649432284e-05,6.0912773075627076e-05,0.006200757066077694,5.827767808555084e-05,0.0004365004976011244,0.0015451134963388323,0.0016121712290284745,1.341776477006959e-06,0.00011997851644202757,1.4046826574870888e-06,0.001905117925612302,0.0023208152160883776,0.0001410037712451065,0.04615688712010744,0.0007680986934822455,7.10518977201637e-06,0.006190013929547655,0.00013570665358710954,0.0010613410680631167,0.0011798026456810431,0.00011666274300912364,3.4652517675127625e-05,0.00289009233999963,0.0012210860313411724,3.858347550653132e-05
2023-09-01,6.902901924152154e-06,0.0008618254031220309,0.0006537301498082892,0.00017755613440994768,0.003155340353109735,4.710444923774892e-05,0.003295806195234292,0.0003877514045476443,0.0012952308279564556,0.000945572323429861,0.0022317208998473446,0.000563447741776032,0.0003095961671929319,6.933081400617764e-05,6.7335071838617e-05,0.006170926130399294,8.128815799953866e-05,0.0004042569407580864,0.001575934428410495,0.0016357611636426469,4.288604946899598e-06,0.00012322953256417067,4.038210943866175e-06,0.0019865197525562595,0.0023287402903492886,0.00013035048893510572,0.04532539173727495,0.0007811635159105219,6.326541471599073e-06,0.006296983546725341,0.00013410987186341825,0.0010582724968704912,0.0011686392391307698,0.00011139261051242494,3.075683821557448e-05,0.0028980070902183998,0.0011925907533194516,3.660399575158531e-05
2023-10-01,7.230318251307791e-06,0.0008536423294643772,0.0006427741839309976,0.00017456054395379863,0.0032530405610035167,4.768859916435283e-05,0.0034008650914208543,0.00039802340948711366,0.001296188043155004,0.0009462355099468661,0.0022585702482722497,0.0005762342050182417,0.00027342823199202003,7.33180875806382e-05,7.589706245666328e-05,0.006106136941590284,9.900265159771483e-05,0.0003727647900238849,0.0015711642044382895,0.0016537557343514842,7.664005650846646e-06,0.00013570534232664616,7.930703903917798e-06,0.002037889608427809,0.002306565009474125,0.00011171889106854503,0.04450141553889526,0.00079189442143824,7.80625065685504e-06,0.0063102380272504165,0.00013625201560619595,0.0010578836907574757,0.001149389608338588,0.0001109039556236703,2.7740798810350117e-05,0.002894851918682389,0.001131301169660795,3.59652135796712e-05
