date,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2021-08-01,0.3376346826553345,0.11449592933058739,0.06688295677304268,0.04296642541885376,0.07982206344604492,0.5003254264593124,0.5117377042770386,0.2344500795006752,0.2431410476565361,0.0711592249572277,0.10857659205794334,0.14972366392612457,0.014876175671815872,0.3204508423805237,0.11070360243320465,0.03537899628281593,0.11996038630604744,0.14929834753274918,0.015017368830740452,0.2282564416527748,0.30295851826667786,0.6378476023674011,0.29376503825187683,0.024797513149678707,0.2804415374994278,0.0073694277089089155,0.04814751446247101,0.007121399277821183,0.005025701597332954,0.09083211421966553,0.01492243679240346
2021-09-01,0.3368697762489319,0.11369410902261734,0.06844862177968025,0.043224016204476357,0.08035894855856895,0.4978668987751007,0.5108104646205902,0.23848515003919601,0.24057306349277496,0.07172100245952606,0.10959646850824356,0.14859111607074738,0.014905340038239956,0.31880122423171997,0.11229587718844414,0.035584887489676476,0.12079111486673355,0.14852210134267807,0.015012620948255062,0.22871233522891998,0.30567480623722076,0.6396780014038086,0.29073502123355865,0.025997379794716835,0.27529585361480713,0.007247071247547865,0.04956034757196903,0.007407336262986064,0.005127489333972335,0.09265242889523506,0.015040589030832052
2021-10-01,0.3337206095457077,0.1149357222020626,0.0697539746761322,0.042673369869589806,0.07889596745371819,0.49364636838436127,0.5049825608730316,0.23940342664718628,0.23743542283773422,0.07105040550231934,0.10913149267435074,0.1448189988732338,0.014754929579794407,0.31583982706069946,0.11061493307352066,0.03576565720140934,0.11748114973306656,0.14671887457370758,0.014822196681052446,0.23257538676261902,0.3053696006536484,0.6268098652362823,0.28933702409267426,0.025273974053561687,0.27133291959762573,0.007094175089150667,0.04731494188308716,0.007682798197492957,0.005221549887210131,0.09160688146948814,0.01461645495146513
2021-11-01,0.3403998911380768,0.11544027179479599,0.06767725944519043,0.043966470286250114,0.08066403865814209,0.5046141147613525,0.5169217884540558,0.23703669011592865,0.2460879683494568,0.07198777049779892,0.10908345878124237,0.15259035676717758,0.015008843969553709,0.3228289633989334,0.1116817258298397,0.0356229729950428,0.12126591429114342,0.15044239163398743,0.015165140852332115,0.23162250965833664,0.30481719970703125,0.6416056454181671,0.29618217051029205,0.025059906765818596,0.2836858034133911,0.00747099588625133,0.04870355315506458,0.007223068503662944,0.0050757331773638725,0.09204373136162758,0.015091663226485252
2021-12-01,0.34166471660137177,0.11596911028027534,0.06967315822839737,0.04489672742784023,0.08133667334914207,0.5057475566864014,0.519797295331955,0.2420806586742401,0.24430309236049652,0.07329712435603142,0.11051645874977112,0.15404417365789413,0.015098609030246735,0.3228190094232559,0.11319715157151222,0.035962553694844246,0.12277798354625702,0.1505657136440277,0.015295089222490788,0.23564011603593826,0.30712220072746277,0.6450010538101196,0.29570843279361725,0.02608878631144762,0.2823421508073807,0.007447308162227273,0.05039331689476967,0.007583513157442212,0.005177679937332869,0.09399410709738731,0.015274347737431526
2022-01-01,0.3386277109384537,0.11682729423046112,0.0709543377161026,0.044217921793460846,0.0802781768143177,0.5024228990077972,0.5150014758110046,0.24320869892835617,0.2424696683883667,0.07309547811746597,0.11020298302173615,0.1499016433954239,0.014988505281507969,0.3215278685092926,0.11228256300091743,0.036138011142611504,0.12053338065743446,0.14895840734243393,0.015166763216257095,0.23885737359523773,0.3086285889148712,0.6355016827583313,0.2941644936800003,0.02573531214147806,0.27840089797973633,0.007316209375858307,0.048809658735990524,0.0078333611600101,0.005367417121306062,0.09376690909266472,0.014947524759918451
2022-02-01,0.3408838361501694,0.11560637876391411,0.0678539052605629,0.044173792004585266,0.0808275118470192,0.5054088532924652,0.5179241299629211,0.23758091777563095,0.24898761510849,0.07213347405195236,0.10918554291129112,0.15317029505968094,0.015034944284707308,0.3231792449951172,0.11186010390520096,0.03568129613995552,0.12150578945875168,0.1506572961807251,0.015194418374449015,0.23221968859434128,0.3052477091550827,0.6421631574630737,0.2966046780347824,0.025108986534178257,0.2842857986688614,0.007488141534850001,0.048805393278598785,0.007244153879582882,0.00508514791727066,0.09227942675352097,0.015123886987566948
2022-03-01,0.33577294647693634,0.11334788054227829,0.06824405491352081,0.04293026775121689,0.08015044778585434,0.49628961086273193,0.5089994072914124,0.23771650344133377,0.2404191717505455,0.07145700231194496,0.10944284871220589,0.14768340438604355,0.01485926378518343,0.3179716616868973,0.11202903464436531,0.03552626632153988,0.12035781890153885,0.14811626821756363,0.01496418472379446,0.22746898233890533,0.30533643066883087,0.6382600665092468,0.28982117772102356,0.026009502820670605,0.2741139382123947,0.007204272318631411,0.04936132952570915,0.0073773430194705725,0.005114917876198888,0.0922606848180294,0.01498838234692812
2022-04-01,0.3304970860481262,0.11416536942124367,0.0689462423324585,0.041917845606803894,0.07821543514728546,0.4898536056280136,0.5004005432128906,0.23721622675657272,0.23484469205141068,0.07027515769004822,0.10886136442422867,0.1429542377591133,0.01462011132389307,0.3133862763643265,0.10973519459366798,0.03548487462103367,0.1164800301194191,0.1458532139658928,0.014739629812538624,0.22859423607587814,0.304413303732872,0.6232417523860931,0.28696365654468536,0.024944412522017956,0.26886461675167084,0.006980366539210081,0.046853600069880486,0.007530991220846772,0.005160297732800245,0.09022646397352219,0.014505737461149693
2022-05-01,0.3383052796125412,0.11471971496939659,0.06699185445904732,0.04313705116510391,0.07999031245708466,0.5012666881084442,0.5127829909324646,0.23487360775470734,0.2465120553970337,0.07135846465826035,0.10866951942443848,0.15024471282958984,0.014901925809681416,0.3211735188961029,0.11092464253306389,0.03540351614356041,0.12024980038404465,0.14954298734664917,0.015045549720525742,0.22905417531728745,0.3031754046678543,0.6389816403388977,0.29435211420059204,0.024854091927409172,0.281156450510025,0.007395488675683737,0.04827222041785717,0.007138716522604227,0.005036378977820277,0.09107321873307228,0.014957707840949297
