date,Skill: .NET Framework,Skill: 3D Modeling,Skill: ASP.NET,Skill: Ability To Distinguish Colors,Skill: Academic Advising,Skill: Acceptance Testing,Skill: Access Controls,Skill: Accident Prevention,Skill: Account Management,Skill: Accountability,covid_cases
2022-08-01,0.004845545860007405,0.0014113356010057032,0.0033690911950543523,0.0006097255973145366,0.0007313673559110612,0.0026444154791533947,0.004201257601380348,0.00045959113049320877,0.014058636035770178,0.032985324040055275,-5991.97119140625
2022-09-01,0.004875290207564831,0.0013561646919697523,0.0032662011217325926,0.0006299740634858608,0.0007138388755265623,0.0024638636969029903,0.004152174107730389,0.00046758909593336284,0.013432570267468691,0.03271564468741417,10127.01904296875
2022-10-01,0.004730237880721688,0.0013730867067351937,0.0032770297257229686,0.0006434796378016472,0.0007119515794329345,0.002460528980009258,0.004213041393086314,0.0004764559416798875,0.01281746570020914,0.03169528394937515,26061.8125
2022-11-01,0.004744627978652716,0.0012860778369940817,0.0030972168315201998,0.0006489010702352971,0.0006706044368911535,0.0024116849526762962,0.0043528578244149685,0.0004531056620180607,0.012658155988901854,0.031544046476483345,17123.4501953125
2022-12-01,0.004600279498845339,0.001255159208085388,0.0030174810672178864,0.0006613362638745457,0.0006838784902356565,0.002370570320636034,0.00408948864787817,0.0004038809274788946,0.012469076551496983,0.03109660092741251,52307.212890625
2023-01-01,0.004472036845982075,0.0011825907276943326,0.0028796220431104302,0.0006675529002677649,0.0006641673971898854,0.0023364120861515403,0.004192587453871965,0.00040565518429502845,0.011975511908531189,0.030869293957948685,-9760.9921875
2023-02-01,0.004366497974842787,0.001132574223447591,0.0027007827302441,0.0007010586268734187,0.0006496791320387274,0.0021285354159772396,0.004075742792338133,0.0003941853792639449,0.011459528002887964,0.030892347916960716,13819.16650390625
2023-03-01,0.004022971028462052,0.0010795153793878853,0.002440572716295719,0.0007248969341162592,0.000648856395855546,0.002157521201297641,0.003951760940253735,0.00038043274253141135,0.011800618376582861,0.030310767702758312,44439.607421875
2023-04-01,0.0037102391943335533,0.001054166175890714,0.0022039386676624417,0.0007359485898632556,0.0006631868309341371,0.0019178130896762013,0.003758291364647448,0.00040042423643171787,0.011113544460386038,0.029906808398663998,40537.2578125
2023-05-01,0.0035993200726807117,0.000998192117549479,0.0022655094508081675,0.0007466571987606585,0.0006453903042711318,0.0019754809327423573,0.0036964939208701253,0.00039130593359004706,0.011627637781202793,0.029860753566026688,34672.865234375
2023-06-01,0.003535193274728954,0.0009564795182086527,0.002378970733843744,0.0007414297433570027,0.0006330036267172545,0.0018179825274273753,0.003696433501318097,0.0003817742835963145,0.010937001090496778,0.029515507631003857,130736.2890625
2023-07-01,0.003437669249251485,0.000937700126087293,0.002384522114880383,0.0007315126422327012,0.0006270113808568567,0.001806249376386404,0.0035569476895034313,0.0004035435849800706,0.01129803154617548,0.029411415569484234,89851.43359375
2023-08-01,0.0033054696395993233,0.0009799172985367477,0.002387069631367922,0.0007438588363584131,0.0006449102074839175,0.0018553867121227086,0.0032150697661563754,0.00038687969208694994,0.011844347696751356,0.02947742398828268,77370.0625
2023-09-01,0.003096774104051292,0.0009612683206796646,0.002329378272406757,0.0007376325083896518,0.000692613743012771,0.0018680131761357188,0.0032218833221122622,0.0003467831411398947,0.01163465529680252,0.02950938604772091,3551.07666015625
2023-10-01,0.003173553617671132,0.0009265062399208546,0.002270179335027933,0.0007412882696371526,0.0007022002246230841,0.0019955640891566873,0.0030883869621902704,0.0003775419027078897,0.011943283025175333,0.030319945886731148,33437.39453125
2023-11-01,0.0031278167152777314,0.0009802186978049576,0.0023146799067035317,0.0007357235881499946,0.0006927419162821025,0.0020480527309700847,0.003041704068891704,0.00039502371510025114,0.01202432531863451,0.030136781744658947,32661.7392578125
2023-12-01,0.003044659155420959,0.001022907323203981,0.002397424541413784,0.0007176454237196594,0.0007008741376921535,0.0020212872186675668,0.00310226425062865,0.00043341272976249456,0.012176940683275461,0.030338430777192116,26085.33984375
2024-01-01,0.0031441906467080116,0.0010680545237846673,0.0025839776499196887,0.0006945099157746881,0.0007341347227338701,0.0020569872576743364,0.0030670614214614034,0.00042414473136886954,0.012380894273519516,0.03045408707112074,1466.4783935546875
2024-02-01,0.0030758006032556295,0.0011529450421221554,0.0027914991369470954,0.0006734095804858953,0.0007544231484644115,0.0021647693356499076,0.0029524958226829767,0.0004409272223711014,0.012439249083399773,0.030814990401268005,31781.85546875
2024-03-01,0.0031638090731576085,0.0011750461999326944,0.0028983481461182237,0.0006506108911707997,0.0007349561783485115,0.0020780330523848534,0.002974191913381219,0.0004388954257592559,0.012479112949222326,0.03151853382587433,30515.2841796875
2024-04-01,0.0030903571750968695,0.0012274718028493226,0.0027420592959970236,0.000634589116089046,0.00072281583561562,0.0021321034291759133,0.003153637400828302,0.0004658327525248751,0.012600543908774853,0.03155919909477234,45708.009765625
2024-05-01,0.003214428899809718,0.0012521249009296298,0.0025310118217021227,0.000614198244875297,0.0007237186655402184,0.002227849210612476,0.0028939341427758336,0.000449336672318168,0.012165132444351912,0.031804442405700684,20470.3681640625
2024-06-01,0.0030970692168921232,0.0013220596010796726,0.0023696892894804478,0.000610643852269277,0.0007399499299935997,0.0024269605055451393,0.0029603305738419294,0.00046058006410021335,0.012406096328049898,0.03267595171928406,26414.3203125
