date,Skill: .NET Framework,Skill: 3D Modeling,Skill: ADO.NET (Programming Language),Skill: ASP.NET,Skill: Ability To Distinguish Colors,Skill: Academic Advising,Skill: Acceptance Testing,Skill: Access Controls,Skill: Accident Prevention,Skill: Account Management,Skill: Accountability,Skill: Accounting,Skill: Accounting Information Systems,Skill: Accounting Records,Skill: Accounting Software,Skill: Accounting Systems,Skill: Accounts Payable,Skill: Accounts Receivable,Skill: Accruals,Skill: Active Directory,Skill: Active Learning,Skill: Active Listening,Skill: Activities Of Daily Living (ADLs),Skill: Acute Care,Skill: Adjudication,Skill: Adobe After Effects,Skill: Adobe Creative Suite,Skill: Adobe Illustrator,Skill: Adobe InDesign,Skill: Adobe Photoshop,Skill: Adobe Premiere Pro,Skill: Adult Education,Skill: Advanced Cardiovascular Life Support (ACLS) Certification,Skill: Advanced Life Support,Skill: Advertisement,Skill: Advertising Mail,Skill: Advising,Skill: Advocacy,Skill: Aesthetics,Skill: Agile Methodology,Skill: Agile Software Development,Skill: Agriculture,Skill: Air Brakes,Skill: Ajax (Programming Language),Skill: Alarm Devices,Skill: Algebra,Skill: Algorithms,Skill: Aluminum,Skill: Alzheimer's Disease,Skill: Ambulances,Skill: Ambulatory Care,Skill: Analytical Chemistry,Skill: Analytical Skills,Skill: Analytical Techniques,Skill: Analytical Testing,Skill: Analytical Thinking,Skill: Analytics,Skill: Anatomy,Skill: Anesthesias,Skill: Animations,Skill: Annuities,Skill: Antenna,Skill: Appeals,Skill: Apple IOS,Skill: Application Data,Skill: Application Development,Skill: Application Programming Interface (API),Skill: Application Security,Skill: Applied Mathematics,Skill: Appraisals,Skill: Architectural Design,Skill: Architectural Drawing,Skill: Archives,Skill: Arithmetic,Skill: Artificial Intelligence,Skill: Asepsis,Skill: Assertiveness,Skill: Assisted Living,Skill: Auditing,Skill: Authentications,Skill: Authorization (Computing),Skill: Autism Spectrum Disorders,Skill: AutoCAD,Skill: Autodesk Revit,Skill: Automated External Defibrillator,Skill: Automation,Skill: Automotive Detailing,Skill: Automotive Industry,Skill: Automotive Sales,Skill: Automotive Service Excellence,Skill: Automotive Services,Skill: Automotive Technologies,Skill: Aviation,Skill: Azure DevOps,Skill: Backup Devices,Skill: Bakeries,Skill: Balance Sheet,Skill: Bandsaws,Skill: Bank Statements,Skill: Banking Services,Skill: Bankruptcies,Skill: Barber License,Skill: Bartending,Skill: Bash (Scripting Language),Skill: Basic Accounting Principles,Skill: Basic First Aid,Skill: Basic Life Support (BLS) Certification,Skill: Basic Reading,Skill: Basic Research,Skill: Basic Writing,Skill: Batteries,Skill: Behavior Management,Skill: Behavioral Health,Skill: Behavioral Science,Skill: Benchmarking,Skill: Benefits Administration,Skill: Bidding,Skill: Big Data,Skill: Bilingual (Spanish/English),Skill: Bill Of Materials,Skill: Billing,Skill: Billing Systems,Skill: Biochemistry,Skill: Biological Hazards,Skill: Biology
2022-08-01,0.004762511933222413,0.0014381238142959774,0.0002747945982264355,0.0032158303074538708,0.0006163531797938049,0.0007516377954743803,0.002787255682051182,0.003963408060371876,0.00048615359992254525,0.015140435192734003,0.03366070240736008,0.0609116293489933,0.0005761720240116119,0.0009418521949555725,0.004227170022204518,0.0015868940390646458,0.014187488704919815,0.015538559295237064,0.0028807097114622593,0.005828069522976875,0.00030171927937772125,0.0041359353344887495,0.004705053986981511,0.004144508391618729,0.0015244546229951084,0.0008704362553544343,0.003861347562633455,0.00476610753685236,0.003682197304442525,0.006534026237204671,0.0005038755189161748,0.0019411328830756247,0.006564744282513857,0.0008519742987118661,0.003494203556329012,0.0022573324386030436,0.00684025720693171,0.019567109644412994,0.000807920383522287,0.032368194311857224,0.0024598517920821905,0.0010857776505872607,0.0006195446767378598,0.0020799334160983562,0.001768641930539161,0.0007738180283922702,0.004438858479261398,0.0005249173264019191,0.0012969488161616027,0.0006170861306600273,0.001781186554580927,0.0006837321270722896,0.039548901841044426,0.0015840393025428057,0.0005743411020375788,0.004324240610003471,0.00796243641525507,0.001799503283109516,0.0017294484423473477,0.0012613731087185442,0.00041938506183214486,0.0004029203118989244,0.0035729865776374936,0.004198805894702673,0.0005816883058287203,0.008765781298279762,0.014031206257641315,0.0016585750854574144,0.0008818611968308687,0.000612621137406677,0.0028452016413211823,0.0011183804017491639,0.00030189831159077585,0.02753868978470564,0.003976647276431322,0.0013488404219970107,0.0034000497544184327,0.0015857082908041775,0.05585860088467598,0.0023336351150646806,0.00435200659558177,0.0017130171763710678,0.005542040802538395,0.001967987627722323,0.003504954860545695,0.025897168554365635,0.00021558489970630035,0.0013668590690940619,0.0009511254029348493,0.000585875881370157,0.002814619685523212,0.0005219046724960208,0.0006723951955791563,0.0008363312517758459,0.0020374294836074114,0.003843159880489111,0.005356548121199012,0.0003943048359360546,0.0006624814413953573,0.0008836014312691987,0.0008560747664887458,0.0004044452653033659,0.0015423197182826698,0.0023711567046120763,0.00047163588169496506,0.0004298151034163311,0.021342425607144833,0.0013483840157277882,0.0004039481864310801,0.0008432918402832001,0.0013061147765256464,0.0033554123947396874,0.004388217581436038,0.000844056747155264,0.0033580461749807,0.001049378130119294,0.001904912875033915,0.007540091639384627,0.011753303464502096,0.0022149549331516027,0.03219795972108841,0.000862373475683853,0.001401370216626674,0.0008821198425721377,0.006372326286509633
2022-09-01,0.004768407437950373,0.0014190917136147618,0.0002730897249421105,0.003200402483344078,0.0006155878945719451,0.0007302152516786009,0.002710776636376977,0.003920844756066799,0.00048081592831294984,0.01521784020587802,0.03323051892220974,0.061361899599432945,0.0005684814532287419,0.0009617175674065948,0.004171677166596055,0.0016587487189099193,0.014036525972187519,0.015378252137452364,0.002873074496164918,0.00567887257784605,0.00030487796175293624,0.0041540851816535,0.004436566727235913,0.004129158798605204,0.0014760929043404758,0.0008695904107298702,0.00378800299949944,0.004609315190464258,0.0035370641853660345,0.006425041006878018,0.0005018604570068419,0.00189934327499941,0.006583315320312977,0.0008370020659640431,0.003443968133069575,0.0021828345488756895,0.006772136781364679,0.01971305627375841,0.0007479239720851183,0.031809745356440544,0.002459344803355634,0.0010974874021485448,0.0006190488638821989,0.0020100194960832596,0.00177155522396788,0.0007830172835383564,0.004396436735987663,0.0005258884048089385,0.0012874206295236945,0.0005598939897026867,0.0017803466762416065,0.0006815159285906702,0.03918805532157421,0.0015309484442695975,0.0005758904153481126,0.004280810710042715,0.008030189666897058,0.0017323733191005886,0.0017021744279190898,0.0012571786064654589,0.00042986866901628673,0.00040206553239841014,0.0035609921906143427,0.004209854640066624,0.000473535867058672,0.008467805571854115,0.013953472953289747,0.001590550527907908,0.000867560418555513,0.0006220455106813461,0.002797767985612154,0.0010985378758050501,0.00030288417474366724,0.027718153782188892,0.0038009589770808816,0.0012515755370259285,0.003399508772417903,0.001627381076104939,0.056209711357951164,0.0023383547086268663,0.0046908194199204445,0.0017173123778775334,0.005425137234851718,0.0019248058088123798,0.0034460416063666344,0.025834611617028713,0.00021493806707439944,0.0013481304631568491,0.0009482664463575929,0.0005789172137156129,0.0028434678679332137,0.0005201584135647863,0.0006791303749196231,0.0008542755385860801,0.0020274497801437974,0.003906753612682223,0.00559698767028749,0.0003979392204200849,0.0006822608993388712,0.0008175179827958345,0.0008762779762037098,0.00039287649269681424,0.0015490870573557913,0.002351945615373552,0.00047122049727477133,0.00046055373968556523,0.021416696719825268,0.0012956212158314884,0.00041318860894534737,0.0007929489074740559,0.0012444641324691474,0.003234936622902751,0.004358349135145545,0.0008408327703364193,0.00331307970918715,0.0010332470410503447,0.0019142074161209166,0.007175465347245336,0.011787352617830038,0.0022324140882119536,0.03191223368048668,0.0008639081206638366,0.0013919271877966821,0.0008747157116886228,0.006321638124063611
2022-10-01,0.004781344439834356,0.0014282744377851486,0.00027876891545020044,0.003152262419462204,0.0006147450185380876,0.0007282328442670405,0.00268461334053427,0.004055313300341368,0.0004771057720063254,0.014747501816600561,0.03269666247069836,0.06249375827610493,0.0005735768063459545,0.0010371414246037602,0.004395363153889775,0.0016608336591161788,0.014180396683514118,0.015529584139585495,0.002905238070525229,0.005605104845017195,0.00030817561491858214,0.004148425301536918,0.004835324361920357,0.004220664734020829,0.0014925081632100046,0.0008694912539795041,0.003867973340675235,0.004614371340721846,0.003512030583806336,0.006432442693039775,0.0005050671461503953,0.0018987208604812622,0.00679118512198329,0.0009013200469780713,0.003534182789735496,0.0021337512880563736,0.006703180260956287,0.019553196616470814,0.0008684262575116009,0.03191857412457466,0.002504642936401069,0.001119383261539042,0.0006283641268964857,0.002034981967881322,0.0017671615350991488,0.0007778388098813593,0.004439063835889101,0.0005372708255890757,0.001289976469706744,0.0005946503661107272,0.001742477179504931,0.0006852129590697587,0.03879990428686142,0.001516937860287726,0.0005803781095892191,0.004267977084964514,0.008322292938828468,0.0017308327951468527,0.0016676602535881102,0.0012419511331245303,0.0004954160831402987,0.0004029561532661319,0.003570453845895827,0.004172503482550383,0.000445201454567723,0.008265498094260693,0.013908412773162127,0.0015522303292527795,0.0008398177451454103,0.000638038560282439,0.0027840964030474424,0.0011288528330624104,0.0002999856660608202,0.02758294902741909,0.004055599449202418,0.001270049368031323,0.0033939993008971214,0.0016321346629410982,0.05637740157544613,0.0023377221077680588,0.005181173328310251,0.00170539366081357,0.00554296001791954,0.0019614417105913162,0.0033607501536607742,0.02563100215047598,0.00024554721312597394,0.0013692991924472153,0.000954062445089221,0.000602863437961787,0.002830532263033092,0.0005277862364891917,0.0006769465398974717,0.001019355608150363,0.0020281716715544462,0.003912088111974299,0.0056269855704158545,0.00040630894363857806,0.0007098391361068934,0.0007794701668899506,0.0008747323881834745,0.00045615489943884313,0.001566099701449275,0.0023494994966313243,0.0004778018919751048,0.0005428034055512398,0.022613974288105965,0.0012859143316745758,0.0004098165809409693,0.0007756486593279988,0.0011856151977553964,0.0031986263347789645,0.004397921729832888,0.0008478126837871969,0.0032361490884795785,0.001035679830238223,0.0020103493006899953,0.007024775957688689,0.011872383300215006,0.0022674326319247484,0.03141709417104721,0.0008379009668715298,0.0013442281051538885,0.0008696125587448478,0.006289201322942972
2022-11-01,0.004731294233351946,0.0014103090506978333,0.00028650065360125154,0.003164561581797898,0.0006136939919088036,0.0006812361534684896,0.0026946220314130187,0.004160617245361209,0.0004714135138783604,0.01458975300192833,0.032772598788142204,0.06237569451332092,0.0005701988702639937,0.001088026212528348,0.004313311539590359,0.0016440251492895186,0.014503875281661749,0.015723329968750477,0.0030072659719735384,0.005570180248469114,0.00032518508669454604,0.004167061997577548,0.0052655842155218124,0.004291845252737403,0.0014233299880288541,0.0008546329045202583,0.0038167505990713835,0.004531315993517637,0.003527760156430304,0.006336900405585766,0.0005040086107328534,0.00185585196595639,0.007397750625386834,0.0009205920214299113,0.0034584306413307786,0.002143216202966869,0.006767391925677657,0.019536694511771202,0.0009863952873274684,0.03077323827892542,0.002535961917601526,0.0011159168207086623,0.000639323319774121,0.0019812360405921936,0.0017775940941646695,0.0007756377453915775,0.004433058900758624,0.0005263328785076737,0.0013174903579056263,0.000574364879867062,0.001744961249642074,0.0006878868443891406,0.038750484585762024,0.0014860692899674177,0.0005815390904899687,0.004145326092839241,0.008250175975263119,0.001702284556813538,0.0016688412288203835,0.0012518097064457834,0.0005726938543375582,0.0004040209169033915,0.003565587569028139,0.004073936492204666,0.0004235301603330299,0.007929532788693905,0.014047674369066954,0.0015148071106523275,0.0008740508637856692,0.000654533738270402,0.002802895847707987,0.0010989559814333916,0.00030374040943570435,0.027734733186662197,0.0039120810106396675,0.0012875860556960106,0.0033730887807905674,0.0017001393134705722,0.05698506720364094,0.002348896930925548,0.004657328827306628,0.0017688680673018098,0.005512770265340805,0.0018969130469486117,0.003407312207855284,0.02576185204088688,0.00024188638053601608,0.001327401667367667,0.0009523811750113964,0.0005951772618573159,0.0028527311515063047,0.000526085525052622,0.0006820023118052632,0.0009370667394250631,0.001978561282157898,0.003961455775424838,0.005620674230158329,0.0004103214741917327,0.0007099252834450454,0.0007616687507834285,0.0008795103640295565,0.00046099933388177305,0.001554170623421669,0.0022838956210762262,0.0004826308722840622,0.0006575706065632403,0.023539493791759014,0.0012285539414733648,0.0004178562085144222,0.0007211763586383313,0.001114303304348141,0.0032481675734743476,0.004354238044470549,0.0008423188992310315,0.0031944127986207604,0.0010270824423059821,0.002090702415443957,0.006963725900277495,0.01191198593005538,0.0022773975506424904,0.03139150328934193,0.0008423714607488364,0.001321815827395767,0.0008573528029955924,0.006328950868919492
2022-12-01,0.004711944377049804,0.0014472905895672739,0.0002907619491452351,0.0031355153769254684,0.0006161611818242818,0.0006806095479987562,0.0026703623589128256,0.004181066760793328,0.0004686386528192088,0.01436108211055398,0.032213909551501274,0.06316065788269043,0.0005650841630995274,0.0011023505358025432,0.004316560458391905,0.0016403216868638992,0.01426019798964262,0.015662006102502346,0.003083617310039699,0.005455984966829419,0.00033476918179076165,0.004169301595538855,0.005613605258986354,0.00426595751196146,0.0014244636986404657,0.0008488109451718628,0.0037049169186502695,0.0045381225645542145,0.0033851691987365484,0.006162102334201336,0.000505954900290817,0.0017566463211551309,0.007727083982899785,0.0009768203017301857,0.0035149053437635303,0.0021583338966593146,0.006709696259349585,0.019518557004630566,0.0009870613575913012,0.0303623853251338,0.0025533621665090322,0.0011220459709875286,0.0006430050416383892,0.0019929592963308096,0.0017803128575906157,0.0007803794287610799,0.004348986782133579,0.0005445738206617534,0.001295862253755331,0.0005125883326400071,0.0017298756283707917,0.0006981227779760957,0.03798426501452923,0.0015050284564495087,0.0005882049154024571,0.004057777812704444,0.008475954644382,0.0016741357394494116,0.0016602511168457568,0.0012425845488905907,0.0006906242051627487,0.0004058868362335488,0.0035573915811255574,0.0040673790499567986,0.0004307592171244323,0.007829884998500347,0.014177655801177025,0.0014839272480458021,0.0008273283019661903,0.0006929660157766193,0.0027712828014045954,0.0010975354234687984,0.00028929670224897563,0.027804743498563766,0.003797446726821363,0.0012743787374347448,0.003298580413684249,0.0017742461641319096,0.05695806071162224,0.0023430772125720978,0.005838886136189103,0.0017483215779066086,0.005490340292453766,0.0019046937231905758,0.0034729205071926117,0.02568817976862192,0.00025743960577528924,0.0013074486050754786,0.0009421228605788201,0.0006069249066058546,0.0028426755452528596,0.0005243920313660055,0.0006664289976470172,0.001301926386076957,0.002005857415497303,0.004032688681036234,0.005540388636291027,0.00041155611688736826,0.0007262008439283818,0.00073586794314906,0.0008928179158829153,0.0005442205874715,0.001618518668692559,0.002315120887942612,0.0004908142727799714,0.0006893288227729499,0.023976732045412064,0.0011926951701752841,0.0004188733146293089,0.0007105948170647025,0.0011190403020009398,0.003214301075786352,0.004430321743711829,0.0008478406234644353,0.003189421142451465,0.0010120923980139196,0.0020326373632997274,0.006857800995931029,0.012024603318423033,0.0022842719918116927,0.03087739646434784,0.0008057489758357406,0.0013232178753241897,0.0008679306774865836,0.006254142615944147
2023-01-01,0.004720194032415748,0.0013459308538585901,0.0002956935204565525,0.0030657099559903145,0.0006170703854877502,0.0006590731791220605,0.0026554525829851627,0.0042557131964713335,0.0004667407483793795,0.01417816849425435,0.03169046714901924,0.06323116272687912,0.0005664064374286681,0.0011093292268924415,0.00425232108682394,0.0015864995075389743,0.01428426569327712,0.0155352046713233,0.0030828635208308697,0.005365981953218579,0.0003221151710022241,0.0041669493075460196,0.005824425490573049,0.00430304603651166,0.001416694838553667,0.0008311220444738865,0.0036282098153606057,0.004491028608754277,0.0032274689292535186,0.005972906248643994,0.0005101883434690535,0.0017340434715151787,0.007965655531734228,0.0009516834688838571,0.003515528282150626,0.0021263225935399532,0.006492793094366789,0.019191015511751175,0.0010342546738684177,0.029652126133441925,0.002523258328437805,0.0011221555760130286,0.0006483200995717198,0.0019683579448610544,0.0017660623416304588,0.0007797723810654134,0.004330068128183484,0.0005457483930513263,0.001275400398299098,0.0004918165213894099,0.001642057264689356,0.000692952424287796,0.03715291619300842,0.0014564035227522254,0.0005986221367493272,0.004010550212115049,0.008932630531489849,0.0016598714864812791,0.00166677450761199,0.0012269228463992476,0.0007853625575080514,0.00040626667032483965,0.003516345052048564,0.003937955480068922,0.0004198881651973352,0.007638847688212991,0.014196587260812521,0.0014362669899128377,0.0008265295764431357,0.0007305656617973,0.0027715282049030066,0.0010864268406294286,0.0002937536046374589,0.02772410772740841,0.003928340156562626,0.001312999869696796,0.0032895024633035064,0.0017887135036289692,0.0563975777477026,0.0023584034061059356,0.006040118169039488,0.0017648485954850912,0.00544829061254859,0.0019224185962229967,0.0032944343984127045,0.02564778085798025,0.00026056880597025156,0.0012763814884237945,0.0009559279424138367,0.0006107165536377579,0.002847044146619737,0.0005155599501449615,0.000663033191813156,0.0012178852339275181,0.0019583188695833087,0.004083963809534907,0.005573263857513666,0.00041119364323094487,0.0007273723022080958,0.0007387884834315628,0.000881187297636643,0.0006090794922783971,0.0015957921859808266,0.0022730574710294604,0.0004840724286623299,0.0007335292466450483,0.024640792980790138,0.0011963692959398031,0.00041354743007104844,0.0006988911773078144,0.001104817318264395,0.0031579125206917524,0.0044933774042874575,0.000836678605992347,0.003195890225470066,0.0009790163312572986,0.0020601808791980147,0.006861858535557985,0.012040554080158472,0.0022780424915254116,0.030426453799009323,0.000787690922152251,0.0013089178246445954,0.0008657730359118432,0.006289095617830753
2023-02-01,0.0046310098841786385,0.001313624728936702,0.0003067393117817119,0.003100614179857075,0.0006242353119887412,0.0006644160603173077,0.0025786247570067644,0.004224228905513883,0.00044838865869678557,0.013682411517947912,0.03137226030230522,0.06251591816544533,0.0005598430288955569,0.0010990688460879028,0.004336852813139558,0.001554552058223635,0.014065455179661512,0.015609149355441332,0.0031095598824322224,0.005264238221570849,0.00033838668605312705,0.004188803723081946,0.0062128163408488035,0.004302421351894736,0.0013347561471164227,0.0008202943135984242,0.003407120704650879,0.004395267926156521,0.0032605307642370462,0.005831591319292784,0.0004971142043359578,0.0017069706809706986,0.008142854552716017,0.0010397700825706124,0.003465251298621297,0.002117703086696565,0.00644444627687335,0.01922167930752039,0.0010111047886312008,0.028671390376985073,0.002559201791882515,0.0011416508932597935,0.0006365689041558653,0.0019121989607810974,0.0017874704208225012,0.0007990518934093416,0.004216348752379417,0.0005472840566653758,0.0012862858711741865,0.00048823341785464436,0.0016604214324615896,0.0006956009892746806,0.03613079711794853,0.001398176362272352,0.0006012867379467934,0.003907828708179295,0.008834617212414742,0.0015833739307709038,0.001655274594668299,0.0012156781158410013,0.0008892254845704883,0.0004062672087457031,0.0035079014487564564,0.003843827755190432,0.00040937236917670816,0.007942697498947382,0.014102254528552294,0.0014154038508422673,0.0008130152418743819,0.0007272259681485593,0.002784238080494106,0.0010655680671334267,0.00029555431683547795,0.027733596973121166,0.0039045041194185615,0.0013398017617873847,0.003214938915334642,0.0018144240020774305,0.05646294355392456,0.002351020695641637,0.005978147964924574,0.001757577934768051,0.00534164858981967,0.001841230085119605,0.0030052734073251486,0.025286857970058918,0.0002768996491795406,0.0012158899917267263,0.0009279449586756527,0.0006204547244124115,0.002832798636518419,0.0005126424366608262,0.0006548275123350322,0.001317750138696283,0.001966043491847813,0.0040002381429076195,0.0055227396078407764,0.0003994691651314497,0.0007396450091619045,0.0007271566719282418,0.0008725044899620116,0.0006391834758687764,0.0016221856931224465,0.002272022655233741,0.0004914403834845871,0.0007397306326311082,0.024720742367208004,0.0011406902922317386,0.0004167100414633751,0.0006792224303353578,0.0011281199986115098,0.0031353820813819766,0.004557754844427109,0.0008289369288831949,0.003036671318113804,0.0009637263137847185,0.0020999450935050845,0.006687153829261661,0.01205271203070879,0.0022641216637566686,0.028837865218520164,0.0007646117883268744,0.0013091967557556927,0.0008575714600738138,0.006279206834733486
2023-03-01,0.004714111564680934,0.0013583071413449943,0.0003095018328167498,0.0031461806502193213,0.0006437967240344733,0.0006355401419568807,0.002561075263656676,0.004185071447864175,0.00045108835911378264,0.01356266438961029,0.03104565665125847,0.06331982836127281,0.0005645852361340076,0.0011181500740349293,0.00414673681370914,0.001555041002575308,0.014395142905414104,0.015632028691470623,0.0031139219645410776,0.005292563233524561,0.000329861999489367,0.004171066684648395,0.006616146536543965,0.004321715096011758,0.001328866695985198,0.0007871464476920664,0.0033708957489579916,0.004324780078604817,0.0031042888294905424,0.005779223516583443,0.000507114949868992,0.0017009255243465304,0.009038951713591814,0.0010938082705251873,0.00345098995603621,0.0021739695221185684,0.006422670790925622,0.019133256748318672,0.0010298585402779281,0.028376798145473003,0.002566925948485732,0.0011665772181004286,0.0006519120652228594,0.001954695675522089,0.0018009626655839384,0.0008208828803617507,0.004185386234894395,0.000551249657291919,0.0012623734073713422,0.00046576188469771296,0.0016666158917360008,0.000694876624038443,0.03587842918932438,0.001377428532578051,0.0005898571107536554,0.0038667680928483605,0.009797038044780493,0.0016083146911114454,0.0016777380369603634,0.0012082163011655211,0.000945576757658273,0.00041192839853465557,0.0034508389653638005,0.0038332068361341953,0.00041236869583372027,0.007689309772104025,0.014135418925434351,0.0013924235827289522,0.0007584452396258712,0.0008168253698386252,0.002800833201035857,0.0010497895418666303,0.0002984856109833345,0.027974463067948818,0.003933789441362023,0.0014014122425578535,0.0031725983135402203,0.001996833016164601,0.056666040793061256,0.002363834879361093,0.005977159831672907,0.001794520707335323,0.0054168670903891325,0.0019034683355130255,0.0032476753694936633,0.025330843403935432,0.0003010162472492084,0.0012003154261037707,0.0009344351710751653,0.0006243714597076178,0.002854892169125378,0.0005112632643431425,0.0006472586828749627,0.001488630659878254,0.0019559020875021815,0.0040850110817700624,0.005515403347089887,0.00040977571916300803,0.000727030448615551,0.000719176372513175,0.0008849481237120926,0.0006816624954808503,0.0016328059136867523,0.0022510610288009048,0.0004951078735757619,0.0007701123831793666,0.025923235341906548,0.001120629021897912,0.00042198982555419207,0.0006743287667632103,0.0010752140660770237,0.003184043918736279,0.004556086380034685,0.0008204967598430812,0.0030214685248211026,0.0009443711314816028,0.0020236673299223185,0.006633966462686658,0.012154778931289911,0.002291623270139098,0.028953715227544308,0.0007297917909454554,0.0013092612498439848,0.0008513089560437948,0.006396142998710275
2023-04-01,0.004545813659206033,0.0013216065126471221,0.00032786079100333154,0.0030812702607363462,0.0006459622818510979,0.0006236604531295598,0.0024618684547021985,0.004190740641206503,0.000437751310528256,0.012847487814724445,0.03070673905313015,0.06277608498930931,0.0005627009959425777,0.0011058049276471138,0.004289260832592845,0.0014795331517234445,0.014242078643292189,0.015319406054913998,0.003071573795750737,0.005117190536111593,0.00033682626963127404,0.004135148134082556,0.00670052575878799,0.004310878925025463,0.0012355257640592754,0.0007329119544010609,0.0031511745182797313,0.004065960180014372,0.0028978920308873057,0.005427610361948609,0.0004877290630247444,0.0016139576327987015,0.009284690488129854,0.001108994649257511,0.003406840143725276,0.0021814071806147695,0.006308818934485316,0.01897084154188633,0.0010487562394700944,0.027732359245419502,0.0025444438215345144,0.0011847879504784942,0.0006496305286418647,0.0018287445418536663,0.00180365692358464,0.0008225837955251336,0.0040851670783013105,0.0005537904798984528,0.0012903864844702184,0.0004480585630517453,0.0016175215132534504,0.0006903655885253102,0.03437876142561436,0.001299253199249506,0.0006005882460158318,0.0037407842464745045,0.00997863244265318,0.0015611571725457907,0.0016659233369864523,0.001200412050820887,0.0009700920199975371,0.0004147359140915796,0.0033921401482075453,0.00379527744371444,0.00039817235665395856,0.0073753646574914455,0.014028386678546667,0.0013731613289564848,0.000765562173910439,0.0008234762353822589,0.0027883591828867793,0.001031600753776729,0.000285770496702753,0.027954780496656895,0.003429225878790021,0.0013403036282397807,0.003083681920543313,0.0019688804168254137,0.055974921211600304,0.0023408366832882166,0.005698344437405467,0.001765836263075471,0.005339758703485131,0.0018268090789206326,0.003112445934675634,0.025109954178333282,0.00030082145531196147,0.0011656447895802557,0.0009123088093474507,0.0006321626424323767,0.002835298888385296,0.000504792871652171,0.0006222238880582154,0.0015097602736204863,0.0019250175100751221,0.003913419088348746,0.005379484500735998,0.0004039552004542202,0.0007476953614968807,0.0007158528314903378,0.0008791826548986137,0.0005781982326880097,0.001639431284274906,0.002208710531704128,0.00048422552936244756,0.0007489646668545902,0.02662959974259138,0.0011821661610156298,0.00041958037763834,0.0006521161994896829,0.0010651449556462467,0.003202550928108394,0.004550947574898601,0.0008177204872481525,0.0029491287423297763,0.000863109715282917,0.002059474936686456,0.006467124214395881,0.012031026650220156,0.0022773571545258164,0.028728188015520573,0.0007343047473113984,0.0013125502737239003,0.0008722645870875567,0.006359465420246124
2023-05-01,0.004395721945911646,0.001222205231897533,0.00031294192012865096,0.0029120654799044132,0.000648712128167972,0.0006382661813404411,0.002305971458554268,0.004065167624503374,0.0004157136718276888,0.01230886997655034,0.030236346647143364,0.06199280731379986,0.0005551704671233892,0.0011064769933000207,0.004007398616522551,0.0014059991226531565,0.013664172030985355,0.014725623186677694,0.0030336580239236355,0.004850083263590932,0.0003267453284934163,0.0040848280768841505,0.006716828793287277,0.004280185326933861,0.001164760789833963,0.0006983059283811599,0.0029755342984572053,0.0037799562560394406,0.002725609578192234,0.005182528868317604,0.00046179395576473325,0.001529536268208176,0.009217191487550735,0.00112112145870924,0.0032696701819077134,0.0021311008604243398,0.006024371832609177,0.018890172243118286,0.0010151575552299619,0.02715939376503229,0.0025038447929546237,0.0011669104569591582,0.0006615312595386058,0.00171342259272933,0.0017940455581992865,0.0008221844909712672,0.003942620940506458,0.0005544509913306683,0.0012652418809011579,0.0004419998440425843,0.001632465806324035,0.0006826053431723267,0.0339183509349823,0.0012756382348015904,0.0005898243689443916,0.0035809510154649615,0.010152032133191824,0.0015875195967964828,0.0016747049521654844,0.0011802465305663645,0.000973436632193625,0.0004164292913628742,0.0032448071287944913,0.0036038721445947886,0.0003856687108054757,0.006687250221148133,0.013733835890889168,0.0013029910624027252,0.0007422891794703901,0.0008438907680101693,0.0027950763469561934,0.000936071592150256,0.0002746853278949857,0.02832140028476715,0.0036249705590307713,0.001429172174539417,0.002957286313176155,0.0019485634402371943,0.05482088029384613,0.0023306449875235558,0.005646615056321025,0.0017839870997704566,0.004985766252502799,0.0016953786835074425,0.002868535346351564,0.024866590276360512,0.0003020945005118847,0.0011688597733154893,0.0008985852473415434,0.0006322379049379379,0.0028040676843374968,0.00048360510845668614,0.0006202444201335311,0.0014363345690071583,0.0018403319991193712,0.0038171516498550773,0.004946092609316111,0.00041115746716968715,0.0007308537315111607,0.000713194691343233,0.0008641354215797037,0.0006286763527896255,0.0016296100802719593,0.0021877107210457325,0.00048223455087281764,0.0007875564915593714,0.02581308502703905,0.0010785721824504435,0.00041877833427861333,0.0006419258133973926,0.0010514883906580508,0.003178107086569071,0.004532898310571909,0.0008169151260517538,0.002923774649389088,0.0008346875838469714,0.0020145531743764877,0.006107853492721915,0.012086054775863886,0.0022464338690042496,0.027404773980379105,0.0007276352553162724,0.0013069587876088917,0.0008490841428283602,0.006391590693965554
