date,Skill: .NET Framework,Skill: 3D Modeling,Skill: ASP.NET,Skill: Acceptance Testing,Skill: Access Controls,Skill: Account Management,Skill: Accountability,Skill: Accounting,Skill: Accounting Records,Skill: Accounting Software,Skill: Accounting Systems,Skill: Accounts Payable,Skill: Accounts Receivable,Skill: Accruals,Skill: Active Directory,Skill: Active Listening,Skill: Activities Of Daily Living (ADLs),Skill: Acute Care,Skill: Adjudication,Skill: Adobe Creative Suite,Skill: Adobe Illustrator,Skill: Adobe InDesign,Skill: Adobe Photoshop,Skill: Adult Education,Skill: Advanced Cardiovascular Life Support (ACLS) Certification,Skill: Advanced Life Support,Skill: Advertisement,Skill: Advertising Mail,Skill: Advising,Skill: Advocacy,Skill: Aesthetics,Skill: Agile Methodology,Skill: Agile Software Development,Skill: Agriculture,Skill: Ajax (Programming Language),Skill: Alarm Devices,Skill: Algorithms,Skill: Alzheimer's Disease,Skill: Ambulatory Care,Skill: Analytical Skills,Skill: Analytical Techniques,Skill: Analytical Thinking,Skill: Analytics,Skill: Anatomy,Skill: Anesthesias,Skill: Animations,Skill: Appeals,Skill: Apple IOS,Skill: Application Development,Skill: Application Programming Interface (API),Skill: Application Security,Skill: Architectural Design,Skill: Architectural Drawing,Skill: Arithmetic,Skill: Artificial Intelligence,Skill: Asepsis,Skill: Assertiveness,Skill: Assisted Living,Skill: Auditing,Skill: Authentications,Skill: Authorization (Computing),Skill: Autism Spectrum Disorders,Skill: AutoCAD,Skill: Autodesk Revit,Skill: Automated External Defibrillator,Skill: Automation,Skill: Automotive Industry,Skill: Automotive Services,Skill: Azure DevOps,Skill: Backup Devices,Skill: Bakeries
2022-08-01,0.004951297538354993,0.0014278402086347342,0.003220698912627995,0.0027167811058461666,0.004222325515002012,0.01407095929607749,0.033059773966670036,0.06444340199232101,0.0011523679713718593,0.004330565920099616,0.001648290257435292,0.015110880136489868,0.016130630858242512,0.003294436610303819,0.0053949011489748955,0.0042512931395322084,0.0061174079310148954,0.004262101138010621,0.001402204332407564,0.003602262120693922,0.004454751033335924,0.003354641725309193,0.006219619419425726,0.001773222757037729,0.00878066010773182,0.0011041912366636097,0.0035939274821430445,0.002068263478577137,0.006628935690969229,0.01990087330341339,0.0010838645393960178,0.03264653868973255,0.0026242948370054364,0.0011244399938732386,0.0020006370032206178,0.0018182176281698048,0.004437774885445833,0.0012088760850019753,0.0016302757430821657,0.03641626797616482,0.0014868366997689009,0.0038998376112431288,0.0078076389618217945,0.0017068057204596698,0.0016615164349786937,0.0012679821229539812,0.003579475567676127,0.004070458933711052,0.00855513522401452,0.014500618446618319,0.0014318532776087523,0.0027803878765553236,0.0011181804002262652,0.02774149924516678,0.0035332577535882592,0.0012673278688453138,0.0033098033163696527,0.001826880790758878,0.0577465295791626,0.0023778503527864814,0.0061222107615321875,0.0017538653337396681,0.005670334445312619,0.0020610009087249637,0.003446663497015834,0.025554600171744823,0.0012936159619130194,0.0028393191751092672,0.001426581118721515,0.002040507737547159,0.003895988571457565
2022-09-01,0.004798535723239183,0.001370874175336212,0.003162939799949527,0.0025158424396067858,0.004291900899261236,0.013434233609586954,0.03260849416255951,0.06404287368059158,0.0011451512691564858,0.004456807393580675,0.0016673076897859573,0.014748632907867432,0.01620226539671421,0.003266226965934038,0.005218671401962638,0.004167434526607394,0.006364383967593312,0.004288970027118921,0.0013430529506877065,0.0033292698208242655,0.004231044091284275,0.003001118078827858,0.005766228772699833,0.0016750333015806973,0.008045864757150412,0.001122377230785787,0.003508854191750288,0.0020399194909259677,0.0064263008534908295,0.01921316608786583,0.0011285232030786574,0.03206213191151619,0.0026748626260086894,0.0011681212927214801,0.0019393912516534328,0.0018031621584668756,0.004371986258774996,0.001216833887156099,0.0016053320723585784,0.035849908366799355,0.0014130071504041553,0.0038581761764362454,0.009138267487287521,0.0016415378195233643,0.0016289603663608432,0.0012517026043497026,0.0036684588994830847,0.0037799051497131586,0.008318804670125246,0.014560837764292955,0.001383083639666438,0.0028342186706140637,0.0010510061983950436,0.028013424947857857,0.0033721057698130608,0.0012779636890627444,0.0031655849888920784,0.0018204767839051783,0.05732056312263012,0.0023274405393749475,0.006083710817620158,0.0017243442125618458,0.00555988703854382,0.0019782112212851644,0.003416559426113963,0.02552776038646698,0.0012336770887486637,0.0028738107066601515,0.0014965782756917179,0.0020168505143374205,0.003939841408282518
2022-10-01,0.0049043321050703526,0.0013406604994088411,0.0032505252165719867,0.002518253051675856,0.004442819627001882,0.013083262369036674,0.03206581622362137,0.06463395059108734,0.0011963387951254845,0.004415236180648208,0.0016405333881266415,0.014695066027343273,0.01599023211747408,0.0033184889471158385,0.0052838141564279795,0.004169371211901307,0.007117909146472812,0.0043557502795010805,0.001245207036845386,0.003327557584270835,0.004125574370846152,0.0030732769519090652,0.005653791129589081,0.0016771769151091576,0.008767926134169102,0.0011487368610687554,0.003484423039481044,0.002049880102276802,0.006310185184702277,0.01869460567831993,0.0009971900726668537,0.031348153948783875,0.0025918612955138087,0.0011398083879612386,0.0020401141373440623,0.0018174832221120596,0.004409434972330928,0.0012427916517481208,0.0016614529304206371,0.0349462628364563,0.0013127638958394527,0.0037686696741729975,0.008779632393270731,0.0016196395736187696,0.0016623949049971998,0.0012131697149015963,0.0034221605164930224,0.0036566498456522822,0.008032089099287987,0.014446123037487268,0.0013592832256108522,0.0028314319206401706,0.00107622699579224,0.028402884490787983,0.004152326611801982,0.001310424180701375,0.003169825649820268,0.0019740405259653926,0.05654558725655079,0.002398834330961108,0.00590155809186399,0.0018022824078798294,0.0054937966633588076,0.001815191877540201,0.0032191911013796926,0.02547740750014782,0.0012046877527609468,0.002870090422220528,0.001622732321266085,0.0020239701261743903,0.004056753125041723
2022-11-01,0.004694759845733643,0.001282567740418017,0.003050867118872702,0.002379351295530796,0.0043791846837848425,0.013101516757160425,0.03164677508175373,0.06445560231804848,0.0011621586745604873,0.004343275912106037,0.0015995046123862267,0.013986974488943815,0.015258223749697208,0.00315401388797909,0.005007545696571469,0.004103566752746701,0.007034843089058995,0.0042911621276289225,0.0012645064853131771,0.003101458656601608,0.004006841452792287,0.0027808313025161624,0.005339114693924785,0.001574475725647062,0.009573335759341717,0.0011211553355678916,0.003394039231352508,0.0021726187551394105,0.0061010930221527815,0.018297722563147545,0.0010986923589371145,0.03110191598534584,0.0025267648743465543,0.0011811211588792503,0.001880303432699293,0.001765466295182705,0.004351562820374966,0.0012655708706006408,0.0015064209583215415,0.034036027267575264,0.001279879070352763,0.0036490916972979903,0.009672743268311024,0.0015776249347254634,0.0016837040893733501,0.0011961270356550813,0.003333968110382557,0.003560658311471343,0.007633385481312871,0.014408974442631006,0.0013568627764470875,0.0028856423450633883,0.0010092335287481546,0.028107055462896824,0.0037540000630542636,0.001359758316539228,0.003020774805918336,0.002011355827562511,0.056418849155306816,0.0023274787236005068,0.006036469712853432,0.0017594076925888658,0.005317003233358264,0.0017734348075464368,0.0031435784185305238,0.025270864367485046,0.001190485607367009,0.0029210374923422933,0.001643171301111579,0.0019387522479519248,0.0041342738550156355
2022-12-01,0.004648338304832578,0.0012374019133858383,0.003009452950209379,0.00229634833522141,0.004181955708190799,0.012006801087409258,0.031090054661035538,0.06258206069469452,0.0011820151703432202,0.004189535742625594,0.0015422443393617868,0.013590131886303425,0.014942208305001259,0.0031185575062409043,0.0047918937634676695,0.004103678045794368,0.006633807672187686,0.0043250685557723045,0.001184367632959038,0.0028444177005439997,0.0037408972857519984,0.002640874474309385,0.0051523372530937195,0.0015225042589008808,0.010107461363077164,0.0011973234941251576,0.0032723358599469066,0.002190488623455167,0.005913194734603167,0.018602101132273674,0.0010098491329699755,0.03004573378711939,0.0025850621750578284,0.00120764400344342,0.0017392298905178905,0.0018133900011889637,0.004249147837981582,0.0012851097853854299,0.0016208235756494105,0.03284834884107113,0.0012307331198826432,0.003583348006941378,0.01115135196596384,0.0015891517396084964,0.001638981222640723,0.0011850468581542373,0.0033091811928898096,0.00375724071636796,0.007517403922975063,0.014080072287470102,0.0013104655663482845,0.0028265033615753055,0.0009783130954019725,0.027878880500793457,0.0037815896794199944,0.001372066733893007,0.0029029754223302007,0.002058498910628259,0.05476408079266548,0.002369380323216319,0.005976069485768676,0.0017979101394303143,0.005071063060313463,0.0017312988638877869,0.0030756258638575673,0.02534495387226343,0.0011478380183689296,0.0028888165252283216,0.0017802769434638321,0.0018012774526141584,0.00409214966930449
2023-01-01,0.004453587811440229,0.0011952586355619133,0.002914170268923044,0.0023855785839259624,0.004207694670185447,0.011755953077226877,0.030896952375769615,0.06053639203310013,0.0011478581000119448,0.004156118258833885,0.0015135816065594554,0.013572022318840027,0.01486668223515153,0.0029252360109239817,0.0049800993874669075,0.004088816232979298,0.00729708606377244,0.004241664661094546,0.001105282106436789,0.002908297930844128,0.0036601467290893197,0.002740783733315766,0.0051399043295532465,0.0014751334674656391,0.01064793486148119,0.0011157976696267724,0.003221364924684167,0.0022160436492413282,0.00570608233101666,0.018520979210734367,0.001015137357171625,0.029801304452121258,0.002510079415515065,0.0012039030552841723,0.0016668300377205014,0.0018124741036444902,0.004121714737266302,0.0012931261444464326,0.0015913932002149522,0.03266424126923084,0.001240168057847768,0.00347580062225461,0.011396578513085842,0.0015988294035196304,0.001706699258647859,0.0012026681215502322,0.0031270679319277406,0.0036185727221891284,0.006970648653805256,0.013846838846802711,0.0012290857848711312,0.0027347810100764036,0.0008986401371657848,0.027673665434122086,0.00458091776818037,0.0014602585579268634,0.0029725180938839912,0.002110142377205193,0.05460779368877411,0.0023513927590101957,0.005633019143715501,0.0017624660395085812,0.004942254861816764,0.001546746352687478,0.0029878527857363224,0.02491954993456602,0.0011468934244476259,0.0027711157454177737,0.0017363647930324078,0.0017570501076988876,0.003981547662988305
2023-02-01,0.004187503131106496,0.0011034687049686909,0.002724179648794234,0.0021796664223074913,0.0040804019663482904,0.011363932397216558,0.03059940319508314,0.060164712369441986,0.0010701667633838952,0.004071767209097743,0.0014278438175097108,0.012906835414469242,0.014193295501172543,0.002958779805339873,0.004605546593666077,0.0040321676060557365,0.00728461891412735,0.004299788735806942,0.001017174101434648,0.002911210642196238,0.0036463484866544604,0.002578730694949627,0.004881627392023802,0.0014301869668997824,0.0108767319470644,0.0011652567191049457,0.0030692387372255325,0.002327696653082967,0.005644857883453369,0.018825899809598923,0.0010134642361663282,0.02853420190513134,0.0024835974909365177,0.0012045237817801535,0.0015904580359347165,0.0018518469878472388,0.004006840288639069,0.0012845290475524962,0.0016575749032199383,0.032643016427755356,0.0012328315060585737,0.003228770801797509,0.013474437408149242,0.0015515013365074992,0.001732939446810633,0.001150272146333009,0.0030399837996810675,0.003497511032037437,0.006601097993552685,0.013619509059935808,0.001172818010672927,0.002732985303737223,0.0009212511067744344,0.028182540088891983,0.0023640384897589684,0.001453078119084239,0.0028235894860699773,0.002076673903502524,0.05324358493089676,0.0023408764973282814,0.005467313574627042,0.001782730862032622,0.004595953971147537,0.0014743521460331976,0.002842155285179615,0.024417495355010033,0.001114328159019351,0.0027588779339566827,0.0018456725520081818,0.0016837994917295873,0.003996831364929676
2023-03-01,0.0039467946626245975,0.001111769990529865,0.00248902989551425,0.002100201789289713,0.003954959101974964,0.01155460299924016,0.03018569014966488,0.05759127251803875,0.0010383251938037574,0.003910572500899434,0.0014134524972178042,0.012556848116219044,0.013643390964716673,0.002806636388413608,0.00445831217803061,0.004036296391859651,0.0074306444730609655,0.004289897857233882,0.0010455151204951108,0.0028185966657474637,0.0033621139591559768,0.002527266857214272,0.004968155408278108,0.0014585484168492258,0.01226032106205821,0.001213648240081966,0.0030615220312029123,0.0022250141482800245,0.005723478738218546,0.018410086631774902,0.0011636868002824485,0.02794143557548523,0.0024455899838358164,0.0012521473690867424,0.0016143197426572442,0.0018457004916854203,0.003975993720814586,0.0012988060479983687,0.0017624821630306542,0.03210442513227463,0.0011906721047125757,0.0032704187324270606,0.015759028494358063,0.0016003160271793604,0.0018253286252729595,0.001176104589831084,0.0030897348187863827,0.0034235980128869414,0.00663464586250484,0.01338160177692771,0.0012702377862296999,0.002834590617567301,0.0008624832262285054,0.028521995060145855,0.004018692532554269,0.0015818913816474378,0.0028249749448150396,0.0022627077996730804,0.052301499992609024,0.002351952367462218,0.0058705860283225775,0.0018160930485464633,0.004536628955975175,0.001481786835938692,0.0028966559330001473,0.02428010292351246,0.0011096774833276868,0.002789806225337088,0.001731792464852333,0.0017273153644055128,0.0039565470069646835
2023-04-01,0.003906673053279519,0.0010584876872599125,0.0022493336582556367,0.001916422217618674,0.0038611857453361154,0.011641865130513906,0.030166356824338436,0.05715002119541168,0.00102445378433913,0.0037326087476685643,0.0013292169314809144,0.01217634603381157,0.013608257286250591,0.0027426104061305523,0.0043308965396136045,0.003962378483265638,0.007466716226190329,0.0042832831386476755,0.0009790846379473805,0.0027950915973633528,0.0032895886106416583,0.0023969562025740743,0.004562784917652607,0.001469955313950777,0.011457353364676237,0.001351859827991575,0.0029425122775137424,0.0021906859474256635,0.0054567246697843075,0.019087720662355423,0.0009698699577711523,0.027725770138204098,0.0023537343367934227,0.0012262400705367327,0.0014522361452691257,0.001848556858021766,0.0037995936581864953,0.0012439392157830298,0.0017309229588136077,0.031698478385806084,0.0011839134967885911,0.003144296002574265,0.01687057502567768,0.0015817310777492821,0.0018935173284262419,0.001170762989204377,0.0030272059375420213,0.0035775145515799522,0.006640794454142451,0.012986553367227316,0.0012306877761147916,0.0028158026980236173,0.0008547765028197318,0.02871530130505562,0.004865498980507255,0.001655703759752214,0.002748214057646692,0.002409201581031084,0.052342966198921204,0.002291766577400267,0.005579159827902913,0.0018417694955132902,0.004295242251828313,0.0014117039390839636,0.0028506992384791374,0.024306409992277622,0.0011239563464187086,0.0027504099998623133,0.001957043190486729,0.0016188837471418083,0.0036873678909614682
2023-05-01,0.0036407950101420283,0.000978211173787713,0.002252580365166068,0.0018322410760447383,0.0037738936953246593,0.011168920435011387,0.02979603409767151,0.055034203454852104,0.0010020432528108358,0.003691748483106494,0.001355945656541735,0.012197535950690508,0.013159631751477718,0.0025985725224018097,0.0042470034677535295,0.0038469828432425857,0.007521811174228787,0.0043022180907428265,0.0009376848465763032,0.0027383327251300216,0.0032474223989993334,0.0023735450813546777,0.004218989284709096,0.0013529328280128539,0.012676525861024857,0.0014168067136779428,0.0028894126880913973,0.0022277473472058773,0.005492390599101782,0.01897177565842867,0.000833665020763874,0.027846848592162132,0.002348960260860622,0.001228702545631677,0.0013916335301473737,0.0018541949684731662,0.0038012624718248844,0.0012988441158086061,0.0017982833087444305,0.03113127127289772,0.001162997621577233,0.0031733771320432425,0.0169075233861804,0.0015722180251032114,0.0019543779781088233,0.0011492997873574495,0.0029253283282741904,0.00353664206340909,0.006182799814268947,0.012948005460202694,0.0012504542246460915,0.002706266473978758,0.0008619092695880681,0.028685803525149822,0.006786253768950701,0.0017770188278518617,0.0027516670525074005,0.0024853256763890386,0.05108914151787758,0.0022570802830159664,0.005165781127288938,0.0018678014748729765,0.003991101868450642,0.0012033226084895432,0.0027250112034380436,0.023707155138254166,0.0011415064218454063,0.0028555700555443764,0.0020749059040099382,0.0015719006187282503,0.00367815128993243
