date,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities
2021-08-01,0.3560231775045395,0.10736361891031265,0.06395788863301277,0.04950815811753273,0.08494017645716667,0.5252453088760376,0.5452834963798523,0.2216573879122734,0.2571047693490982,0.07710371538996696,0.10947993025183678,0.1680772453546524,0.014875398017466068
2021-09-01,0.3561595529317856,0.10733966156840324,0.06386707350611687,0.04970142804086208,0.08462341129779816,0.5223019421100616,0.5407006442546844,0.22241871058940887,0.2576972097158432,0.07659345120191574,0.10919234529137611,0.16797812283039093,0.014834492467343807
2021-10-01,0.35480667650699615,0.10743940994143486,0.06491407006978989,0.04956614971160889,0.08373803645372391,0.5240092277526855,0.54100102186203,0.2250726819038391,0.2557517886161804,0.0759623758494854,0.10905208438634872,0.16635098308324814,0.014927344862371683
2021-11-01,0.35799019038677216,0.10689123347401619,0.0648348443210125,0.049457747489213943,0.08400717750191689,0.5218806564807892,0.5411295890808105,0.22454895824193954,0.25674527883529663,0.07596837356686592,0.1096017137169838,0.16397937387228012,0.015076571144163609
2021-12-01,0.3541264981031418,0.10740106552839279,0.06568194180727005,0.04878953658044338,0.08444428816437721,0.5252159237861633,0.5414248704910278,0.22723641991615295,0.2570766657590866,0.07528670504689217,0.11055493354797363,0.16320763528347015,0.01528076408430934
2022-01-01,0.3519575595855713,0.10940767079591751,0.06745124235749245,0.047900788486003876,0.08464445918798447,0.5241386592388153,0.5375811457633972,0.2297988161444664,0.2543068528175354,0.07437612488865852,0.11039740592241287,0.15760985016822815,0.01556959468871355
2022-02-01,0.35277101397514343,0.11008186638355255,0.06675338000059128,0.04538834095001221,0.08368340879678726,0.5117948055267334,0.5284181535243988,0.2305341586470604,0.25221511721611023,0.07360801845788956,0.11021954193711281,0.15610254555940628,0.015778418630361557
2022-03-01,0.34631289541721344,0.11068365350365639,0.06803420931100845,0.045811472460627556,0.0833546482026577,0.514958381652832,0.5285757780075073,0.2328597530722618,0.2496584951877594,0.07276469096541405,0.11060293391346931,0.15371457487344742,0.01575678028166294
2022-04-01,0.34271399676799774,0.11235401406884193,0.06862898543477058,0.04376848042011261,0.08221368119120598,0.507009744644165,0.5192756056785583,0.23367241024971008,0.24606046080589294,0.07092360034584999,0.10939901322126389,0.1494627371430397,0.01575976051390171
2022-05-01,0.33781901001930237,0.11161322519183159,0.06819140538573265,0.04242325201630592,0.08183601126074791,0.495186984539032,0.5084989070892334,0.23554620891809464,0.24167342483997345,0.06995197758078575,0.10944362729787827,0.14528962224721909,0.015633647330105305
2022-06-01,0.33578650653362274,0.11356157064437866,0.06921635940670967,0.041316574439406395,0.08013942837715149,0.4896254986524582,0.5027687847614288,0.23912166059017181,0.23726090788841248,0.06847502291202545,0.10906892269849777,0.14263828843832016,0.015287084970623255
2022-07-01,0.3291420340538025,0.11341820657253265,0.0697103813290596,0.039837440475821495,0.07881511375308037,0.4850199669599533,0.4963264912366867,0.2414165958762169,0.23432748764753342,0.06732140854001045,0.10859065130352974,0.13939084112644196,0.015113731380552053
2022-08-01,0.3241942375898361,0.11474284902215004,0.0703972615301609,0.039108118042349815,0.07805545255541801,0.4813622087240219,0.49380478262901306,0.24394211173057556,0.2287001982331276,0.06729358434677124,0.1085866317152977,0.1367059126496315,0.015116098336875439
2022-09-01,0.3215436488389969,0.11554263532161713,0.0711805410683155,0.03845140524208546,0.07698724791407585,0.4734116643667221,0.4852944165468216,0.2480044737458229,0.22643674165010452,0.0666034184396267,0.10923099517822266,0.13559957593679428,0.014998273458331823
2022-10-01,0.31888893246650696,0.11809797957539558,0.07205875590443611,0.03844493255019188,0.07669541984796524,0.4705176502466202,0.4849892556667328,0.2503869831562042,0.22386568784713745,0.06666311621665955,0.1101006343960762,0.13408645242452621,0.014900773763656616
2022-11-01,0.3168603777885437,0.11780226603150368,0.0726209245622158,0.03768664225935936,0.07695674151182175,0.46360233426094055,0.4739837944507599,0.2504996508359909,0.2219507247209549,0.06597067043185234,0.10981863364577293,0.13245631754398346,0.01460200920701027
2022-12-01,0.31513066589832306,0.1193079724907875,0.07214703038334846,0.03765694610774517,0.07636094093322754,0.45968566834926605,0.4724390357732773,0.24998394399881363,0.22011112421751022,0.06616043671965599,0.11011673510074615,0.13231001049280167,0.014420903287827969
2023-01-01,0.3117139935493469,0.11879674345254898,0.07262101769447327,0.03827197849750519,0.07574531808495522,0.46132925152778625,0.4739701598882675,0.2479792982339859,0.21653344482183456,0.06714581698179245,0.1116606593132019,0.13108443468809128,0.0142166493460536
2023-02-01,0.3165687918663025,0.11850811541080475,0.07374700158834457,0.039834316819906235,0.07661307603120804,0.4685702621936798,0.4803686589002609,0.24950715154409409,0.21660736948251724,0.06847792118787766,0.11342886835336685,0.13248759508132935,0.013920934870839119
2023-03-01,0.3148970454931259,0.11888337507843971,0.07396996766328812,0.039885953068733215,0.07668960839509964,0.47276273369789124,0.48108915984630585,0.2459079474210739,0.21649500727653503,0.06932849809527397,0.1153092309832573,0.1316867172718048,0.013955348171293736
2023-04-01,0.31988954544067383,0.12153709679841995,0.07445035502314568,0.04108527675271034,0.0777212530374527,0.47474299371242523,0.4846363067626953,0.24414464086294174,0.22130588442087173,0.07095854729413986,0.11648418754339218,0.13673058152198792,0.013848024420440197
2023-05-01,0.32897499203681946,0.12367213517427444,0.07496251538395882,0.041279224678874016,0.07785395532846451,0.48083578050136566,0.4885746240615845,0.2463131994009018,0.22243284434080124,0.0735151581466198,0.11801029369235039,0.13811340183019638,0.013814195990562439
2023-06-01,0.3318343311548233,0.12438277527689934,0.0754808746278286,0.042970048263669014,0.07887573167681694,0.4861660599708557,0.4983394145965576,0.24499090760946274,0.22287939488887787,0.0756022147834301,0.11826076358556747,0.1398967280983925,0.013731080573052168
2023-07-01,0.339357927441597,0.12380098924040794,0.07480531185865402,0.043932996690273285,0.0801098495721817,0.489500030875206,0.4971465766429901,0.24325590580701828,0.22549135237932205,0.07800573483109474,0.11892371252179146,0.14138168841600418,0.013721323572099209
