,Skill: Cybercrime,Skill: Infrastructure as Code (IaC),Skill: ASC X12 Standards,Skill: Hotel And Restaurant Management,Skill: Azure Data Factory,Skill: Usability,Skill: Kali Linux,Skill: Business Requirements,Skill: Strategic Thinking,Skill: Property Management Systems,Skill: Transition Planning,Skill: Hotel Design,Skill: Directory Service,Skill: Just In Time Methodology,Skill: Personalized Service,Skill: Geotechnical Engineering,Skill: Spend Management,Skill: Microsoft Solutions Framework,Skill: Cooling Systems,Skill: Arthroscopy,Skill: Lawsuits,Skill: Material Handling,Skill: Public Works,Skill: Metabolism,Skill: Switchgear,Skill: Presenting Menus,Skill: Dapper ORM,Skill: Written Composition,Skill: Yardi (Property Management Software),Skill: Active Learning,Skill: Semiconductors,Skill: Wireframing,Skill: Mobile Devices,Skill: Enterprise Service Bus,Skill: Gemba,Skill: Solution Architecture,Skill: Tape Recorders,Skill: Fabrication,Skill: Location-Based Services,Skill: Organizational Structure,Skill: ANSYS Meshing,Skill: Data Reduction,Skill: Microsoft Windows 7,Skill: Stock Keeping Unit,Skill: Microsoft Certified Systems Administrator (MCSA),Skill: GIAC Penetration Tester,Skill: Irrigation (Landscaping And Agriculture),Skill: Electronic Media,Skill: Taekwondo (Martial Art),Skill: Corticon,Skill: AntiFreeze,Skill: System Programming,Skill: Application Frameworks,Skill: WorkFusion,Skill: Uniform Commercial Code,Skill: Oral Cancer Screening,Skill: Glycated Hemoglobin,Skill: Sniffers,Skill: Test Strategy,Skill: Evidence Preservation,Skill: Load Securement,Skill: Preschool Education,Skill: Midrange Computer,Skill: Systems Theories,Skill: Health Technology,Skill: Utility Engineering,Skill: Value Added Selling (Selling Techniques),Skill: Direct Selling,Skill: Plant Layout Study,Skill: Generally Accepted Auditing Standards,Skill: Auditing Standards,Skill: AWS Identity And Access Management (IAM),Skill: Geriatrics,Skill: Keys And Locks,Skill: Apple Numbers,Skill: Final Assembly Schedule,Skill: Health Fairs,Skill: Direct Investments,Skill: Material Selection,Skill: Computer Networks,Skill: Systems Analysis,Skill: Alternative Financial Services,Skill: Iterative Design,Skill: Web Application Security,Skill: Material Design,Skill: Disassembler,Skill: Open-Source Programming Languages,Skill: Collateral Development,Skill: Microsoft SQL Servers,Skill: SQL Tuning
2022-03-01,0.0001118345276359966,8.200693074790597e-05,2.828789092675229e-06,7.42844485383603e-06,1.8567434550160436e-05,-0.029383689777635003,9.858647186101103e-05,-0.03491054130001914,-0.016135336031948253,2.0821342736054784e-05,2.991524442527802e-06,1.4051281142659613e-05,0.0004274910939225214,8.95832975334219e-06,0.0007380805500464655,0.0003410610058544253,-0.0003204229525875529,0.0001402647933226537,-4.2582124524903186e-05,3.3255615775994315e-06,3.400280916881441e-05,0.004733266762457287,2.830556682607491e-05,2.2161676686591804e-05,-2.4671961064555393e-06,3.977071746053522e-06,6.730532050885166e-06,1.7785007502230587e-05,-0.002977322480181507,2.5351573702759678e-05,0.00028535176743733404,8.881058739828012e-05,-3.5070235736844e-05,2.2517825398414142e-06,0.0001982080553893251,0.00017654126378410621,6.557782017947792e-06,-2.2812903879491312e-05,0.0001203121460800771,6.956828024540446e-05,0.00012170018618608565,3.0851279529583433e-06,1.3762064905881296e-05,-0.001874048654313201,-0.0007993184795866271,-1.3553233386972533e-05,0.0017157752852190373,5.3771000813718326e-06,-1.1664245758774078e-06,3.8455352780762725e-07,-9.097317257028304e-07,-9.090189597398663e-07,1.0922551102786956e-06,3.0988290108208055e-05,-3.0031598808834465e-06,0.000145834165274544,7.602092850396263e-05,5.1662947603842326e-05,3.40350930796298e-05,0.0001805546091504416,0.0005117947036637539,-5.2522591929952695e-05,0.00022489615419557345,0.00020073767995880602,2.113629532415266e-05,6.727768232630176e-05,-0.000577201076680462,0.0021539697685593992,6.352236015995128e-07,-0.0006245959670638684,2.812148384096771e-06,2.5774938761355165e-06,-4.804162000906359e-07,1.7729899335666884e-06,2.120754627342507e-06,0.0002512905488475265,4.9460824273014147e-05,-0.0001362850827251042,-0.0005972913548670118,0.002322092549436407,0.00011787880558171903,0.00018852956323022718,2.811774595324972e-06,0.0004463714994504534,0.0001838066853914652,0.0007991777692908421,2.6415498708051587e-05,-1.4766845365171081e-06,-0.008600243010513027,-0.000156185718199423
2022-04-01,9.412620253672142e-05,-0.00332164701213202,-0.00028713196607784574,-0.0008696281912132463,-0.0013820099011256158,-0.1605993612082152,0.00010045283219006915,-0.17707776975394884,-0.08142304767191196,-0.0010210978448697387,-0.0005861458147135002,1.4724074579894035e-05,0.00042730455093853203,-0.0004670618486718014,0.0007222409707909961,0.0003513421712426194,-0.001630572615708518,0.00013030636294317853,-0.0024437326598295015,-1.7774820374911195e-05,-0.008727097139194336,0.004805927062824667,-0.0008740998357013292,-0.00032761333644954925,-0.0012226806216662168,-0.0003478376117065335,-6.394993081737457e-05,-0.0012902882322642392,-0.014887020419896656,-0.0006348651785797097,0.000268269056405487,-0.004662262863981149,-0.004330171098853112,-0.000165802319869915,0.00020340772900470321,-0.010871557073066198,-0.00027151259833287393,-0.003864405653271707,0.00010625544622253241,-0.004125952403901633,0.000129299177983958,-7.325738617725927e-05,-0.0015184600766238376,-0.009157305307700564,-0.004000434448269564,-0.0003259441590268637,0.0018734176568783623,-0.0004908385874902094,-1.0601606396826269e-05,-2.0388594642835227e-06,-0.00024180186431999552,-0.00048621209296340057,-0.00033200377104863085,2.9692817711028883e-05,-0.0006286321451911039,0.0001462993460539254,7.234907596846947e-05,5.010724817090612e-05,-0.001142239780431124,0.00020239848457072107,0.0004981737270574975,-0.0049307185080090625,0.0002633627596355127,0.00020294599766329546,-0.002822618814307674,-4.957968327188981e-05,-0.002867635370260812,0.0020103710700095133,-0.00022793215189373037,-0.0031554739225531426,-0.00032065195247913796,-0.00018359352230370928,-0.007922564755225982,-0.0020943757540186495,-6.793684069898785e-05,0.00028213399212076597,4.689950795327374e-05,-0.0006904440029691234,-0.0030160337864229793,0.002377470631928606,-0.005810802881462964,0.00018468737792025613,-0.00021780677902335062,0.0004068695590167359,0.00017991549743407546,0.0008141298968135016,2.1977299052724258e-05,-0.00030144071991126107,-0.043468641225218076,-0.000773720749613445
2022-05-01,7.365589677511353e-05,-0.008414345040961582,-0.0007253640611339946,-0.0021920001096222778,-0.003477777589829323,-0.504386490156462,9.446282186813346e-05,-0.44345321075302124,-0.20375762998129143,-0.0025852658104132567,-0.001465605181264802,1.5921557433351457e-05,0.0004259333327879757,-0.001173087614472584,0.0007196481156175185,0.00037190830961661767,-0.00408427925897007,0.00012296881270621381,-0.00601310921282211,-4.879727845226689e-05,-0.02187513931112247,0.00472970786749528,-0.002239006016125924,-0.0008590392693114143,-0.0030523299091147838,-0.0008763486596919943,-0.00017410448431715464,-0.003258867447095535,-0.0372206815223647,-0.0016188982810414754,0.0002517634487253945,-0.011770700414941798,-0.01085276693262932,-0.00041388431863886,0.0002126858112626933,-0.027468223835770862,-0.0006986872870433238,-0.009566642291212324,8.542061118842247e-05,-0.010438281380825719,0.00014265903535384128,-0.00018978173243216728,-0.003829247486458096,-0.02286132047530339,-0.009990802804899801,-0.0007867688566622718,0.0020626641575136615,-0.0012362172724841689,-2.452118482762283e-05,-5.727744166663797e-06,-0.000597400171014092,-0.0012104801520431512,-0.0008296394933176046,2.554178713320077e-05,-0.0015595884418064649,0.00015821706090658616,6.554036315415356e-05,4.885507668834655e-05,-0.0028874697328981304,0.00021400137113946894,0.0004883349825421134,-0.012207724286506409,0.000298276615455737,0.00020827151039637138,-0.0070955963480372995,-0.0002446099952727658,-0.007167866853893111,0.0018146431680654488,-0.0005665014475584604,-0.00790700431215746,-0.0008060060996402723,-0.0004676919218041453,-0.019777010679403035,-0.005235557938439475,-0.0001735474921657626,0.00032703594170681066,4.68277175231273e-05,-0.0017343980286534714,-0.007538748910086046,0.0024722613724927093,-0.01472774361391438,0.0001744754411475652,-0.00054542539153341,0.000379244826801012,0.00017243654729123803,0.0008403849878015715,1.5091207108990541e-05,-0.000748200529891408,-0.10878810963322043,-0.0019305257179425335
2022-06-01,5.115148849617264e-05,-0.015192963504510566,-0.0013034862363320635,-0.003960616870299809,-0.006262819356684722,-1.2369056766486477,8.30536423636511e-05,-0.8693325313956163,-0.39933689376257037,-0.004665304329667355,-0.002630510946921536,1.5833152426963964e-05,0.0004290999592627512,-0.0020914046936144743,0.000724935484801056,0.0003909288647030376,-0.008004741326076464,0.0001102844123975539,-0.010583562166632664,-9.142600393322187e-05,-0.039400248341705184,0.004634758218925289,-0.004052954163563575,-0.0015670045609145061,-0.005482073392262118,-0.0015804200135908135,-0.00032278991581037277,-0.00589446693932176,-0.07297142863755866,-0.0029226861146590937,0.00024245217478126188,-0.021249594165226118,-0.0195879614990274,-0.0007415437220461623,0.00022656247723518223,-0.04960430036338869,-0.0012764622004594372,-0.017127174807986437,4.3187040613845e-05,-0.018859300176357882,0.00015989870500256743,-0.0003444313655084674,-0.006901070770237778,-0.044837327016163345,-0.01956726596604573,-0.0014040704596609025,0.002282636608395819,-0.002232944117246837,-4.283442504157872e-05,-1.105462083635155e-05,-0.0010725559781127217,-0.0021727674719622912,-0.0014934528042855272,2.2062338455813692e-05,-0.0027978458363960325,0.0001729085267072119,5.6157520982687605e-05,4.9962807084912866e-05,-0.0052112978631092665,0.00022580273026338095,0.0004859698224335839,-0.02183477882778146,0.0003261685054098733,0.00021698987063683919,-0.012789231466855743,-0.000267738976479044,-0.014058965546777812,0.0015719724480255952,-0.0010183634398597894,-0.015519852411520462,-0.0014558603069305348,-0.0008358409089096018,-0.03557274924212595,-0.00942061683283986,-0.00032050897134071067,0.0003851651050948543,4.86624900201441e-05,-0.0034121821792105268,-0.014767136155405045,0.0026250089724011764,-0.026651600468950286,0.00015286118514826994,-0.0009794642039841353,0.00034251469913449816,0.00016718661173116447,0.0008477716285324665,5.9001569111981065e-06,-0.0013400416774198968,-0.21323752172259425,-0.0037757109645213866
2022-07-01,2.88459785509822e-05,-0.02367774143867518,-0.002014890736434261,-0.0061595530281232285,-0.009747161706697227,-2.6091870443482055,6.437184273290847e-05,-1.490002738445866,-0.6842880546161204,-0.007252225724869875,-0.004072655499698995,1.3548725788629934e-05,0.00043503575234474625,-0.0032284976701625577,0.0007504502732419775,0.0003881450365515735,-0.013712699533778133,9.232598360658108e-05,-0.016052331118820252,-0.0001489187728134272,-0.06131399807181403,0.004569698844680616,-0.006311724610171611,-0.002457774355667809,-0.008504448459586107,-0.002454299242076225,-0.0005070792162386207,-0.009201878538445545,-0.1251218932480149,-0.004553822698913267,0.00023425830388029077,-0.03313304408801034,-0.030559658343811674,-0.0011499408880087953,0.00024606035511101317,-0.0772504428848085,-0.0020095400111580417,-0.0266089268838105,-2.9517615030297072e-05,-0.029334372199259186,0.00017791591089801875,-0.0005356854580232357,-0.01071765526804147,-0.07691307317124614,-0.033519725892777595,-0.0021798828082591364,0.0025697858634752234,-0.0034815501558398466,-6.547037791045115e-05,-1.8061959206174235e-05,-0.0016607357526902606,-0.0033730725694019036,-0.002321154472030273,2.3396064318188377e-05,-0.004343060009503141,0.000186574295176988,4.603299856869462e-05,5.023124215270435e-05,-0.008106623935934589,0.00025709905268197326,0.0005060700898762147,-0.033772655390667414,0.00035780302110405683,0.0002276139357173557,-0.019911605076476636,0.00013182231323125154,-0.024112549302077776,0.001267662804232345,-0.0015858189205326982,-0.02661770187382364,-0.0022673981090139913,-0.0012890275974109056,-0.05535249792295113,-0.014666971614422163,-0.0005025886690933998,0.0004542609962761686,5.2194997392828134e-05,-0.005867902111299823,-0.02530629516211068,0.002796437714526684,-0.04159760333874102,0.00012513829755364953,-0.0015251690267436453,0.0002830840929091918,0.0001689405216089026,0.0008457173215006843,-4.391142484941305e-06,-0.002077175573474886,-0.36550379100096686,-0.006454790159387156
2022-08-01,4.992651606621493e-06,-0.03388741162326685,-0.002862131656307499,-0.00878694104035698,-0.013936653458998206,-4.960138802672025,3.6484903894744994e-05,-2.3408292953615146,-1.074808052285233,-0.010346833559081309,-0.005784127803137558,1.0759529821543161e-05,0.0004506768865301537,-0.004589930978302801,0.0007860367626387707,0.00037194354711928544,-0.02153327548495187,7.541524498775806e-05,-0.02237520968000711,-0.00022309972196453136,-0.08755822301258415,0.004429994775325705,-0.00903053166978548,-0.0035367652094285516,-0.012114349241107412,-0.0035023332753202473,-0.0007247606723937939,-0.013170327088954447,-0.1966691109190401,-0.006507423209665658,0.0002259353652512385,-0.04733981861487553,-0.04378866042537541,-0.001640122740467648,0.0002725355197288551,-0.11038504507542406,-0.0028984832153409754,-0.03801997777231672,-0.00012047756446763886,-0.04185479065225031,0.00019499127868644655,-0.0007629320308167878,-0.015284840566907487,-0.12092799960497226,-0.05263755420871955,-0.0031154823357346234,0.002935463702776849,-0.004979852405057798,-9.182229525333932e-05,-2.6674571046396532e-05,-0.002356526195155954,-0.004819197204756126,-0.003306936217469767,2.95030128939781e-05,-0.006185857052226345,0.00021013996630885813,3.565367405504785e-05,5.0966649615637093e-05,-0.011551097601123059,0.0002810215203533868,0.0005772581369844176,-0.04806136348927933,0.0003760438617641922,0.0002469216541539571,-0.028473565340701296,0.0009506731225289578,-0.03790320526550178,0.00092951351484648,-0.002266319283595037,-0.04182539427968555,-0.0032402238718494676,-0.001826877548612169,-0.0790961431329246,-0.020989363632529217,-0.000717712671488275,0.0005331424650906018,5.734619252127013e-05,-0.009240731923106723,-0.03975160796138961,0.0029533957191385115,-0.05954771634269154,8.866865969245423e-05,-0.002181499209953258,0.000221333610747373,0.00017101973818842712,0.0008295278715646406,-1.567888456911807e-05,-0.002956134117924774,-0.5742797759155117,-0.010123783501196032
2022-09-01,-2.3996473315797856e-05,-0.04581545485227162,-0.003853696945646274,-0.01184268026929239,-0.018829400750497924,-8.729576177384557,5.288454273475696e-06,-3.4573683382221416,-1.5871683644442838,-0.01394854827907826,-0.007768400636527411,9.531705686653441e-06,0.00047413141833529997,-0.006167852094070504,0.000833958008708501,0.0003650227401143791,-0.031798616978668204,6.0349948525862334e-05,-0.02959356976207709,-0.00031534871584885547,-0.11811201330881188,0.004275759538144944,-0.012216823074786038,-0.004797653465552174,-0.01631398372182782,-0.004724652182306823,-0.0009749872604344591,-0.01779146241677436,-0.2906200631213695,-0.00878264309222616,0.00022352081780734485,-0.06395218789858795,-0.059116376463759814,-0.002211621795363161,0.000307265665964628,-0.14907398592184007,-0.003943286030023596,-0.05132433500565606,-0.0002218009846311018,-0.05646792645552677,0.0002101361349040103,-0.0010267357054234323,-0.020595598114146036,-0.1787389690546919,-0.07772064063796542,-0.004220019085958901,0.0033729507690535496,-0.006724534055209426,-0.00012154159758360218,-3.6822275879128394e-05,-0.0031574129370780936,-0.006514729710356471,-0.00445480483599495,3.7140725326244345e-05,-0.00832052075638767,0.0002475911602054794,2.412957513502249e-05,5.214139934439536e-05,-0.015549452888650185,0.00030437731652235996,0.000660845553638125,-0.06465769613815373,0.00039110186900161864,0.0002801483459815262,-0.03848954728966348,0.0020113612747964717,-0.0560026101962634,0.0005788321401831019,-0.003060134028594136,-0.06177951601487338,-0.004378601172555352,-0.0024455938413347647,-0.10679183704821908,-0.028375051382278447,-0.0009779370801465,0.0006175722916852656,6.50081680341325e-05,-0.01366748988420446,-0.05869620462805162,0.0031038907216721368,-0.08059478195609299,4.8396352771771405e-05,-0.0029448916615692987,0.00017585290211572305,0.00016531254150638238,0.000811683096887521,-3.0043771527914978e-05,-0.003968622285725767,-0.8483011100609653,-0.014939128667404907
2022-10-01,-5.7015529076146225e-05,-0.05942255863173121,-0.004986224236145753,-0.015331930746916663,-0.024423301444974576,-14.471215208597547,-2.8098469261811606e-05,-4.875054458915105,-2.2376003760365157,-0.01805611258777673,-0.01002942810019814,9.110812248029618e-06,0.0004769228619005076,-0.007958280007485542,0.0008780645072240948,0.00033310124047534524,-0.04483831999803611,4.318462595113553e-05,-0.03792100204044779,-0.00042675854591934,-0.1530046443134396,0.004273472298014193,-0.01586512779311516,-0.006235289181942366,-0.021106983739203288,-0.0061170498375407445,-0.001259514624155854,-0.023057700505668834,-0.40994430356517136,-0.01139991993134681,0.0002282340214754185,-0.08306678323730148,-0.0765442181543365,-0.002865594440694285,0.00035241374165490436,-0.19331690128225915,-0.005139018917286909,-0.06647630866354562,-0.00032571303554400745,-0.07314934574815217,0.0002245858534447553,-0.0013287859007803209,-0.026649106456776657,-0.2522043287573901,-0.10956133389398304,-0.005483266319541347,0.003861440651211142,-0.008714320248811847,-0.00015472715346468772,-4.878256454430482e-05,-0.004078530054482666,-0.008451747621208403,-0.0057672915296037575,4.423580378766607e-05,-0.01074986345842829,0.0002848901868203366,1.1624088458549157e-05,5.1956397570048635e-05,-0.02010063529919797,0.00034068212706021405,0.0007155083764011524,-0.08353467649777346,0.000409979285792388,0.00032481881780702885,-0.04996110252468485,0.0031903105826373273,-0.07898394058511542,0.00018012686401422786,-0.003969191075434594,-0.08711890437134526,-0.005683998538807248,-0.0031526822297977203,-0.13846577053559267,-0.036820935386870965,-0.0012819556518572422,0.0007020668921980242,7.570957150655098e-05,-0.019291456167194455,-0.08273894641647939,0.003267342765523416,-0.1047803497783254,1.285114769109582e-05,-0.003816461144499187,0.0001435633274816066,0.000160205133424478,0.0008048878759987274,-4.7937379134656794e-05,-0.005114232616891892,-1.1962463128249943,-0.021051114049724692
2022-11-01,-9.569120825116663e-05,-0.07471043634705374,-0.006255937890437582,-0.01925191031257502,-0.03070513044726001,-22.86566784344191,-6.458480404578186e-05,-6.629069881698307,-3.0422998481430557,-0.02267165429449532,-0.012561612016250234,7.707870908195359e-06,0.0004710712933225181,-0.009957373421134542,0.0009159664391399259,0.00030178550448035766,-0.06097784172341513,1.893824905143735e-05,-0.0473811361962297,-0.0005567170202895817,-0.19220449023249014,0.0043317529543719065,-0.019987414588904094,-0.007848331385893964,-0.026486039615765355,-0.007682591465338985,-0.0015769454987659645,-0.028968375752246856,-0.5575845634652546,-0.01437080482176507,0.00023682481419149418,-0.10455798511682807,-0.09605581906054933,-0.0036028205648232204,0.0004073196203569496,-0.2430585389760592,-0.00648308842313785,-0.08347337521791824,-0.00042628577777443187,-0.09187992814481484,0.0002367832335156661,-0.0016692063700232324,-0.03347093495768429,-0.34316228345451805,-0.1489473915190067,-0.006902843091853874,0.004400411462149139,-0.010948046050337244,-0.00019136724278151135,-6.249267781710082e-05,-0.005122868623664349,-0.010627829853252425,-0.007237747849901479,4.94991263702794e-05,-0.0134755487536376,0.0003206086735400022,-4.116932921163552e-06,5.194035447471753e-05,-0.025178063070121482,0.0003844945158714537,0.0007719719641604512,-0.10476026314173167,0.00042770280995342363,0.00037654619613801063,-0.0628765987754907,0.004515239788265708,-0.10742414325854449,-0.0003115335981004829,-0.004992802878732736,-0.11847131221797731,-0.007162295320174067,-0.0039523444767783165,-0.17411590409046512,-0.0463361245683951,-0.0016209565931072857,0.0007820779908116216,8.644308897850577e-05,-0.026252811072242192,-0.11247889541614667,0.0034691477919036604,-0.1319863247933735,-2.014658521140854e-05,-0.004795957288706717,0.00010270591589510412,0.00015486961497387228,0.00078223061157021,-6.99027724923265e-05,-0.0064001701064185955,-1.6267034432162593,-0.028616192518175244
2022-12-01,-0.0001376017393801915,-0.0917019651703349,-0.007663557627766321,-0.023600470559312997,-0.037686103975011,-34.7334338746908,-0.00010473531352510892,-8.754782186567839,-4.017476509143234,-0.02778305573153469,-0.015362572164657029,6.054935347593656e-06,0.00048594150148521115,-0.012165760933812756,0.0009470001903491911,0.00031289707465605854,-0.0805414711968968,-8.994137986611004e-06,-0.05815234503453193,-0.0007046673150491789,-0.23570182816699242,0.004286194196978917,-0.02459851123734152,-0.00963849317591525,-0.0324416561649982,-0.00942121180837512,-0.0019264974072331518,-0.03553828255214059,-0.7365146528398643,-0.017678284958030723,0.00024886827121926413,-0.12841948895151023,-0.11766207305965506,-0.004418948427489604,0.0004655659770570718,-0.298271678923585,-0.00797445673042482,-0.10232369011717997,-0.0005253111778401565,-0.11267819943113265,0.00024328764831984536,-0.002047008524990221,-0.0410640086015875,-0.4534213758392172,-0.1966710382316338,-0.008486777658732354,0.004946458508254848,-0.013425201838044094,-0.00023156648307611852,-7.749020484158624e-05,-0.006295482429687515,-0.013043288004611926,-0.0088648556313751,5.0608480587204676e-05,-0.01649369881743713,0.0003635361192416153,-2.398136313305848e-05,5.2925210489196506e-05,-0.03076189668117014,0.0004363327219552383,0.0008684949322398207,-0.1283198521660133,0.000445851247852839,0.00043439315984272547,-0.07722530333529178,0.005520094446620678,-0.1418963366878753,-0.0008859985565022955,-0.006128796291711136,-0.1564601224851861,-0.008815062630147806,-0.004846587623641792,-0.21372501932212662,-0.05691286554848103,-0.0019960284822621685,0.0008557239652425144,9.467481425411107e-05,-0.034689824958220386,-0.14851855749061285,0.0037251204639384685,-0.1621769098680673,-5.012361245267024e-05,-0.005879576221466759,5.0685662307861e-05,0.00014998690806816353,0.0007668505170472807,-9.629942905831391e-05,-0.00783217466978417,-2.148346137898122,-0.03779036675458812
