course_id,course_code,title,description,skills,credits,url,updated,demand_share,demand_growth,avg_demand_share,avg_demand_growth
60e8d1326a18c200083f8fa9,FS MATH 2," Foundational Studies Math level 2 MOD, ","Real numbers and basic properties. Algebraic operations involving integer exponents, including scientific notation, polynomial operations, and factoring polynomials. Solutions and manipulations of literal equations. Graphical and algebraic solutions of systems of linear equations in two variables. Geometry: Perimeter, area of geometric figures, triangles, rectangles, and circles; volume of sphere, cylinder and pyramid. Applications of problem solving skills are emphasized throughout the course.  
","['ES9A5EB473BC86F9FA36', 'KS123MB69B8LDZ9GQWRT', 'KS124B2711V3TJPKZ0KK', 'KS7G3J2670JX3RBP7Z6C', 'KS125VH73CW012NZH06Z', 'KS127D361PF0FTXDZ7C4', 'KS127PK6V54X2MGM6L8J', 'KS127XV5WPCRMPPHXTKT', 'KS125F678LV2KB3Z5XW0', 'KS128956FG5M1ZX5QPN6']",6.0,,2021-09-29T23:11:05.769Z,0.283105649,-1.5256599741324206,0.1415528245,-0.7628299870662103
6092d256166e430009c9066d,DMD 105,2D Animation,"This is a studio course that investigates the principles, practices, and philosophy of both traditional and 2D digital animation. Students will develop storyboards, drawings, flip books, and short computer animations. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1200Y714QV48TFJ75H', 'ESF80FF10258D686691A', 'KS120HC606XFBV3FV9PQ', 'KS7G86B5WGBXJ6DDGRV1', 'KS120146NT1FXP61MW7L', 'KS123586FGV3X7F7BJR7', 'KSX7GB3HP283AIY4Y0L1', 'KS125366VJLVG874FFNJ', 'KS7G4435Y86B10HMV3H3', 'KS1280B68GD79P4WMVYW', 'KS4405660WJ0NCYJRL8T', 'KS440SC6QY4P4V5XW4FP', 'KS440ZJ6C9XZ1B23LZNV', 'KS47ZFZPB8JBKAM9WK3A', 'KS120HC6RDD45R7DKWV5', 'KS441YB6T2SDZRLXMGRB', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/dmd/,2021-07-16T20:57:05.949Z,0.10877484500000001,0.12619196484869574,0.018129140833333335,0.02103199414144929
6092d257166e430009c90675,DMD 221,3D Animation,"This is a studio course whose primary orientation is the development of the student's portfolio. The course will develop the students understanding of 3D graphics, 3D dimensional modeling with an emphasis on movement, using systems and inverse kinematics and the use of constraints and bones. Advanced modeling will be used such as skins and mesh deformation. Writing assignments, as appropriate to the discipline, are part of the course.","['ESA0CCF8B28EE01393A7', 'KS120146S76B3ZKN68X3', 'KS7G1BR6XS3B87GHVMYH', 'KS120HC606XFBV3FV9PQ', 'KS120165YQ5Y4JGQC03L', 'KS1214G602SVSCGL80S5', 'KS127WH6ZTL4QLJ5VKTW', 'KS122ZM785T0N91VWNWL', 'KS124B2711V3TJPKZ0KK', 'KS125B671DWS78T2HFPD', 'KS1252370R64284LLGP3', 'KS126PX6S187S113884S', 'KS127D361PF0FTXDZ7C4', 'KS127KV6TLRT7GCGHLYP', 'KS1281T750DFP6HMY7QY', 'ESB5D9A022CCBA78A229', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/dmd/,2021-09-28T23:28:10.597Z,0.187532104,-0.6765282591313533,0.06251070133333334,-0.2255094197104511
6092d256166e430009c9066f,DMD 121,3D Modeling,"This is a studio course whose primary orientation is the development of the student's portfolio. The course will introduce students to 3D graphics, principles of perspective and basic principles of 3D modeling. The theory of 3D on the computer will be explored. Writing assignments, as appropriate to the discipline, are part of the course.","['KS120146S76B3ZKN68X3', 'KS1201477MH4F3DJK1RC', 'KS120D96FHL88PZDKZKH', 'KS120165YQ5Y4JGQC03L', 'KS122D7661N3N67Q6VBW', 'KS127WH6ZTL4QLJ5VKTW', 'KS120VN6S8YXTN1HX96T', 'KS124B2711V3TJPKZ0KK', 'KS125216K8MJJVZQNWL1', 'KS1264T6TLZK1C00MQX3', 'KS127D361PF0FTXDZ7C4', 'KS127KV6TLRT7GCGHLYP', 'KS1281T750DFP6HMY7QY', 'KS1227V6GK3GDKLR52KN', 'KSAHPGJ6B7JCPVEIFKCX', 'KS7G7CK623H1CJ6F8LQH', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/dmd/,2021-09-28T23:28:54.476Z,0.191624641,-0.6891448429221152,0.04790616025,-0.1722862107305288
6092d2c4166e430009c908ec,PSYCH 213,Abnormal Psychology,"Abnormal behavior and its social significance; symptoms and dynamics of psychological disorders; neuroses and psychosomatic reactions, sociopathic psychoses; consideration of therapies and theories of prevention. ","['KS12030712HLR96L8W57', 'KS120Z3792ZGTX05NW9S', 'KS121166ZTSL5011K9Q3', 'KS121Z969HJV6236K3Q7', 'ES5C7AC1BFB04459FF95', 'KS1236N6CGJKWB3J2ZND', 'ESBA28BB5F7DEADC0E70', 'KS1209P6PHJHQN2L01PV', 'KS124MY5Z34XHLHMP0H7', 'KS124VN5XNQD9Z4FB2P5', 'KS126D068X1RLGC3K7M5', 'KS127Q9616Z8R2P79W8Y', 'KS1280K694GF1K6X1YNG', 'KS1283P6PKBNKNSSP60F', 'KS124VJ71BKMYXC1PP09', 'KS1286J6C67SMV4H408V', 'KS1235Z78NZ16ZBN53PS']",3.0,https://catalog.ccc.edu/courses-az/psych/,2021-08-27T20:46:13.946Z,0.021271341,-0.20033395692456007,0.00531783525,-0.05008348923114002
6092d2dc166e430009c90974,SOC SER 253,Accounting for Long Term Care,"This course is designed to give students, who will be essentially non-financial managers, the financial knowledge needed to perform the duties of a healthcare administrator in the long-term care setting.","['KS1203W702ND09XHKJR5', 'KS125Z861SBD5N9ZW3T0']",3.0,https://catalog.ccc.edu/courses-az/soc_ser/,2021-05-26T16:07:08.172Z,0.059659033,0.020291305160807543,0.0298295165,0.010145652580403772
6092d2a1166e430009c9081a,MOR SCI 108,Accounting in Funeral Service,"An introduction to basic principles of accounting theory. Applications to funeral home operations are made throughout financial statements and their analysis, worksheets, journalizing, receivables, payables, deferrals and accruals. Inventory cost models for funeral merchandise, is covered along with depreciation models and payroll accounting. Accounting proficiencies will enable the understanding of funeral service records and the funeral directors guidelines of funeral arrangements as prescribed by Federal Trade Commission Regulations rule on funeral industry practices. Blackboard Course (BbOC) computer skills recommended but not required. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1203W702ND09XHKJR5', 'KS1203V5WXB7NG26XSR8', 'KS120496P0NDBPKP322Z', 'KS1203X6ZDCNW2J3RC4X', 'KS120HK5XY6JV257QLTX', 'KS1227P6FBK34WLH6X8Z', 'KS122LD68XKMGFBYPDDG', 'KS122S96LPHBNJR7YJKG', 'KS1204B6FBVM6CXV6RDX', 'KS1234J6HKPLGR5CGQ4S', 'KS123MF6JT9PVPX9HHXS', 'KS1245R5XG6DCV5N132H', 'KS123Y66DNRSJ1QGK9NW', 'KS123YJ6KVWC91BTMB4R', 'KS123ZJ5X02D3GL6CNQT', 'ES666B25F07238B14F96', 'KS123VY5ZW3319SF7RLL', 'KSKT5XYPRYJMTTM14NUA', 'KS1256M6GJBMK89F0H7K', 'KS126DB6T061MHD7RTGQ', 'KS127D361PF0FTXDZ7C4', 'ES750DFF3E0853E95124', 'KS7G27Y6XMZTKKSN6VCG', 'KS120ZH69WYL1431RP7P', 'KS4425C7820LCHZS7VGX']",3.0,https://catalog.ccc.edu/courses-az/mor_sci/,2021-08-26T20:40:22.968Z,0.380109501,0.6458889137336308,0.029239192384615385,0.049683762594894675
6092d2ea166e430009c909cf,THR ART 133,Acting I,"Acting techniques, stressing exercises, improvisations, prepared and general acting situations; theories of method and technical methods explained and presented; survey of acting styles. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1205D6BBWBWKN458V2', 'KS120RT6C2T99H6TZXM9', 'KS121FH715YWMPMF5KX5', 'KS122FQ71WYLBYMNCR2G', 'ESF520D61BA7F0946F97', 'KS123JJ66QG1KPQWWRLL', 'KS4425C7820LCHZS7VGX', 'KS441WR70H19FJWZ44P6']",3.0,https://catalog.ccc.edu/courses-az/thr_art/,2021-09-07T02:04:09.059Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
6092d2ed166e430009c909dd,THR ART 235,Acting II,"Development of fundamentals introduced in Acting I, emphasizing an intensive approach to acting exercises, improvisations, and scene study. Writing assignments, as appropriate to discipline, are part of the course.","['KS1205D6BBWBWKN458V2', 'KS122556LMQ829GZCCRV', 'KS122HK6LN2MZHFY69GJ', 'KS125306Z4G8M5HY8G3T', 'KS1280B68GD79P4WMVYW', 'KS4425C7820LCHZS7VGX', 'KS441WR70H19FJWZ44P6', 'KS128HG6GDZ5W45919B9']",3.0,https://catalog.ccc.edu/courses-az/thr_art/,2021-09-10T22:28:32.426Z,0.462249843,-1.5158506876445612,0.154083281,-0.5052835625481871
6092d2ec166e430009c909d7,THR ART 143,Acting Workshop,"Practical workshop in performance styles, stage techniques, timing, scene study and improvisations; students will cooperate in class-produced one-act plays. Writing assignments, as appropriate to the discipline, are part of the course.","['KS1205D6VV4NJ84K48H1', 'KS4425C7820LCHZS7VGX']",2.0,https://catalog.ccc.edu/courses-az/thr_art/,2021-07-20T15:50:37.946Z,0.027669934,-0.16872485125053063,0.027669934,-0.16872485125053063
