,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs,model,Normalized RMSE
Skill subcat: Machinery,0.0492183231146832,0.0529235769270457,7.528200023655652,14052.270833333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0485474675392992
Skill subcat: Electrical Power,0.0045066861221349,0.003970211495057,-11.90397140024834,1349.9583333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.016413739190051
Skill subcat: Insurance and Warranty Claims Processing,0.0045369930040847,0.0035222808757752,-22.3653007045844,1285.2291666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1247946959418132
Skill subcat: Databases,0.0324307888402229,0.0309660316608872,-4.5165635241009205,9957.625,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.023609091645089
Skill subcat: Instructional and Curriculum Design,0.0169119337617925,0.0143083402030481,-15.395008018695346,4114.9375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1035826088796725
Skill subcat: Special Education,0.0063455036561358,0.0054600552311424,-13.953950276858068,1720.125,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1259455502778213
Skill subcat: Payroll,0.0066381599560006,0.0054300527277064,-18.1994293042325,1923.5208333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1542580042627516
Skill subcat: Human Resources Software,0.0133202421034848,0.0109023449702455,-18.152050949635047,3556.375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0480863470432801
Skill subcat: Accounting and Finance Software,0.011871633618425,0.0123685768355299,4.185971645331392,3937.8958333333335,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1143967706302005
Skill subcat: Safety and Surveillance Technology,0.0059911420770955,0.0062708422098545,4.668561171805798,1892.5833333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0258301239639449
Skill subcat: Engineering Software,0.0081187462596475,0.0078715922442501,-3.044238697615496,2435.395833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0152470393598138
Skill subcat: Networking Software,0.0019821766160522,0.0021098676515669,6.441960543809436,667.4791666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0437496812853655
Skill subcat: Simulation and Simulation Software,0.0022819984404059,0.0019816902557823,-13.159876856453238,575.7083333333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0561420923622688
Skill subcat: Construction Inspection,0.0068459364313444,0.005323033055725,-22.24536249922983,1857.25,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0847930029085448
Skill subcat: Laboratory Research,0.0166138252300652,0.0196457815157537,18.249597812078346,4673.125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.025036432982062
Skill subcat: Other Programming Languages,0.0202545739852447,0.0189019663624953,-6.6780354093587135,6081.541666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0086272929987291
Skill subcat: Software Development Tools,0.0276421329194761,0.0224946463276332,-18.6218864037662,7507.375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1321365116902194
Skill subcat: Scripting Languages,0.0417340011442059,0.0372011626040005,-10.86126040142382,11833.229166666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0204143442457535
Skill subcat: Nuclear Energy,0.0004739528714279,0.0002908584389681,-38.63135841084427,128.54166666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1212489753982981
Skill subcat: Telecommunications Equipment and Installation,0.0010537436531678,0.0011137415008834,5.6937802220902975,353.9791666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0207288401514313
Skill subcat: Natural Language Processing (NLP),0.0015254338982947,0.0013995587286553,-8.251761664672417,405.2291666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0102915269797651
Skill subcat: Writing and Editing,0.0650395052590812,0.0071578264189871,-88.9946481135207,19145.375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0304940938592298
Skill subcat: Health Care Procedure and Regulation,0.0486718321538388,0.0580375226065607,19.24252701874757,13674.083333333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0240244406938382
Skill subcat: Waste Management,0.0021386673407088,0.0018252287886313,-14.655788027960432,609.2916666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0635577291357477
Skill subcat: Software Quality Assurance,0.0376335343807099,0.0324662598643181,-13.730505522331235,10424.395833333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0420819609808868
Skill subcat: Augmented and Virtual Reality (AR/VR),0.0008574638906544,0.0022753731813667,165.36081649224656,189.83333333333331,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.122711802721156
Skill subcat: Air Transportation,0.0020854818901942,0.0007856508862573,-62.32760927096135,532.1666666666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1287012398172199
Skill subcat: Pharmacology and Drug Discovery,0.0048601407270175,0.0046394988801757,-4.539824240381611,1459.1666666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0969263511729155
Skill subcat: Computer Science,0.1076085409988996,0.0967484222718533,-10.09224604871964,31145.3125,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0265984086149192
Skill subcat: Project Management,0.1241614214447251,0.1164747066872174,-6.190904282559063,35743.979166666664,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0573800262364427
Skill subcat: General Accounting,0.0828996091997243,0.0811538037941757,-2.105927183978109,25643.6875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0102518168810439
Skill subcat: Tax,0.0105068555013102,0.0092458775561953,-12.00147793940497,3633.7083333333335,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0436450012250377
Skill subcat: Cybersecurity,0.022075045505988,0.0205118053675239,-7.081480933029376,6631.770833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0376336744087282
Skill subcat: Quality Assurance and Control,0.0960704608754596,0.1012887665699896,5.431748371952453,27104.666666666668,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0629988011285855
Skill subcat: Enterprise Application Management,0.0110266655550449,0.0109860229760323,-0.3685844901136568,3483.145833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0184787640976154
Skill subcat: Data Analysis,0.0841195818529124,0.0772583020389052,-8.156578602595198,24685.39583333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1233298997692205
Skill subcat: Automotive Technologies,0.0042430413814967,0.0033161016812607,-21.846115012647587,1141.8333333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.03127898174161
Skill subcat: Malware Protection,0.0010615875165509,0.00100290133288,-5.528153143847384,321.3125,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0253942792755101
Skill subcat: Cloud Solutions,0.0372452412180716,0.034934290576261,-6.204687004924853,9531.291666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0114448364007886
Skill subcat: Backup Software,0.0022634805476243,0.0023191112052705,2.457748431043,733.875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0234752999195456
Skill subcat: Scripting,0.0159082676366766,0.0156725740826024,-1.4815790094630354,4985.145833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0124708572700072
Skill subcat: Cloud Computing,0.0206136093606804,0.0152002772780325,-26.26096181376953,5121.916666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0282180592937578
Skill subcat: Version Control,0.0167037139767823,0.0155193565543419,-7.090383755891792,4451.145833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0410263082846012
Skill subcat: Data Science,0.0309872601066141,0.0279974542130016,-9.64850032989634,8726.979166666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0589823835733422
"Skill subcat: Extraction, Transformation, and Loading (ETL)",0.0115640611286347,0.0107702731248588,-6.86426675668756,3456.7291666666665,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0477316540062931
Skill subcat: Internet of Things (IoT),0.0031756700071795,0.0029210643219853,-8.01738482331576,942.125,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.100099197586992
Skill subcat: Configuration Management,0.0081230511898959,0.0082843823645939,1.9860908287599663,2636.5,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0842362802736056
Skill subcat: Business Intelligence Software,0.021232604663632,0.0193829082256802,-8.711585164678487,5877.083333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.1061444590795475
Skill subcat: Logistics,0.0091960165305969,0.0084049468391978,-8.602308279536688,2613.270833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0238232810771784
Skill subcat: General Medicine,0.0603598421951441,0.0678565966353357,12.42010278283119,17577.9375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0720374284705736
Skill subcat: Cardiology,0.0075209154387128,0.00815067367881,8.373425352658703,2361.083333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0371352184972692
Skill subcat: Surgery,0.0150106437234724,0.0143843899469144,-4.172064756814637,4601.770833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0300837695738655
Skill subcat: Medical Imaging,0.0121755997685043,0.0155259736320476,27.51711560205853,2909.8541666666665,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1117019384054802
Skill subcat: Physical Abilities,0.1149679253158503,0.1182763641696943,2.877705972996164,34094.541666666664,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0650560741402796
Skill subcat: Initiative and Leadership,0.4208409106985872,0.3472463813061321,-17.487494091363335,123344.97916666669,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0753360052759391
Skill subcat: Biology,0.0088732248696875,0.0085394128564963,-3.7620145786179706,2474.4166666666665,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0187855043096106
Skill subcat: Audio Production and Technology,0.0016279861942555,0.0015634755853439,-3.962601718566882,502.3958333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0562083780948367
Skill subcat: Manufacturing Processes,0.0195719080129383,0.0182606710445567,-6.699586813481777,5536.541666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0800385106497121
Skill subcat: Power Tools,0.0097142388195181,0.0124492462428277,28.154624094832347,2842.458333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0485173400195481
Skill subcat: Infectious Diseases,0.0146663457247495,0.0250048633842396,70.49143565492133,3467.3125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0265872523282623
Skill subcat: Physics,0.0040079499832878,0.0037589624299204,-6.212341830751868,1205.25,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0246746159367443
Skill subcat: HVAC,0.0136781735824454,0.0127916004602414,-6.481663044120369,4176.541666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0076801277761962
Skill subcat: Chemistry,0.0089165978422334,0.0083915956365233,-5.887920650894795,2520.0,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0102729204025598
Skill subcat: Mathematics and Mathematical Modeling,0.0407749610622469,0.0433767327072637,6.380807184695884,13171.729166666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0508328592278766
Skill subcat: Document Management,0.0208444079960301,0.017335629738965,-16.83318738403779,6017.541666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0544146553965325
Skill subcat: Property Law,0.0034200004242836,0.0031604928658806,-7.587939362825081,993.0833333333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0122089015069525
Skill subcat: Architectural Design,0.0076270800785684,0.0098532217446488,29.187338314903943,2008.375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0318738242962857
Skill subcat: Education Administration,0.0055529438296343,0.0037993224830606,-31.580030347420028,1237.7083333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1600154767685078
Skill subcat: Student Support and Services,0.0088946524458304,0.0065603395897409,-26.244003015359745,1662.4166666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1425067704907921
Skill subcat: Language Competency,0.0510816583320671,0.0530620409875613,3.876895778559709,16847.375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0737305690890748
"Skill subcat: Language Interpretation, Translation, and Studies",0.002775357443347,0.0002595625613592,-90.64759885320662,1025.5833333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0192618448396611
Skill subcat: Library and Archiving,0.0041953950226206,0.0040140635143831,-4.322155774600535,1093.4791666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1059180559300093
Skill subcat: Program Management,0.0212217856272208,0.0061742037847266,-70.90629462957602,5863.833333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0346848872280942
Skill subcat: Teaching,0.0810451375901768,0.0855051465967453,5.503117323486509,22422.375,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0617245484868947
Skill subcat: Product Inspection,0.0031048573387702,0.004107677685374,32.29843555391844,1036.7708333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0083057357176784
Skill subcat: Mobile Development,0.00549399157627,0.0040841342772078,-25.66180307140888,1745.6041666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0124852124784711
"Skill subcat: Engineering, Scientific, and Technical Instruments",0.0077700349015904,0.0080695085306516,3.854212147745991,2374.0416666666665,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.1100346350451168
Skill subcat: Systems Administration,0.0142959916949776,0.0137094761379276,-4.102657371129088,4409.395833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0036764612075789
Skill subcat: Engineering Practices,0.0131926169603819,0.0126957345608308,-3.766367211624976,3548.875,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0276839900294596
Skill subcat: Mainframe Technologies,0.0010641298877418,0.0012044351071414,13.184971215999102,368.7291666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0086850728049935
Skill subcat: Safety and Security,0.0182895491631315,0.018353266773212,0.3483826173744336,5862.458333333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0640905955869923
Skill subcat: General Networking,0.0181302988755102,0.0171660682778668,-5.318338127044616,5584.479166666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0546238299519733
Skill subcat: Query Languages,0.0354678184314256,0.0323795805043029,-8.707155003326687,10421.395833333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.010630794456329
Skill subcat: Community and Social Work,0.0186986086928775,0.0219379348042552,17.32388844851111,5280.6875,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0156821574254786
Skill subcat: Occupational Health and Safety,0.1026255162875567,0.1042151730457408,1.548987830404551,27939.20833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0391041335028205
Skill subcat: Billing and Invoicing,0.0558208069985184,0.0541404452310438,-3.0102785284333198,17241.791666666668,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0566618995467634
Skill subcat: Banking Services,0.017923961558947,0.0168874445287775,-5.782856801833004,5449.666666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0354920960344055
Skill subcat: Financial Analysis,0.0254962237549296,0.0241369754813114,-5.331174869985976,7662.541666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.012383987241072
Skill subcat: Account Management,0.0166103570131202,0.0194182191123649,16.904285061584314,6093.4375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0385870817036335
Skill subcat: Marketing Strategy and Techniques,0.1053577415499833,0.101710295821164,-3.461962714044029,33087.041666666664,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0067544884430813
Skill subcat: Internal Controls,0.0115305570261947,0.0109397887237374,-5.123501849175309,3425.9375,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0441058142778025
Skill subcat: Financial Reporting,0.0258082490308446,0.0240121115090064,-6.9595481649745246,7834.770833333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0258735309083155
Skill subcat: Accounts Payable and Receivable,0.0212898815509278,0.0211902466045447,-0.4679920183903491,6768.791666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.012028872442884
Skill subcat: Specialized Accounting,0.005908149859856,0.0053759624806779,-9.007682469162544,1765.5416666666667,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0382552211344475
Skill subcat: Construction Estimating,0.0021105547555342,0.0015258635273452,-27.703201097050407,669.0833333333334,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0050796942311137
Skill subcat: Pharmacy,0.0288770806613646,0.0377298147085443,30.656610171207515,7839.020833333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0761009521221715
"Skill subcat: Welding, Brazing, and Soldering",0.0057801060902405,0.0062691752126681,8.461248198426247,1721.0208333333333,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0465578412980251
Skill subcat: Childhood Education and Development,0.0166509941245785,0.0105592959108639,-36.58459169547514,5685.291666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.350102193301628
"Skill subcat: Elements, Compounds, and Materials",0.004041264912705,0.0052898516334457,30.8959384675667,1047.4791666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0559307745470902
Skill subcat: Music,0.0012526322142547,0.0006057324153112,-51.6432350678764,359.8125,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0375117599383821
Skill subcat: Mergers and Acquisitions,0.0082767104976637,0.0088569559767927,7.0105808254715285,2795.75,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0320956698106829
Skill subcat: Procurement,0.0460213040681466,0.0428768244675574,-6.832660795385044,13185.041666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0818037298617119
Skill subcat: Dermatology,0.0013902791955066,0.0021216600932833,52.6067641766152,443.0416666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0712721066120641
Skill subcat: Theatre and Performance Art,0.0005195646813431,0.0004394033213886,-15.428562185420104,130.10416666666666,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0825354618994002
Skill subcat: General Science and Research,0.1012340022302259,0.0948717030476865,-6.284745285551678,29588.77083333333,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0561449385183087
"Skill subcat: Water Supply, Testing, and Treatment",0.0031374100999006,0.0034619019267963,10.342665337438056,871.6875,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0428977544213589
Skill subcat: Marketing Software,0.0020090117538175,0.002698772995489,34.333360188700944,829.6458333333334,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0037261865935929
Skill subcat: Personal Attributes,0.3470448261825568,0.3384513288670611,-2.47619231498793,105504.39583333331,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.122685851125983
Skill subcat: Communication,0.4804998495695234,0.4140577248871868,-13.827709778028376,147280.85416666666,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0775886396340773
Skill subcat: Signal Processing,0.0012372892503882,0.0010643769857245,-13.9750882511465,346.75,predicted job posting shares 15_52_07_17_04_2023 ARIMA for presentation lvl subcategory,0.0751854814789782
Skill subcat: Physical Therapy,0.0170970191330461,0.0995538392603938,482.2876987250393,5083.416666666667,predicted job posting shares 16_10_03_17_04_2023 VAR for presentation lvl subcategory,0.0565940920173785
