,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs
Pulleys,0.0002948433468022,5.4525687651147015e+96,1.849310430183333e+102,86.72916666666667
Family Counseling,0.000505353372571,2.32092112673236e+96,4.592669709365164e+101,124.25
Apache Oozie,0.0001166106906012,1.4500089514235727e+91,1.2434614218884072e+97,59.333333333333336
AWS Elastic MapReduce (EMR),0.000189348240421,1.4500089514235727e+91,7.657895041430536e+96,62.25
Java Enterprise Edition,0.000321881095009,1.4500089514235727e+91,4.504796876570305e+96,146.79166666666666
Energy Conservation,0.0004118988421274,2.213315237278578e+84,5.373443697600881e+89,123.0
Compressed Air,0.0004508776985209,1.95434048558815e+84,4.3345246216420667e+89,124.9375
Chemical Hazards,0.0002454165866443,1.9268191084861378e+82,7.851217942652002e+87,68.97916666666667
Cash Or Share Options,0.0005383125558956,3.529349095872879e+82,6.556319478747879e+87,159.41666666666666
Jest (JavaScript Testing Framework),0.0005742137094847,1.9268191084861378e+82,3.3555783790241916e+87,157.0625
LESS,0.0010012738064734,1.9268191084861378e+82,1.9243678362790828e+87,358.6041666666667
Zabbix,9.949417693486726e-05,1.2802352487332083e+81,1.286743896149118e+87,73.54166666666667
Automobile Dealership,0.0001527594771924,1.2802352487332083e+81,8.380725518723507e+86,69.0
Network Storage,0.0001944460277139,1.2802352487332083e+81,6.58401338296761e+86,70.77083333333333
Steam Turbine,0.0002534616090047,1.2802352487332083e+81,5.051002610456358e+86,75.22916666666667
Release Notes,0.0003592197020071,1.2802352487332083e+81,3.563933830967613e+86,115.45833333333333
Nginx,0.0003638838018912,1.2802352487332083e+81,3.5182529205188257e+86,159.1875
Database Architecture,0.0004026957071998,1.2802352487332083e+81,3.1791628910958605e+86,142.77083333333334
Technology Integration,0.0004620056495444,1.2802352487332083e+81,2.77103808145137e+86,111.35416666666667
Autoclaves,0.0004849832624788,1.2802352487332083e+81,2.639751405419215e+86,135.9375
Codebase,0.0004889430133203,1.2802352487332083e+81,2.618373131133266e+86,120.20833333333333
Product Backlog Grooming,0.0005603212896796,1.2802352487332083e+81,2.2848234973639247e+86,147.60416666666666
BigQuery,0.0005812780276827,1.2802352487332083e+81,2.202449065272506e+86,107.3125
Materials Science,0.000692908341846,1.2802352487332083e+81,1.8476256835391696e+86,204.35416666666666
Enterprise Application Integration,0.0007394085648177,1.2802352487332083e+81,1.7314314570441151e+86,266.3541666666667
Prometheus (Software),0.000874819847434,1.2802352487332083e+81,1.4634273016191422e+86,160.1875
Apache Airflow,0.0008780162518909,1.2802352487332083e+81,1.45809971737549e+86,158.85416666666666
Illustration,0.0006253178108425,9.684105293889621e+79,1.5486693527635302e+85,189.5625
Financial Systems,0.0029512253414835,4.2783480633242696e+80,1.4496853233083387e+85,819.5416666666666
Academic Record-Keeping,0.0002677512916113,1.89567297549153e+79,7.079976959526743e+84,59.666666666666664
Diagnosis Codes,0.0002775595667982,1.89567297549153e+79,6.8297879167313345e+84,72.0625
Mathematics Education,0.0009776480932039,1.89567297549153e+79,1.9390136273668007e+84,197.0625
Account Closures,0.0003595502258454,1.6206353904826618e+78,4.5073963913445165e+83,102.33333333333333
