,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs
Algorithm Design,0.0002456265783708,6975.691273867898,2839957741.751691,72.625
Solid-State Drives,0.0002988123203439,0.1498594558523861,50051.69912670081,56.395833333333336
Financial Sales,0.0003234687482367,0.0192643682706564,5855.557801385992,118.375
Instructional Strategies,0.000732259816364,0.0088211111589781,1104.6422542723826,182.75
Brand Loyalty,0.0012336690667868,0.0116345172905135,843.0825173250576,330.875
Inventory Forecasting,0.0002246974386045,0.0006989616371486,211.0679149213061,63.270833333333336
Strong Academic Record,0.0004750228165115,0.001105018407942,132.62428025186202,159.10416666666666
Information Systems,0.0117526951445231,0.0181321276903006,54.28059238608254,3372.0416666666665
Furniture Assembly,0.0004473321160962,0.0004650651043809,3.964166141133156,119.60416666666667
Valves (Piping),0.0025253312456745,0.0025479752629119,0.8966751302897804,743.125
Landscape Architecture,0.0002111965261479,0.0001928698307936,-8.677555302905823,73.4375
Articulate Storyline,0.0002793357629785,0.0002421500248326,-13.312200968968705,67.72916666666667
Organizational Architecture,0.0012625977391165,0.0010748972541789,-14.866214244050772,354.7916666666667
Team Effectiveness,0.0007244730787613,0.0004752543040028,-34.400004922834796,220.14583333333334
Logo Design,0.0008617424380184,0.0005475710911312,-36.45768538562932,435.8958333333333
Microsoft Teams,0.0036288943655563,0.0021143422602256,-41.73591052156524,733.1875
Blogs,0.0018512994421119,0.0009473164654596,-48.82964668433469,549.4791666666666
Team Foundation Server,0.0013032692156872,0.0006175884520372,-52.612365534042624,615.2291666666666
Medical Records Filing,0.0004269124269094,0.0001729046533865,-59.49880057644842,107.04166666666667
Human Capital,0.0012751790250911,0.0004219209428807,-66.91280717618785,328.7708333333333
Strategic Sourcing,0.0020682957808166,0.0006091122739277,-70.55004029998013,536.375
Medical Ventilators,0.0006808182922988,0.0001110867542286,-83.68334760020728,215.02083333333334
Technology Strategies,0.0012417130541639,0.0001635086697027,-86.83200847777206,346.3541666666667
Account Management,0.0114186614321882,0.0013815336631059,-87.90108918361064,4112.0625
Security Testing,0.0004191453544197,3.892438492674885e-05,-90.71339225967587,123.625
Orthopedics,0.0025787993941506,0.0001998017519781,-92.25214057241897,877.8541666666666
Relational Databases,0.0064074724955709,0.0003825645136559,-94.0294006112341,2015.0208333333333
Equipment Calibration,0.0003545709447736,4.406268287471814e-06,-98.75729572532083,95.97916666666667
Hydraulics,0.0040147271284803,-0.0001622318477143,-104.04091841170062,1185.625
Technical Sales,0.0016142405298114,-6.608097067944832e-05,-104.09362604017687,591.6875
Safety Culture,0.001259014257042,-0.0001662365006809,-113.20370279773203,330.875
Risk Mitigation,0.0047908778186042,-0.0006527824584664,-113.62552924918018,1322.8125
Ecology,0.0004881053583225,-8.917454182276021e-05,-118.26952732689342,96.3125
Raiser's Edge NXT,0.0005960345781143,-0.0001362695766652,-122.8626965060185,186.25
Daily Production Reports,0.0001539949146618,-0.0001498883970253,-197.33334204865227,62.5
