,July 2022 actual,July 2024 predicted,Percent change,Monthly average obs
"Skill subcat: Welding, Brazing, and Soldering",0.0058693437659444,0.1994305337245793,3297.8335854466723,1735.6041666666667
Skill subcat: HVAC,0.0143724949166365,0.4692941485530353,3165.2239661592525,4188.3125
Skill subcat: Appliance Repair and Maintenance,0.0027870002196757,0.0837350436949288,2904.4864404306486,810.2916666666666
Skill subcat: Clean Energy,0.0009903875499921,0.0224731070782756,2169.122534754689,223.85416666666666
Skill subcat: Energy Management,0.002759021092011,0.0477604524246622,1631.0651434654487,805.1458333333334
Skill subcat: Metal Fabrication,0.0034174707910001,0.0528024148765311,1445.0728947145974,1085.75
"Skill subcat: Elements, Compounds, and Materials",0.0038198268136782,0.0556652087404143,1357.2704851718913,1025.9791666666667
Skill subcat: Plumbing,0.0123120924713121,0.151284636414666,1128.7483769892738,3507.0208333333335
Skill subcat: Roads and Drainage,0.0014653565411276,0.0166861604162146,1038.709928122647,459.0833333333333
Skill subcat: Waste Management,0.0021572047230068,0.024268972381101,1025.0194347467364,616.5208333333334
Skill subcat: General Construction and Construction Labor,0.0205691102204971,0.2277102686856827,1007.0496790802823,6182.916666666667
Skill subcat: Roofing,0.0035749526554122,0.0393729906821697,1001.3569822403676,1225.375
Skill subcat: Electrical Construction,0.0020896564563376,0.0227962081879506,990.9069822847331,614.8333333333334
"Skill subcat: Water Supply, Testing, and Treatment",0.0031122762266276,0.0336326853252481,980.645896321735,883.5416666666666
Skill subcat: Natural Gas,0.0006518511996242,0.0070285025024471,978.2372582115544,175.02083333333334
Skill subcat: Agricultural Research and Agronomy,0.0004213884429796,0.0045123666540867,970.8330352347014,140.85416666666666
Skill subcat: Oil and Gas,0.0042018542815101,0.0413829274154577,884.8729785218811,1358.1666666666667
Skill subcat: Insulation,0.0004551446660586,0.0043543651182094,856.6991426960444,120.10416666666667
Skill subcat: Equipment Repair and Maintenance,0.0180551456864978,0.1560337438804297,764.2065070519845,4912.916666666667
Skill subcat: General Repairs and Maintenance,0.0157755443681628,0.1292759839699021,719.4708274587256,4273.0
Skill subcat: Environmental Geology,0.0008559023304254,0.0066700730360075,679.3030581763161,239.02083333333334
Skill subcat: Power Tools,0.0099729394939458,0.0776015227566142,678.1208619958358,2881.8333333333335
Skill subcat: Construction Management,0.0141864604341264,0.1033606857530158,628.5868538735381,4319.895833333333
Skill subcat: Electromechanical Engineering,0.0020563878611489,0.0140109778321006,581.339259816127,627.8958333333334
Skill subcat: Basic Electrical Systems,0.0141154602055381,0.0918238870663874,550.5199669675733,3948.7708333333335
Skill subcat: Optical Engineering,0.0008042768007631,0.0050328221463527,525.7574682718121,224.3125
Skill subcat: Radio Frequency (RF),0.0019441066402041,0.0121412301426598,524.514617232374,715.2916666666666
Skill subcat: Drafting and Engineering Design,0.0220619573141447,0.1346999175472981,510.5528880746099,6476.25
Skill subcat: Materials Science and Engineering,0.0043529582977807,0.0237226738501544,444.9782016576888,1145.2916666666667
Skill subcat: Energy Efficiency,0.0007045767932756,0.0036612488999834,419.63802028763075,211.25
Skill subcat: Construction Painting,0.0068758422585642,0.0338984571028496,393.0080683661322,1895.8958333333333
Skill subcat: Machinery,0.0498612416120834,0.2394627964640309,380.2583905291267,14250.104166666666
Skill subcat: Training Programs,0.0102652140259198,0.0478555319996912,366.1912735463221,2774.9583333333335
Skill subcat: Insurance and Warranty Claims Processing,0.004484522645293,0.0200981990915354,348.1680812255608,1298.7916666666667
Skill subcat: Economics,0.0169572880012732,0.0757838427219236,346.9101587248711,5056.0625
Skill subcat: Automation Engineering,0.0092505420772514,0.0403977430713626,336.70676522522155,2649.2291666666665
Skill subcat: Hepatology,0.0009534268635344,0.0041047638488158,330.52739604999584,236.375
Skill subcat: Concrete and Masonry,0.002314226454144,0.00991055811994,328.244958577564,634.8958333333334
Skill subcat: Production and Assembly,0.0091191492763303,0.0387369044553179,324.78638392139885,2864.8958333333335
Skill subcat: Electrical Power,0.0046135469245787,0.0195638771816455,324.0528491737848,1371.25
Skill subcat: Mechanical Engineering,0.0178728041830695,0.0750313579989143,319.80741930798865,5019.770833333333
Skill subcat: Automotive Technologies,0.0042727714615572,0.0176727357838486,313.6129428604594,1143.2708333333333
Skill subcat: Telecommunications Equipment and Installation,0.0010632487334743,0.0041439049762002,289.73994002884587,359.6041666666667
Skill subcat: Ecology,0.0011202947206941,0.0042610333982906,280.34932411808524,202.375
Skill subcat: Networking Hardware,0.0069776561997749,0.0261996933383424,275.4798543841642,1945.3333333333333
"Skill subcat: Fire Prevention, Safety, and Control",0.0074545140979864,0.0279694874314535,275.2020193912916,2025.0625
Skill subcat: Construction Estimating,0.0020591271397237,0.0077257467082055,275.19522515944124,676.2291666666666
Skill subcat: Agile Software Development,0.0468086405587617,0.1751259876151448,274.13175329306694,12681.333333333334
Skill subcat: Vehicle Repair and Maintenance,0.0214163933240085,0.0798913315082649,273.0382156303789,6055.708333333333
Skill subcat: Air Quality and Emissions,0.0008414602004799,0.0029680963870262,252.73164260572764,160.70833333333334
Skill subcat: Construction Inspection,0.0069249207654878,0.0233374230187994,237.00635442802042,1886.3541666666667
Skill subcat: Manufacturing Processes,0.0196239363100185,0.0641675835195619,226.98630135077832,5617.291666666667
Skill subcat: Electronics Engineering,0.0048444966403111,0.0153242894547469,216.32366771055936,1466.5208333333333
Skill subcat: Green Architecture,0.0004169595521492,0.0013010056405744,212.0220256061823,94.64583333333333
Skill subcat: Electronics Manufacturing,0.0004513535789469,0.0013923763785411,208.48905237215538,132.6875
Skill subcat: Circuitry,0.0027216906073122,0.0082945272693728,204.75643510281444,908.9375
Skill subcat: Power Generation,0.0009996437611318,0.0029015479232222,190.25819357258405,253.0
Skill subcat: Contract Management,0.0286257618473191,0.0808472914864,182.42843602770918,8588.791666666666
Skill subcat: Nuclear Energy,0.0004513308426079,0.001220855814541,170.50130398503157,129.64583333333334
Skill subcat: Regulation and Legal Compliance,0.1508366308549703,0.4079788038142262,170.4772716691734,46648.5
Skill subcat: Transportation Operations,0.0118162204442764,0.0319288098827196,170.21169783765706,3699.3125
Skill subcat: Heavy Equipment Operation,0.0279111126871892,0.072591777936385,160.08199225143605,9166.208333333334
Skill subcat: Road and Bridge Construction,0.0007945387906714,0.002001787460427,151.94332661032857,238.41666666666666
Skill subcat: Telecommunications,0.0136550056515194,0.0328468969505537,140.54839513668605,4239.020833333333
Skill subcat: Facility Management and Maintenance,0.0134172888977679,0.0297163113864383,121.47776359933566,3760.0625
Skill subcat: Geospatial Information and Technology,0.0027040936986009,0.0058381506914896,115.9004584238432,805.0208333333334
Skill subcat: Groundskeeping and Yard Care,0.0091436873141165,0.0196106849592525,114.47239265254079,2481.5833333333335
Skill subcat: Architectural Design,0.0075206285112937,0.0156787398807078,108.47645721581772,2031.6875
Skill subcat: Network Protocols,0.0116002639699821,0.0219341032876802,89.08279453328721,3749.9791666666665
Skill subcat: Product Inspection,0.0030393089843955,0.005729614853924,88.51702420981674,1048.0833333333333
Skill subcat: Sea and Waterway Transportation,0.0001505671594602,0.0002677426252605,77.82272457047544,47.770833333333336
Skill subcat: Landscaping and Horticulture,0.0048779697158078,0.0086589831967175,77.51203269378144,1359.0625
Skill subcat: Surveying and Cartography,0.0013800223711004,0.0024343383186428,76.39846785249657,387.6041666666667
Skill subcat: Carpentry,0.0076331281246826,0.0132823076096534,74.00870773678655,2315.8958333333335
Skill subcat: Agriculture and Crop Farming,0.0023466589060983,0.0038400467671814,63.638897719741436,663.3333333333334
Skill subcat: Physical Abilities,0.1097524928235464,0.1762353598269224,60.57526830872373,33999.708333333336
Skill subcat: Rail Transportation,0.0004800875494516,0.0007643058006146,59.20133764928086,135.41666666666666
Skill subcat: Backup Software,0.0023675886920955,0.0036338871039961,53.48472967996089,752.2916666666666
Skill subcat: Hazardous Materials Management,0.0052428584895989,0.0078496391107251,49.720598530318696,1532.5625
Skill subcat: Electrical and Computer Engineering,0.0181088521877139,0.0254624616655668,40.60781656190232,4876.875
Skill subcat: Property Management,0.0055716508889033,0.0069782107434883,25.244938755699053,1801.5
Skill subcat: Occupational Health and Safety,0.1006565045555513,0.1223822073624742,21.58400284497532,28043.520833333332
Skill subcat: Wireless Technologies,0.00422311404435,0.0051131627793771,21.075649998556734,1215.4583333333333
Skill subcat: Government Assistance,0.0024364122165867,0.0028774403891624,18.101541667426034,508.8125
Skill subcat: Safety and Surveillance Technology,0.0060117092602316,0.0070703582332468,17.609783294384002,1915.125
Skill subcat: Pulmonology,0.0051386791910326,0.0059665059389717,16.109718415263664,1548.0416666666667
Skill subcat: Material Handling,0.0378864321301807,0.0426651403764366,12.613244313520722,12472.020833333334
Skill subcat: General Networking,0.0178614333616584,0.0193415240062574,8.286516622883033,5683.520833333333
Skill subcat: Insurance,0.0054484323386102,0.0057865887889567,6.2064907725872125,2115.4166666666665
Skill subcat: Eye Care,0.0040473313324721,0.0041794178854235,3.2635468189040466,1121.125
Skill subcat: Customer Service,0.294853594479653,0.3026898102636828,2.6576633050239367,94950.97916666667
Skill subcat: Mathematics and Mathematical Modeling,0.0403415478319987,0.0412935059477386,2.3597461349383613,13348.375
Skill subcat: Basic Technical Knowledge,0.0962293334838812,0.0980299082152067,1.8711287568328663,33302.125
Skill subcat: Engineering Software,0.0082671809820349,0.0083059556423199,0.4690191296073007,2468.3125
Skill subcat: Property Law,0.0035014404264334,0.0034998281545678,-0.04604596021193523,1007.6666666666666
Skill subcat: Student Support and Services,0.0093750269848098,0.0092973447441456,-0.8286081820358137,1704.8125
Skill subcat: Environmental Engineering and Restoration,0.0011311186842767,0.0011046015217785,-2.3443306937464783,298.875
Skill subcat: Plant Operations and Management,0.0148822657596852,0.0142906212620399,-3.9755001503065173,4606.3125
Skill subcat: Cleaning and Janitorial Services,0.0487814696077991,0.0463184710104257,-5.049045502679187,14827.979166666666
Skill subcat: Safety and Security,0.0178120997677291,0.0165032144859451,-7.348293007853919,5698.166666666667
Skill subcat: Financial Accounting,0.0137539749100156,0.01267800378055,-7.822983075838544,4557.395833333333
