,July 2023 actual,July 2025 predicted,Percent change,Monthly average obs
Skill subcat: Microsoft Windows,0.0,3.592106206602861e-05,inf,0.6527777777777778
Skill subcat: Sea and Waterway Transportation,0.0,4.813132745100791e-05,inf,0.3055555555555556
Skill subcat: Hardware Description Languages (HDL),0.0,1.4245465466051524e-05,inf,0.1527777777777778
Skill subcat: Signal Processing,0.0,1.2556558498787724,inf,0.25
Skill subcat: Child Care,0.0,2.1186626535470068e-05,inf,0.2361111111111111
Skill subcat: Mining Engineering,0.0007866107069586,171.22808641134964,21767730.63040121,0.6111111111111112
Skill subcat: Automotive Technologies,0.0010756373201747,0.5889936921563049,54657.64749968356,1.4444444444444444
Skill subcat: Literature and Literary Studies,0.0001457738370468,0.0307101368863159,20966.974368285686,0.9444444444444444
Skill subcat: Digital Design,6.253897136552025e-05,0.0091775271928989,14574.893098671539,11.930555555555555
Skill subcat: Mobile Development,0.0001351358062413,0.0076389078314587,5552.763722605526,2.638888888888889
Skill subcat: Web Content,8.975049362771494e-06,0.0004629538164242,5058.231422598437,1.1805555555555556
"Skill subcat: Welding, Brazing, and Soldering",9.539612744060038e-05,0.0017096744058601,1692.1842864372568,2.3472222222222223
Skill subcat: Legal Proceedings,0.0015770806174519,0.0234901864122848,1389.4727734488333,12.152777777777779
Skill subcat: Insulation,0.0003324395838585,0.0045970571190093,1282.8248326065757,4.375
Skill subcat: Rail Transportation,0.0001570621198827,0.0018709037099901,1091.187099338378,0.4722222222222222
Skill subcat: Pharmacy,0.0029491972955404,0.0338157040550139,1046.6070481669026,26.416666666666668
Skill subcat: Administrative Support and Clerical Tasks,0.0694924484129946,0.7254680264659729,943.9523186095073,529.5694444444445
Skill subcat: Mathematical Software,2.7743715007903933e-05,0.0002378421997803,757.2831710264501,0.8472222222222222
Skill subcat: Financial Accounting,0.0073570536368976,0.0612477157819979,732.5033200087621,39.013888888888886
Skill subcat: JavaScript and jQuery,1.4036434195919188e-05,0.0001163755152921,729.0960059210325,1.9861111111111112
Skill subcat: Emergency Services,0.0028397172107426,0.0230410795699846,711.3864113940855,34.19444444444444
Skill subcat: Communication,0.4308349550833455,3.4632986529443928,703.8573964534547,3606.9305555555557
Skill subcat: Other Programming Languages,0.0002041339536013,0.001517124574065,643.2005050115966,4.472222222222222
Skill subcat: Orthopedics,0.000214539706415,0.0013478381806922,528.2464925560106,1.4583333333333333
Skill subcat: Electronic Hardware,0.000420334663149,0.0024691198454109,487.4176131259601,2.7083333333333335
Skill subcat: Telecommunications Equipment and Installation,3.7292624522437374e-05,0.0002187139474927,486.4804376026397,0.5277777777777778
Skill subcat: Cloud Computing,0.0017853558028656,0.0102461874200923,473.90170651959534,8.652777777777779
