,July 2023 actual,July 2025 predicted,Percent change,Monthly average obs
Skill subcat: Ground Passenger Transportation,0.0025622148906775,0.0380596695921688,1385.4206698527569,242.83333333333334
Skill subcat: Law Enforcement and Criminal Justice,0.0083813499243047,0.0797098426159076,851.0382377039361,1600.4833333333333
Skill subcat: Aerospace Engineering,0.0017505138347283,0.0153778485116111,778.4762625996567,306.23333333333335
Skill subcat: Endocrinology,0.0023598989251925,0.0171005359956006,624.6300175421999,635.0166666666667
Skill subcat: Roads and Drainage,0.0021859762190903,0.0125712808278134,475.0877213588799,490.26666666666665
Skill subcat: Dictation,0.0070153967148139,0.0328003227509008,367.5476538858987,1579.7333333333333
Skill subcat: Geriatrics,0.0098446410668721,0.0410384734116717,316.861042803978,2123.6666666666665
Skill subcat: Mobile Development,0.003006230978361,0.0117495400127329,290.8395628049432,1652.7666666666667
"Skill subcat: Language Interpretation, Translation, and Studies",0.0033195977298143,0.011674898730329,251.69618973628172,1017.1666666666666
Skill subcat: Solar Energy,0.000441374651356,0.0014821868893877,235.81151179255443,100.45
Skill subcat: Neurology,0.0056498733767174,0.0182913143331228,223.7473322588006,1238.0666666666666
Skill subcat: Orthopedics,0.0070693231657238,0.0226987770447619,221.08840567395197,1576.55
Skill subcat: Firmware,0.0014613916020861,0.0044090512897676,201.7022462339177,388.5
Skill subcat: Electrical Power,0.0070844247281574,0.0202112040541618,185.2906880897663,1499.5833333333333
Skill subcat: Medical Imaging,0.0165847192701776,0.0465465435201887,180.65921865730954,3328.616666666667
Skill subcat: Energy Efficiency,0.0010633533963025,0.0028904550636389,171.8245010256807,230.81666666666666
Skill subcat: Natural Gas,0.0009398265885388,0.0023114444392112,145.9437163620716,199.58333333333334
Skill subcat: Animal Care,0.0016023425863098,0.0037108058368353,131.5862954988482,488.2
Skill subcat: Conservation,0.0006171889376168,0.0013479656867459,118.40405823715918,141.21666666666667
Skill subcat: Health Care Administration,0.0394168265539332,0.0857931718597489,117.65621274041413,10713.166666666666
Skill subcat: Environmental Geology,0.0011204954090262,0.002383489957633,112.7175121319277,267.25
Skill subcat: Regulation and Legal Compliance,0.1609603476133923,0.3373827288438686,109.60611345983295,47668.333333333336
Skill subcat: Appliance Repair and Maintenance,0.002677103143667,0.0054620365258196,104.02787015288094,840.8666666666667
Skill subcat: Automation Engineering,0.0114209505435507,0.0224807469843929,96.83779295487413,2823.85
Skill subcat: Alternative Therapy,0.0049498576076144,0.0095670624746362,93.27954929287505,1133.4166666666667
Skill subcat: Geological Engineering,0.0015649396464323,0.0030096108182839,92.31481706947075,358.43333333333334
Skill subcat: Pediatrics,0.0173735998350904,0.0332513242397066,91.38995116341462,4529.066666666667
Skill subcat: Health Care Procedure and Regulation,0.0582768165358019,0.1098901988478565,88.5658918591518,14665.55
Skill subcat: Water Energy,7.711781177544373e-05,0.0001432516803187,85.75693088365739,11.266666666666667
Skill subcat: Environment and Resource Management,0.0074637302961648,0.0137695316025322,84.48592133088736,1938.2166666666667
Skill subcat: Hematology,0.010004343876876,0.0184407364640722,84.32729513322752,2319.3
Skill subcat: Urology,0.0020562565029951,0.0036931768524959,79.60681690812876,417.95
Skill subcat: Architectural Design,0.0070738364168885,0.012680285916552,79.25613725358883,2117.733333333333
Skill subcat: Military Operations,0.0029237596031021,0.0052130366868,78.2990872871006,514.1666666666666
Skill subcat: Agricultural Research and Agronomy,0.0006552441525629,0.0011680705563526,78.26493403777022,150.15
Skill subcat: Specialized Accounting,0.0061022906934403,0.0107768893134652,76.60399766025392,1805.1833333333334
"Skill subcat: Elements, Compounds, and Materials",0.0043939469155769,0.007741483684466,76.18518915241805,1097.1833333333334
Skill subcat: Environmental Regulations,0.0034507954788825,0.0059596781336292,72.70447263826753,910.65
Skill subcat: Laboratory Research,0.0196029332477368,0.0336788880766425,71.80535000051995,5064.233333333334
Skill subcat: Marine and Naval Engineering,2.9974694658292475e-05,5.097374360970207e-05,70.05592280687411,5.416666666666667
Skill subcat: Computer-Aided Manufacturing,0.0032478531932836,0.0053338528281962,64.22702969537984,876.7833333333333
Skill subcat: Animal Health and Veterinary Medicine,0.0023303266253402,0.0037711495196524,61.829225081349136,664.2666666666667
Skill subcat: Medical Science and Research,0.0176958952184821,0.0283629909792091,60.28005720550368,4540.9
Skill subcat: Child Care,0.0004518779716365,0.0007110726168172,57.359433619216446,165.81666666666666
Skill subcat: Data Collection,0.0174831574836556,0.0273281025796061,56.31102451118568,4703.1
Skill subcat: First Aid,0.0219484395206339,0.034034388441438,55.06518542897779,5240.683333333333
Skill subcat: Community and Social Work,0.0223663123055473,0.0346177778668213,54.776421762810614,5637.466666666666
Skill subcat: Construction Estimating,0.0027197408671928,0.0041850683085263,53.87746527653378,699.7
"Skill subcat: Ear, Nose, and Throat",0.001417284257001,0.0021687111239622,53.01878315866103,431.06666666666666
Skill subcat: Instructional and Curriculum Design,0.0166194496842063,0.0252330291015878,51.82830708027058,4249.566666666667
Skill subcat: Nephrology,0.0037240573420346,0.0056310810630332,51.20822656175098,884.8333333333334
Skill subcat: Disaster Management,0.0057716301228688,0.0086178906248853,49.314672656150044,1487.05
Skill subcat: Web Analytics and SEO,0.0059585129660734,0.0088542656262758,48.59857948938344,2796.0666666666666
Skill subcat: Performance Management,0.0333600800385206,0.0494432700798306,48.21088565356822,9432.166666666666
Skill subcat: Energy Management,0.0035694176368159,0.0052226381890025,46.31625436975641,867.9166666666666
Skill subcat: Facility Management and Maintenance,0.0131281162563025,0.0191442585624076,45.826394195868666,3841.233333333333
Skill subcat: Circuitry,0.0037584052306758,0.0054730022188618,45.62033317194212,958.6833333333333
Skill subcat: Nuclear Medicine,0.0008792112085771,0.0012575606663091,43.03282920429484,172.48333333333332
Skill subcat: Cryptocurrency,0.0004927136366662,0.0007046673244255,43.01762159322837,96.28333333333333
Skill subcat: Dance,0.0002540253766608,0.0003580035179807,40.93218665265164,58.61666666666667
Skill subcat: IT Automation,0.0130293807142735,0.0183409696916476,40.7662428004374,5015.983333333334
Skill subcat: Employee Training,0.0363811858484465,0.0501510249341904,37.848791249150246,10215.5
Skill subcat: Manufacturing Design,0.0019567729665225,0.0026626107376222,36.07152097742271,563.95
Skill subcat: Literature and Literary Studies,0.0010130546788168,0.0013775731564229,35.982112834406955,243.73333333333332
Skill subcat: Insulation,0.000379749828392,0.0005161495420809,35.91830818369724,117.78333333333333
Skill subcat: Document Management,0.0212971290294421,0.0288362158939071,35.399545422496296,6300.683333333333
Skill subcat: Mechanical Engineering,0.0192467106845581,0.0256268091968879,33.149033187518306,5236.15
Skill subcat: General Medical Tests and Procedures,0.0414853374640284,0.054925653230867,32.39774963501883,9012.016666666666
Skill subcat: Criminal Investigation and Forensics,0.0036050782957113,0.0047707926019792,32.33533950301901,780.6666666666666
"Skill subcat: Policy Analysis, Research, and Development",0.0396665366515075,0.0524747469429968,32.289711612628345,9006.583333333334
Skill subcat: Hospitality Services,0.01077393100957,0.0142415456099545,32.18523115940109,2857.5666666666666
Skill subcat: Cost Accounting,0.0123911785948157,0.0163534757839225,31.976757971711994,3733.2833333333333
Skill subcat: Interior Design,0.0014004750390787,0.0018389109560261,31.306228580541106,437.21666666666664
Skill subcat: Cash Register Operation,0.044566892194966,0.0584081723399002,31.057315112714157,14242.516666666666
Skill subcat: Mortgage Lending,0.005264830667434,0.0068915872319418,30.89855433661377,2258.55
Skill subcat: Obstetrics and Gynecology (OBGYN),0.0063469746056152,0.0082833574882466,30.508754216824364,1752.9166666666667
"Skill subcat: Welding, Brazing, and Soldering",0.0064093477065635,0.0083622929872862,30.470265776387567,1797.7
Skill subcat: Electrical Construction,0.0025871597561411,0.0033605933512112,29.89508449310921,652.8833333333333
Skill subcat: Infectious Diseases,0.019026656351105,0.0244200569512268,28.346549706872555,4032.1833333333334
Skill subcat: Business Solutions,0.0368834781067614,0.0472901247081648,28.2149274840099,13012.25
Skill subcat: Concrete and Masonry,0.0024008406694715,0.003075174762242,28.087415435150138,655.45
Skill subcat: Environmental Engineering and Restoration,0.0015491614224469,0.0019832892700624,28.02340939589079,337.85
Skill subcat: Biology,0.0095508842358763,0.012086320365094,26.546611461311166,2632.6
Skill subcat: Biotechnology,0.0027782258699463,0.0034840024078689,25.40385738817708,850.2833333333333
Skill subcat: Civil and Architectural Engineering,0.0090546647590558,0.0112533225283993,24.282044977364475,2165.1666666666665
Skill subcat: Cannabis,0.0015584217632289,0.0019343433120398,24.12193911050285,285.25
Skill subcat: Vehicle Repair and Maintenance,0.0226020059198789,0.0278967740907314,23.42609850480417,6234.25
Skill subcat: Oral and Dental Care,0.0084303462129864,0.0103179083710091,22.390090636076547,2088.633333333333
Skill subcat: Data Visualization,0.0068293416783864,0.0083566632756569,22.364111640572766,1955.75
Skill subcat: Machinery,0.0491385493526058,0.0598764096277491,21.852212604183997,14642.133333333333
Skill subcat: Urban and Regional Planning,0.0021899871854906,0.0026504116694531,21.024072059095445,621.9
Skill subcat: Cardiology,0.0100602603460646,0.0121542219603409,20.814189118827542,2496.2
