,Skill cat: Information Technology,"Skill cat: Maintenance, Repair, and Facility Services",Skill cat: Architecture and Construction,Skill cat: Design,Skill cat: Engineering,Skill cat: Media and Communications,Skill cat: Business,Skill cat: Health Care,Skill cat: Finance,Skill cat: Human Resources,Skill cat: Manufacturing and Production,Skill cat: Marketing and Public Relations,Skill cat: Energy and Utilities,Skill cat: Customer and Client Support,Skill cat: Education and Training,Skill cat: Public Safety and National Security,Skill cat: Science and Research,Skill cat: Analysis,Skill cat: Environment,"Skill cat: Transportation, Supply Chain, and Logistics","Skill cat: Law, Regulation, and Compliance",Skill cat: Physical and Inherent Abilities,Skill cat: Administration,Skill cat: Social and Human Services,Skill cat: Sales,"Skill cat: Performing Arts, Sports, and Recreation","Skill cat: Economics, Policy, and Social Studies","Skill cat: Agriculture, Horticulture, and Landscaping",Skill cat: Personal Care and Services,Skill cat: Hospitality and Food Services,Skill cat: Property and Real Estate
2022-03-01,0.3553794071761931,0.12533709195066373,0.07100846549207915,0.049526973578782066,0.08870889745103203,0.5059366783233388,0.5230474775707418,0.24176895800669995,0.24087199175513072,0.09106973324201562,0.12204586764329586,0.15061346586017402,0.01529245201132902,0.35600152474852953,0.12169018560384277,0.04049701799533248,0.1321662887938328,0.15592080864220995,0.01811334299721515,0.2186920397308142,0.3271323156098962,0.6556478081286063,0.29518056167445383,0.029758873234098114,0.2626483300582676,0.007860644352239467,0.05621875577843286,0.008282748061316366,0.007989567236578544,0.10551381602243329,0.015290091952117503
2022-04-01,0.3549367712298277,0.1250338986846521,0.07076194658206308,0.05013918407397949,0.08919576706298368,0.5048642346654034,0.5236758725013829,0.24513474983353054,0.24122100820806303,0.09224563689483019,0.12148684920070421,0.15075164468226637,0.01565712268990627,0.3596103426290378,0.12170794143911348,0.040607578406423823,0.13309560690684644,0.15667272380457256,0.018431579889434845,0.2199588284455557,0.3251216434377697,0.654330299810581,0.293796179873466,0.030627636171324288,0.26261851035410594,0.007719880493045406,0.056743539419700006,0.00838879134636426,0.008160562701452916,0.10551999075037105,0.015381780743502884
2022-05-01,0.3544322902259315,0.12414898963035342,0.07097660536689317,0.05088516196684962,0.09022467862655137,0.505463696967229,0.5240905640611384,0.24732705518615894,0.2421192329733271,0.09334158048743105,0.12177665064590998,0.15158201818306571,0.015883660820373607,0.3663593533900291,0.12099758296631472,0.040583785522044655,0.13398627849782238,0.15790857433554514,0.018599295179803278,0.22456587525584004,0.323325769204609,0.6543945996379491,0.2942497540123863,0.03151031281340196,0.26434289893936713,0.007518956310779092,0.05713805532817984,0.008500336286005728,0.008331303752074854,0.10558217209843462,0.015624724830859171
2022-06-01,0.35542343557770883,0.1238119886356375,0.07120367239637612,0.05168826005092578,0.09126456941452574,0.508656753794085,0.5249839361352431,0.2485893338378296,0.2443877605362031,0.09467905551872884,0.12282703870153955,0.15317413981093106,0.016022957365906674,0.373268423439636,0.12199872368102488,0.040761986667757676,0.13494783956600623,0.15895042826438338,0.01873811283536276,0.22793749252369266,0.3226046107045286,0.6570461475720459,0.2961329162294037,0.03245543252797036,0.26683426770392926,0.0074558660109813844,0.05791009804190771,0.008643524408972907,0.008394137388436909,0.10528211027163961,0.015941483407398094
2022-07-01,0.35757468178567126,0.12421621418470177,0.07119754082166671,0.05211233560619698,0.0922296398733757,0.5105246320491305,0.5271219266158562,0.2475568982248594,0.24584257112181762,0.09579779583407216,0.12375509994151809,0.15398596448720608,0.0162811260257152,0.3773580766864832,0.12341722379593664,0.04100765633780995,0.13585756053929693,0.160263952318917,0.018888058084446647,0.23197312178943477,0.3234768635683314,0.65985489008172,0.2972046217928102,0.033327594236478526,0.26822929236871285,0.007454847722100268,0.058620593707168774,0.008783503168635506,0.008370354871691705,0.10635963195279646,0.01616636392098425
2022-08-01,0.36136279569547686,0.12403991256602727,0.07124045972928857,0.052726590704930035,0.09378087270511631,0.5142213543833876,0.5323966692373995,0.2469675491024118,0.24791438474976257,0.09659142389349479,0.12500228225301502,0.15568062655783257,0.01645424361359878,0.37909292255391047,0.12457325750418727,0.0412161365636729,0.137448059432436,0.16312203541027878,0.019088462429788046,0.23348779920486606,0.32551226773976955,0.6640466081733949,0.29933147151170236,0.034111106127479425,0.26968303431926044,0.007585285548645817,0.05959691395686274,0.008875339620076495,0.008302336264392874,0.1082865079977584,0.016346606909754733
2022-09-01,0.36536631781268875,0.12398119730310933,0.0715634952750889,0.053465352816073244,0.09464882633971813,0.5212272693273673,0.5394521004292004,0.24950224092873774,0.2513186795311712,0.09775486188048835,0.1254451784825799,0.15869654599827726,0.016439302220402602,0.38053745847088244,0.12602460613315397,0.041310972186946286,0.13934248385468037,0.16579287265555984,0.01936672152858279,0.22869075394848037,0.3287627503645686,0.6699042216894542,0.3039341623624973,0.03481223265508337,0.2731607417456835,0.007886749085567421,0.060542267078602295,0.00893121541164626,0.008255722612305496,0.11110194818763633,0.016492115389584512
2022-10-01,0.36712265012712475,0.12364492568940152,0.07198494156923972,0.05403859779332139,0.09477466149507904,0.5259306661849951,0.5440194419630879,0.2521087354313059,0.2539022319315311,0.09881762142897509,0.12479018233334471,0.16077751014086417,0.016503196986341014,0.3803402834626192,0.1264180078602418,0.04125257586489713,0.14031904077439075,0.1670604956303721,0.019596380377163873,0.22376018434703882,0.33020971274582384,0.6713978289279536,0.3070803078467673,0.03538572199932218,0.27615053350582214,0.008089205184673442,0.06073163257947987,0.008947599044350392,0.008395211749718183,0.11320404305957603,0.016440927600839858
2022-11-01,0.36747120924995347,0.12242477079295375,0.07227142959870395,0.054934615770619574,0.09522730322842646,0.5285431354293159,0.5450538584210508,0.2539431504313832,0.2558534194754268,0.09959938685475905,0.12425043734502039,0.16258410566656192,0.016488290673637843,0.3798444652303377,0.12613448384485593,0.04117896335285351,0.14105615883716668,0.16730036546546237,0.0197273896205772,0.22105435143379443,0.32897493783102266,0.6697125348434506,0.30836608434799806,0.03576937432063188,0.2779490337531838,0.008092713871464676,0.060874440040618,0.008961997390187732,0.008727321381256755,0.11325710502095185,0.01620111452012508
2022-12-01,0.3686968475250196,0.12151330980900386,0.07253086902047598,0.056141657763092226,0.09559326268900946,0.533151716198289,0.5436035717342687,0.25612834186100397,0.258751942403418,0.10055534647527037,0.12368992069250638,0.1652153655333885,0.016340745554946377,0.38214457194775203,0.12659820180148074,0.041266052437948925,0.1422301121893308,0.1669874691304617,0.019743490977812472,0.21790536025947363,0.3278020135207799,0.670276500510052,0.3116103153703318,0.035946430045678275,0.2811142783178559,0.007944401828577597,0.061166783287479806,0.009001645939227872,0.009110187486689219,0.11276657229241002,0.016077494354023825
