date,Skill: .NET Framework,Skill: 3D Modeling,Skill: ASP.NET,Skill: Ability To Distinguish Colors,Skill: Academic Advising,Skill: Acceptance Testing,Skill: Access Controls,Skill: Accident Prevention,Skill: Account Management,Skill: Accountability,covid_cases
2022-08-01,0.004842202877625823,0.00140910514164716,0.0032669277861714363,0.000620703271124512,0.0007432999846059829,0.0026073798071593046,0.0042105806060135365,0.00045220565516501665,0.013951720669865608,0.032893622294068336,-5449.462646484375
2022-09-01,0.004810526268556714,0.0013685812591575086,0.003191376803442836,0.0006239333597477525,0.0007237690733745694,0.0025153973838314414,0.004267143784090877,0.0004637177044060081,0.01358334394171834,0.032385628670454025,768.0714721679688
2022-10-01,0.004798929439857602,0.0013397958246059716,0.0031738991383463144,0.000633708928944543,0.0006956399301998317,0.0024885813472792506,0.004305870505049825,0.00046889189979992807,0.013178198132663965,0.03202532418072224,5934.579833984375
2022-11-01,0.004753984976559877,0.0012936046696268022,0.00306908308994025,0.0006537292792927474,0.0006851695943623781,0.0023956362856552005,0.004277836298570037,0.00043153534352313727,0.012727370020002127,0.0315733440220356,26214.8310546875
2022-12-01,0.004587066592648625,0.0012268057907931507,0.002960192156024277,0.000656166608678177,0.0006606312526855618,0.0023585028247907758,0.004252155777066946,0.0003942062903661281,0.012372685130685568,0.030967392027378082,38964.02734375
2023-01-01,0.004373079864308238,0.0011742832721211016,0.0028503823559731245,0.0006704897386953235,0.000666787032969296,0.002273230580613017,0.004123031627386808,0.0003901170857716352,0.011971643660217524,0.030993793159723282,12436.48828125
2023-02-01,0.004147724015638232,0.001120750093832612,0.0026430849684402347,0.0006901920132804662,0.000647625041892752,0.002255407744087279,0.004007292445749044,0.00039577939605806023,0.011710506863892078,0.030696815811097622,19915.2744140625
2023-03-01,0.003978494089096785,0.0010751017834991217,0.002497153589501977,0.0007183922280091792,0.000645205145701766,0.0021536246640607715,0.003906401223503053,0.0003995926381321624,0.011528430972248316,0.03040829487144947,19163.26171875
2023-04-01,0.0038138774689286947,0.0010585443815216422,0.0023005662951618433,0.0007351406966336071,0.0006361946288961917,0.0020031712483614683,0.0038024018285796046,0.00038386351661756635,0.011427592020481825,0.029830600135028362,18903.1259765625
2023-05-01,0.00365815544500947,0.0010202169651165605,0.0022826219210401177,0.0007427920354530215,0.0006423659215215594,0.001955211511813104,0.0037802030565217137,0.0003953723644372076,0.011491558514535427,0.029680518433451653,36610.158203125
2023-06-01,0.0034901275066658854,0.0009750114113558084,0.0024110431550070643,0.0007301125151570886,0.0006302711844909936,0.001917157438583672,0.0036436341470107436,0.0003896375128533691,0.011215916834771633,0.029330863617360592,121446.0859375
2023-07-01,0.0033368479926139116,0.0009389169863425195,0.0023023043759167194,0.0007269306806847453,0.0006266424607019871,0.0018872005166485906,0.003444646019488573,0.00038228249468375,0.011337687727063894,0.02927266713231802,92264.75390625
2023-08-01,0.003245021216571331,0.000945381005294621,0.002304469235241413,0.0007381383911706507,0.0006478323484770954,0.001925020304042846,0.0032898468198254704,0.0003909877559635788,0.01148298243060708,0.02943468000739813,57744.03125
2023-09-01,0.0030494382372125983,0.0009477031708229333,0.0022567849373444915,0.0007443341892212629,0.0006609853007830679,0.0019194874330423772,0.0031623957911506295,0.00037426958442665637,0.011592490132898092,0.029727289453148842,10058.13232421875
2023-10-01,0.0030629021348431706,0.0009627265098970383,0.0022339923307299614,0.0007350352534558624,0.0006712766480632126,0.0019680054392665625,0.0031112205469980836,0.000373834278434515,0.011739511508494616,0.030067398212850094,25353.70703125
2023-11-01,0.003130283672362566,0.000999160052742809,0.0023095039650797844,0.000730598287191242,0.0006954918790142983,0.0020119049586355686,0.00302515656221658,0.0003999499313067645,0.011979689355939627,0.030338728800415993,38520.798828125
2023-12-01,0.0030566107016056776,0.0010476604220457375,0.002379596116952598,0.0007169035670813173,0.0007219496474135667,0.0020430030999705195,0.002989611937664449,0.0004242569993948564,0.01212856313213706,0.030533828772604465,22228.33984375
2024-01-01,0.003034999594092369,0.0010710387723520398,0.002563227084465325,0.0006987563392613083,0.000730672269128263,0.0020431288285180926,0.003021651995368302,0.00042421840771567076,0.012131687253713608,0.030585257336497307,-81.21725845336914
2024-02-01,0.0030457923421636224,0.0011303299106657505,0.0027050557546317577,0.0006754751375410706,0.0007407598313875496,0.002113599912263453,0.0030310399597510695,0.0004308367788325995,0.01226758398115635,0.030903265811502934,1391.3789672851562
2024-03-01,0.0030483792070299387,0.0011817028280347586,0.0028101763455197215,0.0006470985535997897,0.0007359058072324842,0.0021178200840950012,0.003039414994418621,0.0004287145711714402,0.012334549333900213,0.031383147463202477,39437.982421875
2024-04-01,0.003104178933426738,0.001204044499900192,0.0028197180945426226,0.0006268343131523579,0.000724974466720596,0.002193725435063243,0.002996460651047528,0.0004487677360884845,0.012272325344383717,0.0316627100110054,31747.3408203125
